as_of,target_quarter,horizon_week,spec,variant,log_score,realizzato_bea,n_draws,reestimated
2007-01-05,2006Q4,14,qbvar,-,-1.5538397395231087,3.4823729200428755,1000,True
2007-01-05,2007Q1,1,qbvar,-,-1.7111791864649482,1.2087836914185912,1000,True
2007-01-05,2007Q2,-12,qbvar,-,-1.5910388654268823,2.4695947150627617,1000,True
2007-01-12,2006Q4,15,qbvar,-,-1.509146245461622,3.4823729200428755,1000,False
2007-01-12,2007Q1,2,qbvar,-,-1.7442997387327912,1.2087836914185912,1000,False
2007-01-12,2007Q2,-11,qbvar,-,-1.63950838048044,2.4695947150627617,1000,False
2007-01-19,2006Q4,16,qbvar,-,-1.4550717463514566,3.4823729200428755,1000,False
2007-01-19,2007Q1,3,qbvar,-,-1.7325657812033182,1.2087836914185912,1000,False
2007-01-19,2007Q2,-10,qbvar,-,-1.7224518681472454,2.4695947150627617,1000,False
2007-01-26,2006Q4,17,qbvar,-,-1.42175016850784,3.4823729200428755,1000,False
2007-01-26,2007Q1,4,qbvar,-,-1.7571126916639006,1.2087836914185912,1000,False
2007-01-26,2007Q2,-9,qbvar,-,-1.6428529309529378,2.4695947150627617,1000,False
