as_of,target_quarter,horizon_week,spec,variant,log_score,realizzato_bea,n_draws,reestimated
2021-10-29,2021Q4,5,cbvar,authors,-4.88583364219168,7.0416786109130936,1000,True
2021-10-29,2022Q1,-9,cbvar,authors,-2.8277837988473893,-1.0153057807451127,1000,True
2021-11-05,2021Q4,6,cbvar,authors,-4.6871104230641905,7.0416786109130936,1000,False
2021-11-05,2022Q1,-8,cbvar,authors,-2.7173514570423674,-1.0153057807451127,1000,False
2021-11-12,2021Q4,7,cbvar,authors,-5.081519252683705,7.0416786109130936,1000,False
2021-11-12,2022Q1,-7,cbvar,authors,-2.767957010066688,-1.0153057807451127,1000,False
2021-11-19,2021Q4,8,cbvar,authors,-4.371847706347596,7.0416786109130936,1000,False
2021-11-19,2022Q1,-6,cbvar,authors,-2.877498918263302,-1.0153057807451127,1000,False
2021-11-26,2021Q4,9,cbvar,authors,-4.214579063414021,7.0416786109130936,1000,False
2021-11-26,2022Q1,-5,cbvar,authors,-2.7996498042935967,-1.0153057807451127,1000,False
2021-12-03,2021Q4,10,cbvar,authors,-4.558645198520441,7.0416786109130936,1000,False
2021-12-03,2022Q1,-4,cbvar,authors,-2.7339030879891535,-1.0153057807451127,1000,False
2021-12-10,2021Q4,11,cbvar,authors,-4.4081630473917475,7.0416786109130936,1000,False
2021-12-10,2022Q1,-3,cbvar,authors,-2.881109574698029,-1.0153057807451127,1000,False
2021-12-17,2021Q4,12,cbvar,authors,-4.199911252389526,7.0416786109130936,1000,False
2021-12-17,2022Q1,-2,cbvar,authors,-2.782462779804119,-1.0153057807451127,1000,False
2021-12-24,2021Q4,13,cbvar,authors,-3.956460502162226,7.0416786109130936,1000,False
2021-12-24,2022Q1,-1,cbvar,authors,-2.9029906664040754,-1.0153057807451127,1000,False
2021-12-31,2021Q4,14,cbvar,authors,-4.048317237345091,7.0416786109130936,1000,False
2021-12-31,2022Q1,0,cbvar,authors,-2.8488444696523927,-1.0153057807451127,1000,False
2022-01-07,2021Q4,15,cbvar,authors,-3.265159574150506,7.0416786109130936,1000,False
2022-01-07,2022Q1,1,cbvar,authors,-3.0488150869710147,-1.0153057807451127,1000,False
2022-01-07,2022Q2,-11,cbvar,authors,-2.854572596482945,0.6276599617172085,1000,False
2022-01-14,2021Q4,16,cbvar,authors,-3.089063943642116,7.0416786109130936,1000,False
2022-01-14,2022Q1,2,cbvar,authors,-2.9715128417556365,-1.0153057807451127,1000,False
2022-01-14,2022Q2,-10,cbvar,authors,-2.8359227301004637,0.6276599617172085,1000,False
2022-01-21,2021Q4,17,cbvar,authors,-2.888507779189471,7.0416786109130936,1000,False
2022-01-21,2022Q1,3,cbvar,authors,-2.910521564249339,-1.0153057807451127,1000,False
2022-01-21,2022Q2,-9,cbvar,authors,-2.8654213745194124,0.6276599617172085,1000,False
