as_of,target_quarter,horizon_month,method,nowcast_livello,nowcast_z,gdp_realizzato,errore,n_iter,converged
2020-01-15,2019Q4,4,arma22,0.8461641089957013,0.32835371879506225,0.6795635968053659,0.16660051219033534,,True
2020-01-15,2019Q4,4,gaussian,0.4761101625596591,-0.3267409095236608,0.6795635968053659,-0.20345343424570683,53.0,True
2020-01-15,2019Q4,4,random_walk,1.1632102580909631,0.8896103442188362,0.6795635968053659,0.4836466612855972,,True
2020-01-15,2019Q4,4,student_t,0.48993797625392055,-0.3022619746014834,0.6795635968053659,-0.18962562055144538,96.0,True
2020-01-15,2020Q1,1,arma22,0.8296750525728189,0.2991636712554896,-1.3250619707966038,2.1547370233694227,,True
2020-01-15,2020Q1,1,gaussian,0.6375312318010024,-0.040982369786684576,-1.3250619707966038,1.9625932025976063,53.0,True
2020-01-15,2020Q1,1,random_walk,1.1632102580909631,0.8896103442188362,-1.3250619707966038,2.488272228887567,,True
2020-01-15,2020Q1,1,student_t,0.6143221237323281,-0.08206870914419506,-1.3250619707966038,1.9393840945289318,96.0,True
2020-02-15,2020Q1,2,arma22,0.7797500545718175,0.21130490607188843,-1.3250619707966038,2.104812025368421,,True
2020-02-15,2020Q1,2,gaussian,0.47759366872516607,-0.3255252286005705,-1.3250619707966038,1.8026556395217699,53.0,True
2020-02-15,2020Q1,2,random_walk,0.6795635968053659,0.0333073123277785,-1.3250619707966038,2.0046255676019697,,True
2020-02-15,2020Q1,2,student_t,0.47999118286572706,-0.3212656534294215,-1.3250619707966038,1.8050531536623309,97.0,True
2020-03-15,2020Q1,3,arma22,0.7797500545718175,0.21130490607188843,-1.3250619707966038,2.104812025368421,,True
2020-03-15,2020Q1,3,gaussian,0.5392730651697851,-0.21594171406685703,-1.3250619707966038,1.864335035966389,53.0,True
2020-03-15,2020Q1,3,random_walk,0.6795635968053659,0.0333073123277785,-1.3250619707966038,2.0046255676019697,,True
2020-03-15,2020Q1,3,student_t,0.5268355777746623,-0.2380389403578128,-1.3250619707966038,1.851897548571266,97.0,True
2020-04-15,2020Q1,4,arma22,0.7797500545718175,0.21130490607188843,-1.3250619707966038,2.104812025368421,,True
