as_of,target_quarter,horizon_month,method,nowcast_livello,nowcast_z,gdp_realizzato,errore,n_iter,converged
2011-04-15,2011Q2,1,gaussian,0.879195281831515,0.3181587654033329,0.6743037468666557,0.20489153496485923,35.0,True
2011-04-15,2011Q2,1,random_walk,0.523736364445071,-0.26369372113527234,0.6743037468666557,-0.15056738242158474,,True
2011-04-15,2011Q2,1,student_t,0.8458967585488704,0.26365224545856325,0.6743037468666557,0.17159301168221464,36.0,True
2011-05-15,2011Q2,2,arma22,0.3218054123213133,-0.5763825264383879,0.6743037468666557,-0.3524983345453424,,True
2011-05-15,2011Q2,2,gaussian,0.5650927421139254,-0.1805304985564237,0.6743037468666557,-0.10921100475273038,35.0,True
2011-05-15,2011Q2,2,random_walk,-0.2374866736049696,-1.4864048715435794,0.6743037468666557,-0.9117904204716254,,True
2011-05-15,2011Q2,2,student_t,0.5982470891701878,-0.1265851676322382,0.6743037468666557,-0.07605665769646797,36.0,True
2011-06-15,2011Q2,3,arma22,0.3218054123213133,-0.5763825264383879,0.6743037468666557,-0.3524983345453424,,True
2011-06-15,2011Q2,3,gaussian,0.5950924791566587,-0.13171802338800945,0.6743037468666557,-0.07921126770999698,35.0,True
2011-06-15,2011Q2,3,random_walk,-0.2374866736049696,-1.4864048715435794,0.6743037468666557,-0.9117904204716254,,True
2011-06-15,2011Q2,3,student_t,0.6156331943718021,-0.09829629205908376,0.6743037468666557,-0.058670552494853645,36.0,True
2011-07-15,2011Q2,4,arma22,0.3218054123213133,-0.5763825264383879,0.6743037468666557,-0.3524983345453424,,True
2011-07-15,2011Q2,4,gaussian,0.5535158426212724,-0.19936723429872008,0.6743037468666557,-0.12078790424538333,34.0,True
2011-07-15,2011Q2,4,random_walk,-0.2374866736049696,-1.4864048715435794,0.6743037468666557,-0.9117904204716254,,True
2011-07-15,2011Q2,4,student_t,0.5717607011431041,-0.1696810839741506,0.6743037468666557,-0.10254304572355166,36.0,True
2011-07-15,2011Q3,1,arma22,0.3267218803992465,-0.5683829571212115,-0.0223152255784953,0.3490371059777418,,True
2011-07-15,2011Q3,1,gaussian,0.5376686083914667,-0.2251522178880281,-0.0223152255784953,0.559983833969962,34.0,True
2011-07-15,2011Q3,1,random_walk,-0.2374866736049696,-1.4864048715435794,-0.0223152255784953,-0.2151714480264743,,True
2011-07-15,2011Q3,1,student_t,0.5861000939511938,-0.14634950428803595,-0.0223152255784953,0.6084153195296891,36.0,True
2011-08-15,2011Q3,2,arma22,0.4512350230944695,-0.36751553962658806,-0.0223152255784953,0.4735502486729648,,True
2011-08-15,2011Q3,2,gaussian,0.9324361524276836,0.4192004615787972,-0.0223152255784953,0.9547513780061789,36.0,True
2011-08-15,2011Q3,2,random_walk,0.6743037468666557,-0.0028203557162414464,-0.0223152255784953,0.696618972445151,,True
2011-08-15,2011Q3,2,student_t,0.9000455925854092,0.3662451167914154,-0.0223152255784953,0.9223608181639045,36.0,True
2011-09-15,2011Q3,3,arma22,0.4512350230944695,-0.36751553962658806,-0.0223152255784953,0.4735502486729648,,True
2011-09-15,2011Q3,3,gaussian,0.835156488152571,0.26015788288999353,-0.0223152255784953,0.8574717137310663,36.0,True
2011-09-15,2011Q3,3,random_walk,0.6743037468666557,-0.0028203557162414464,-0.0223152255784953,0.696618972445151,,True
2011-09-15,2011Q3,3,student_t,0.8450560837025388,0.2763427373092113,-0.0223152255784953,0.8673713092810341,36.0,True
2011-10-15,2011Q3,4,arma22,0.4512350230944695,-0.36751553962658806,-0.0223152255784953,0.4735502486729648,,True
2011-10-15,2011Q3,4,gaussian,0.8734637524911819,0.3227864512380134,-0.0223152255784953,0.8957789780696772,35.0,True
2011-10-15,2011Q3,4,random_walk,0.6743037468666557,-0.0028203557162414464,-0.0223152255784953,0.696618972445151,,True
2011-10-15,2011Q3,4,student_t,0.8829292841852433,0.33826165441127587,-0.0223152255784953,0.9052445097637386,36.0,True
2011-10-15,2011Q4,1,arma22,0.6840086357238205,0.01304617261969778,1.1167896811464573,-0.43278104542263673,,True
2011-10-15,2011Q4,1,gaussian,0.7072374926621486,0.05102304409632103,1.1167896811464573,-0.40955218848430863,35.0,True
2011-10-15,2011Q4,1,random_walk,0.6743037468666557,-0.0028203557162414464,1.1167896811464573,-0.44248593427980154,,True
2011-10-15,2011Q4,1,student_t,0.7051738066811637,0.04764912270724673,1.1167896811464573,-0.4116158744652936,36.0,True
2011-11-15,2011Q4,2,arma22,0.5221377811295078,-0.2405958493855423,1.1167896811464573,-0.5946519000169495,,True
2011-11-15,2011Q4,2,gaussian,0.8168303822332187,0.24053649165266597,1.1167896811464573,-0.2999592989132386,36.0,True
2011-11-15,2011Q4,2,random_walk,-0.0223152255784953,-1.1295016065087884,1.1167896811464573,-1.1391049067249526,,True
2011-11-15,2011Q4,2,student_t,0.8184857510659435,0.24323914342874592,1.1167896811464573,-0.2983039300805138,36.0,True
2011-12-15,2011Q4,3,arma22,0.5221377811295078,-0.2405958493855423,1.1167896811464573,-0.5946519000169495,,True
2011-12-15,2011Q4,3,gaussian,0.7333877020866151,0.10430310170301828,1.1167896811464573,-0.3834019790598422,36.0,True
2011-12-15,2011Q4,3,random_walk,-0.0223152255784953,-1.1295016065087884,1.1167896811464573,-1.1391049067249526,,True
2011-12-15,2011Q4,3,student_t,0.7392213257633928,0.11382741621187238,1.1167896811464573,-0.37756835538306444,35.0,True
2012-01-15,2011Q4,4,arma22,0.5221377811295078,-0.2405958493855423,1.1167896811464573,-0.5946519000169495,,True
2012-01-15,2011Q4,4,gaussian,0.81160096889127,0.23199864620271254,1.1167896811464573,-0.3051887122551873,36.0,True
2012-01-15,2011Q4,4,random_walk,-0.0223152255784953,-1.1295016065087884,1.1167896811464573,-1.1391049067249526,,True
2012-01-15,2011Q4,4,student_t,0.8020714739389107,0.21644023653050348,1.1167896811464573,-0.3147182072075466,35.0,True
2012-01-15,2012Q1,1,arma22,0.3932065871577439,-0.4510964420578873,0.8350941818790147,-0.4418875947212708,,True
2012-01-15,2012Q1,1,gaussian,0.811502387861917,0.23183769706026075,0.8350941818790147,-0.023591794017097767,36.0,True
2012-01-15,2012Q1,1,random_walk,-0.0223152255784953,-1.1295016065087884,0.8350941818790147,-0.85740940745751,,True
2012-01-15,2012Q1,1,student_t,0.7573452302855491,0.1434175605821044,0.8350941818790147,-0.07774895159346562,35.0,True
2012-02-15,2012Q1,2,arma22,0.5861331507274729,-0.14319094579405214,0.8350941818790147,-0.2489610311515419,,True
2012-02-15,2012Q1,2,gaussian,1.0872621786999481,0.6767907567174625,0.8350941818790147,0.2521679968209334,30.0,True
2012-02-15,2012Q1,2,random_walk,1.1167896811464573,0.7251056823663742,0.8350941818790147,0.28169549926744253,,True
2012-02-15,2012Q1,2,student_t,1.0061218709698918,0.5440234174475965,0.8350941818790147,0.17102768909087707,34.0,True
2012-03-15,2012Q1,3,arma22,0.5861331507274729,-0.14319094579405214,0.8350941818790147,-0.2489610311515419,,True
2012-03-15,2012Q1,3,gaussian,1.1757669500034316,0.8216083366278578,0.8350941818790147,0.3406727681244168,31.0,True
2012-03-15,2012Q1,3,random_walk,1.1167896811464573,0.7251056823663742,0.8350941818790147,0.28169549926744253,,True
2012-03-15,2012Q1,3,student_t,1.1055166292286749,0.70665994127362,0.8350941818790147,0.27042244734966014,34.0,True
2012-04-15,2012Q1,4,arma22,0.5861331507274729,-0.14319094579405214,0.8350941818790147,-0.2489610311515419,,True
2012-04-15,2012Q1,4,gaussian,1.2176120758693245,0.8900782029378338,0.8350941818790147,0.3825178939903098,31.0,True
2012-04-15,2012Q1,4,random_walk,1.1167896811464573,0.7251056823663742,0.8350941818790147,0.28169549926744253,,True
2012-04-15,2012Q1,4,student_t,1.1496680277054714,0.7789034890835392,0.8350941818790147,0.31457384582645664,34.0,True
2012-04-15,2012Q2,1,arma22,0.8664689194343485,0.3155136753075692,0.4453416266322563,0.42112729280209216,,True
2012-04-15,2012Q2,1,gaussian,0.6521976161685139,-0.03509173416579793,0.4453416266322563,0.2068559895362576,31.0,True
2012-04-15,2012Q2,1,random_walk,1.1167896811464573,0.7251056823663742,0.4453416266322563,0.671448054514201,,True
2012-04-15,2012Q2,1,student_t,0.6705714975221947,-0.005027128698634058,0.4453416266322563,0.2252298708899384,34.0,True
2012-05-15,2012Q2,2,arma22,0.9456908187090971,0.4446386638288321,0.4453416266322563,0.5003491920768408,,True
2012-05-15,2012Q2,2,gaussian,0.7732943239651099,0.1613281215262533,0.4453416266322563,0.3279526973328536,31.0,True
2012-05-15,2012Q2,2,random_walk,0.8350941818790147,0.2628879083758138,0.4453416266322563,0.38975255524675845,,True
2012-05-15,2012Q2,2,student_t,0.8027046699620175,0.2096600849229799,0.4453416266322563,0.3573630433297612,34.0,True
2012-06-15,2012Q2,3,arma22,0.9456908187090971,0.4446386638288321,0.4453416266322563,0.5003491920768408,,True
2012-06-15,2012Q2,3,gaussian,0.6616647913655348,-0.022120059741782726,0.4453416266322563,0.2163231647332785,31.0,True
2012-06-15,2012Q2,3,random_walk,0.8350941818790147,0.2628879083758138,0.4453416266322563,0.38975255524675845,,True
2012-06-15,2012Q2,3,student_t,0.7115649709843026,0.05988420008834512,0.4453416266322563,0.2662233443520463,34.0,True
2012-07-15,2012Q2,4,arma22,0.9456908187090971,0.4446386638288321,0.4453416266322563,0.5003491920768408,,True
2012-07-15,2012Q2,4,gaussian,0.6688498366950714,-0.010312400358669834,0.4453416266322563,0.22350821006281507,35.0,True
2012-07-15,2012Q2,4,random_walk,0.8350941818790147,0.2628879083758138,0.4453416266322563,0.38975255524675845,,True
2012-07-15,2012Q2,4,student_t,0.698964438420519,0.03917691297529699,0.4453416266322563,0.25362281178826274,35.0,True
2012-07-15,2012Q3,1,arma22,0.7236822893804429,0.07979738945545806,0.1439243764862041,0.5797579128942387,,True
2012-07-15,2012Q3,1,gaussian,0.7778634245459625,0.16883682618593154,0.1439243764862041,0.6339390480597584,35.0,True
2012-07-15,2012Q3,1,random_walk,0.8350941818790147,0.2628879083758138,0.1439243764862041,0.6911698053928106,,True
2012-07-15,2012Q3,1,student_t,0.7321259339066964,0.09367338799762993,0.1439243764862041,0.5882015574204924,35.0,True
2012-08-15,2012Q3,2,arma22,0.5650261242124999,-0.17820319870770995,0.1439243764862041,0.42110174772629577,,True
2012-08-15,2012Q3,2,gaussian,0.784626952815731,0.18411131892043545,0.1439243764862041,0.6407025763295269,35.0,True
2012-08-15,2012Q3,2,random_walk,0.4453416266322563,-0.37566798645084165,0.1439243764862041,0.3014172501460522,,True
2012-08-15,2012Q3,2,student_t,0.7834601325885044,0.18218620820716847,0.1439243764862041,0.6395357561023003,35.0,True
2012-09-15,2012Q3,3,arma22,0.5650261242124999,-0.17820319870770995,0.1439243764862041,0.42110174772629577,,True
2012-09-15,2012Q3,3,gaussian,0.5341685804220104,-0.22911437315432615,0.1439243764862041,0.39024420393580633,35.0,True
2012-09-15,2012Q3,3,random_walk,0.4453416266322563,-0.37566798645084165,0.1439243764862041,0.3014172501460522,,True
2012-09-15,2012Q3,3,student_t,0.5464239837283289,-0.20889445610979712,0.1439243764862041,0.4024996072421248,35.0,True
2012-10-15,2012Q3,4,arma22,0.5650261242124999,-0.17820319870770995,0.1439243764862041,0.42110174772629577,,True
2012-10-15,2012Q3,4,gaussian,0.48038593742917113,-0.31784915834006194,0.1439243764862041,0.33646156094296703,34.0,True
2012-10-15,2012Q3,4,random_walk,0.4453416266322563,-0.37566798645084165,0.1439243764862041,0.3014172501460522,,True
2012-10-15,2012Q3,4,student_t,0.5090482634008331,-0.270559824895486,0.1439243764862041,0.365123886914629,35.0,True
2012-10-15,2012Q4,1,arma22,0.5924326633940336,-0.13298575992766276,0.1155737415750479,0.47685892181898565,,True
2012-10-15,2012Q4,1,gaussian,0.567768147562583,-0.17367919543445523,0.1155737415750479,0.4521944059875351,34.0,True
2012-10-15,2012Q4,1,random_walk,0.4453416266322563,-0.37566798645084165,0.1155737415750479,0.3297678850572084,,True
2012-10-15,2012Q4,1,student_t,0.5749474304602138,-0.16183425643073762,0.1155737415750479,0.4593736888851659,35.0,True
2012-11-15,2012Q4,2,arma22,0.45339905993044183,-0.3549047310856816,0.1155737415750479,0.3378253183553939,,True
2012-11-15,2012Q4,2,gaussian,0.19100869887701855,-0.7882992436336157,0.1155737415750479,0.07543495730197064,34.0,True
2012-11-15,2012Q4,2,random_walk,0.1439243764862041,-0.8660692000805376,0.1155737415750479,0.02835063491115619,,True
2012-11-15,2012Q4,2,student_t,0.26662528822137527,-0.6634020684940062,0.1155737415750479,0.15105154664632736,35.0,True
2012-12-15,2012Q4,3,arma22,0.45339905993044183,-0.3549047310856816,0.1155737415750479,0.3378253183553939,,True
2012-12-15,2012Q4,3,gaussian,0.42488929233522255,-0.4019947872149509,0.1155737415750479,0.30931555076017464,33.0,True
2012-12-15,2012Q4,3,random_walk,0.1439243764862041,-0.8660692000805376,0.1155737415750479,0.02835063491115619,,True
2012-12-15,2012Q4,3,student_t,0.4526589469147825,-0.3561271880325157,0.1155737415750479,0.3370852053397346,35.0,True
