as_of,target_quarter,horizon_month,method,nowcast_livello,nowcast_z,gdp_realizzato,errore,n_iter,converged
2022-01-15,2021Q4,4,arma22,0.6377057160588104,-0.010820163886942818,1.701202308971439,-1.0634965929126285,,True
2022-01-15,2021Q4,4,gaussian,1.022920163937278,0.34121453475943075,1.701202308971439,-0.678282145034161,29.0,True
2022-01-15,2021Q4,4,random_walk,0.8216679141918704,0.15729678328043828,1.701202308971439,-0.8795343947795686,,True
2022-01-15,2021Q4,4,student_t,0.9455045749733642,0.27046699742915625,1.701202308971439,-0.7556977339980748,31.0,True
2022-01-15,2022Q1,1,arma22,0.6387656157803187,-0.00985155670953436,-0.2551237912953752,0.8938894070756939,,True
2022-01-15,2022Q1,1,gaussian,0.46746981778924124,-0.16639310118505177,-0.2551237912953752,0.7225936090846165,29.0,True
2022-01-15,2022Q1,1,random_walk,0.8216679141918704,0.15729678328043828,-0.2551237912953752,1.0767917054872456,,True
2022-01-15,2022Q1,1,student_t,0.5990958586171176,-0.04610443114151361,-0.2551237912953752,0.8542196499124928,31.0,True
2022-02-15,2022Q1,2,arma22,0.5296982904059453,-0.11605090968642914,-0.2551237912953752,0.7848220817013205,,True
2022-02-15,2022Q1,2,gaussian,1.0818383987442914,0.38867339473029955,-0.2551237912953752,1.3369621900396667,29.0,True
2022-02-15,2022Q1,2,random_walk,1.701202308971439,0.9548485630422149,-0.2551237912953752,1.9563261002668142,,True
2022-02-15,2022Q1,2,student_t,0.9687578991751273,0.28530384119450064,-0.2551237912953752,1.2238816904705025,31.0,True
2022-03-15,2022Q1,3,arma22,0.5296982904059453,-0.11605090968642914,-0.2551237912953752,0.7848220817013205,,True
2022-03-15,2022Q1,3,gaussian,1.1686021979551753,0.4679862313526137,-0.2551237912953752,1.4237259892505505,29.0,True
2022-03-15,2022Q1,3,random_walk,1.701202308971439,0.9548485630422149,-0.2551237912953752,1.9563261002668142,,True
2022-03-15,2022Q1,3,student_t,1.0808623581392007,0.38778117297707565,-0.2551237912953752,1.335986149434576,31.0,True
2022-04-15,2022Q1,4,arma22,0.5296982904059453,-0.11605090968642914,-0.2551237912953752,0.7848220817013205,,True
2022-04-15,2022Q1,4,gaussian,1.2331568370202863,0.5269971505141774,-0.2551237912953752,1.4882806283156615,29.0,True
2022-04-15,2022Q1,4,random_walk,1.701202308971439,0.9548485630422149,-0.2551237912953752,1.9563261002668142,,True
2022-04-15,2022Q1,4,student_t,1.1668332094163973,0.46636915717837396,-0.2551237912953752,1.4219570007117726,31.0,True
2022-04-15,2022Q2,1,arma22,0.6711870977338285,0.013287348452856909,0.1564245950852694,0.514762502648559,,True
2022-04-15,2022Q2,1,gaussian,1.4517775434811635,0.7268434980864187,0.1564245950852694,1.295352948395894,29.0,True
2022-04-15,2022Q2,1,random_walk,1.701202308971439,0.9548485630422149,0.1564245950852694,1.5447777138861696,,True
2022-04-15,2022Q2,1,student_t,1.1386250373505211,0.44058340133523516,0.1564245950852694,0.9822004422652517,31.0,True
2022-05-15,2022Q2,2,arma22,0.7667862828239788,0.10638207908947278,0.1564245950852694,0.6103616877387094,,True
2022-05-15,2022Q2,2,gaussian,1.4307823980697751,0.7139932439073033,0.1564245950852694,1.2743578029845057,29.0,True
2022-05-15,2022Q2,2,random_walk,-0.2551237912953752,-0.8287498534895065,0.1564245950852694,-0.4115483863806446,,True
2022-05-15,2022Q2,2,student_t,1.3961900464076031,0.6823383914094695,0.1564245950852694,1.2397654513223337,31.0,True
2022-06-15,2022Q2,3,arma22,0.7667862828239788,0.10638207908947278,0.1564245950852694,0.6103616877387094,,True
2022-06-15,2022Q2,3,gaussian,1.432162651326026,0.7152562893822964,0.1564245950852694,1.2757380562407565,29.0,True
2022-06-15,2022Q2,3,random_walk,-0.2551237912953752,-0.8287498534895065,0.1564245950852694,-0.4115483863806446,,True
2022-06-15,2022Q2,3,student_t,1.2847560292953266,0.5803670825670131,0.1564245950852694,1.1283314342100572,30.0,True
2022-07-15,2022Q2,4,arma22,0.7667862828239788,0.10638207908947278,0.1564245950852694,0.6103616877387094,,True
2022-07-15,2022Q2,4,gaussian,1.0561809994838214,0.37120209361127643,0.1564245950852694,0.899756404398552,29.0,True
2022-07-15,2022Q2,4,random_walk,-0.2551237912953752,-0.8287498534895065,0.1564245950852694,-0.4115483863806446,,True
2022-07-15,2022Q2,4,student_t,1.0259116550288598,0.34350314896347073,0.1564245950852694,0.8694870599435904,30.0,True
2022-07-15,2022Q3,1,arma22,0.6427207820097318,-0.007148078290358854,0.719306332529257,-0.0765855505195252,,True
2022-07-15,2022Q3,1,gaussian,0.664598898116212,0.012872200904433218,0.719306332529257,-0.05470743441304504,29.0,True
2022-07-15,2022Q3,1,random_walk,-0.2551237912953752,-0.8287498534895065,0.719306332529257,-0.9744301238246322,,True
2022-07-15,2022Q3,1,student_t,0.4991273516406479,-0.1385479004933088,0.719306332529257,-0.2201789808886091,31.0,True
