as_of,target_quarter,horizon_month,method,nowcast_livello,nowcast_z,gdp_realizzato,errore,n_iter,converged
2020-01-15,2019Q4,4,arma22,0.8461641089957013,0.32835371879506225,0.6795635968053659,0.16660051219033534,,True
2020-01-15,2019Q4,4,gaussian,0.46815695895165554,-0.34082021069503393,0.6795635968053659,-0.2114066378537104,28.0,True
2020-01-15,2019Q4,4,random_walk,1.1632102580909631,0.8896103442188362,0.6795635968053659,0.4836466612855972,,True
2020-01-15,2019Q4,4,student_t,0.4812009299628305,-0.31772888732539456,0.6795635968053659,-0.19836266684253545,30.0,True
2020-01-15,2020Q1,1,arma22,0.8296750525728189,0.2991636712554896,-1.3250619707966038,2.1547370233694227,,True
2020-01-15,2020Q1,1,gaussian,0.7307045470069276,0.12395936068773446,-1.3250619707966038,2.0557665178035314,28.0,True
2020-01-15,2020Q1,1,random_walk,1.1632102580909631,0.8896103442188362,-1.3250619707966038,2.488272228887567,,True
2020-01-15,2020Q1,1,student_t,0.711479529505678,0.08992592903352374,-1.3250619707966038,2.036541500302282,30.0,True
2020-02-15,2020Q1,2,arma22,0.7797500545718175,0.21130490607188843,-1.3250619707966038,2.104812025368421,,True
2020-02-15,2020Q1,2,gaussian,0.5712886873975955,-0.15906073588061206,-1.3250619707966038,1.8963506581941993,28.0,True
2020-02-15,2020Q1,2,random_walk,0.6795635968053659,0.0333073123277785,-1.3250619707966038,2.0046255676019697,,True
2020-02-15,2020Q1,2,student_t,0.5471124916552216,-0.20201369343562162,-1.3250619707966038,1.8721744624518255,30.0,True
2020-03-15,2020Q1,3,arma22,0.7797500545718175,0.21130490607188843,-1.3250619707966038,2.104812025368421,,True
2020-03-15,2020Q1,3,gaussian,0.5795929258315861,-0.14430690096039347,-1.3250619707966038,1.9046548966281898,28.0,True
2020-03-15,2020Q1,3,random_walk,0.6795635968053659,0.0333073123277785,-1.3250619707966038,2.0046255676019697,,True
2020-03-15,2020Q1,3,student_t,0.5581024369336073,-0.1824882619697021,-1.3250619707966038,1.8831644077302112,30.0,True
2020-04-15,2020Q1,4,arma22,0.7797500545718175,0.21130490607188843,-1.3250619707966038,2.104812025368421,,True
2020-04-15,2020Q1,4,gaussian,-0.06659254321879537,-1.2923608512408113,-1.3250619707966038,1.2584694275778086,28.0,True
2020-04-15,2020Q1,4,random_walk,0.6795635968053659,0.0333073123277785,-1.3250619707966038,2.0046255676019697,,True
2020-04-15,2020Q1,4,student_t,-0.051432492821528175,-1.2654265474245863,-1.3250619707966038,1.2736294779750756,30.0,True
2020-04-15,2020Q2,1,arma22,0.6813698177183897,0.03651635857470722,-8.204320604026982,8.885690421745371,,True
2020-04-15,2020Q2,1,gaussian,-1.3196889844800914,-3.518691198140331,-8.204320604026982,6.884631619546891,28.0,True
2020-04-15,2020Q2,1,random_walk,0.6795635968053659,0.0333073123277785,-8.204320604026982,8.883884200832348,,True
2020-04-15,2020Q2,1,student_t,-0.8749469233068601,-2.7285343397137076,-8.204320604026982,7.329373680720122,30.0,True
2020-05-15,2020Q2,2,arma22,0.03221878234621889,-1.0500131022874517,-8.204320604026982,8.2365393863732,,True
2020-05-15,2020Q2,2,gaussian,-7.92528189505024,-14.646916350603265,-8.204320604026982,0.2790387089767421,29.0,True
2020-05-15,2020Q2,2,random_walk,-1.3250619707966038,-3.3691853938721303,-8.204320604026982,6.8792586332303785,,True
2020-05-15,2020Q2,2,student_t,-4.7268701541194496,-9.18182162390801,-8.204320604026982,3.4774504499075327,31.0,True
2020-06-15,2020Q2,3,arma22,0.03221878234621889,-1.0500131022874517,-8.204320604026982,8.2365393863732,,True
2020-06-15,2020Q2,3,gaussian,-5.290228128777208,-10.144425861862644,-8.204320604026982,2.914092475249774,29.0,True
2020-06-15,2020Q2,3,random_walk,-1.3250619707966038,-3.3691853938721303,-8.204320604026982,6.8792586332303785,,True
2020-06-15,2020Q2,3,student_t,-4.525565568350595,-8.83785445543308,-8.204320604026982,3.678755035676387,31.0,True
2020-07-15,2020Q2,4,arma22,0.03221878234621889,-1.0500131022874517,-8.204320604026982,8.2365393863732,,True
2020-07-15,2020Q2,4,gaussian,-4.6735662952421535,-9.09074184379876,-8.204320604026982,3.5307543087848288,29.0,True
