metodo,horizon_week,n_trimestri,RMSE,sett_al_rilascio,pieno
ar2,-13,2,1.848898255731422,30.142857142857142,False
ar2,-12,51,5.328610482054111,29.51260504201681,True
ar2,-11,51,5.328610482054111,28.51260504201681,True
ar2,-10,51,5.328610482054111,27.51260504201681,True
ar2,-9,51,5.328499599587216,26.51260504201681,True
ar2,-8,51,5.141014411787976,25.51260504201681,True
ar2,-7,51,5.141014411787976,24.51260504201681,True
ar2,-6,51,5.141014411787976,23.51260504201681,True
ar2,-5,51,5.141014411787976,22.51260504201681,True
ar2,-4,51,5.141014411787976,21.51260504201681,True
ar2,-3,51,5.141014411787976,20.51260504201681,True
ar2,-2,51,5.141014411787976,19.51260504201681,True
ar2,-1,51,5.141014411787976,18.51260504201681,True
ar2,0,51,5.141014411787976,17.51260504201681,True
ar2,1,51,5.141014411787976,16.51260504201681,True
ar2,2,51,5.141014411787976,15.512605042016807,True
ar2,3,51,5.141014411787976,14.512605042016807,True
ar2,4,51,5.1468863922309716,13.512605042016807,True
ar2,5,51,4.77393014202435,12.512605042016807,True
ar2,6,51,4.77393014202435,11.512605042016807,True
ar2,7,51,4.77393014202435,10.512605042016807,True
ar2,8,51,4.77393014202435,9.512605042016807,True
ar2,9,51,4.77393014202435,8.512605042016807,True
ar2,10,51,4.77393014202435,7.512605042016807,True
ar2,11,51,4.77393014202435,6.512605042016807,True
ar2,12,51,4.77393014202435,5.512605042016807,True
ar2,13,51,4.77393014202435,4.512605042016807,True
ar2,14,51,4.77393014202435,3.512605042016807,True
ar2,15,51,4.77393014202435,2.512605042016807,True
ar2,16,51,4.77393014202435,1.5126050420168067,True
ar2,17,51,4.77393014202435,0.5126050420168068,True
bvar/bbvar,-13,2,2.373987197452146,30.142857142857142,False
bvar/bbvar,-12,51,5.29858491768659,29.51260504201681,True
bvar/bbvar,-11,51,5.292288992744197,28.51260504201681,True
bvar/bbvar,-10,51,5.3007964632525555,27.51260504201681,True
bvar/bbvar,-9,51,5.294809846169407,26.51260504201681,True
bvar/bbvar,-8,51,5.260537308278743,25.51260504201681,True
bvar/bbvar,-7,51,5.432152189338699,24.51260504201681,True
bvar/bbvar,-6,51,5.447987162787573,23.51260504201681,True
bvar/bbvar,-5,51,5.464051077603635,22.51260504201681,True
bvar/bbvar,-4,51,5.4576500538815464,21.51260504201681,True
bvar/bbvar,-3,51,5.400726805729895,20.51260504201681,True
bvar/bbvar,-2,51,5.455495444255399,19.51260504201681,True
bvar/bbvar,-1,51,5.367187715720693,18.51260504201681,True
bvar/bbvar,0,51,5.3131173047523195,17.51260504201681,True
bvar/bbvar,1,51,5.237690426790602,16.51260504201681,True
bvar/bbvar,2,51,4.9483206239433075,15.512605042016807,True
bvar/bbvar,3,51,4.683325034494017,14.512605042016807,True
bvar/bbvar,4,51,4.367910918470224,13.512605042016807,True
bvar/bbvar,5,51,4.361199979612296,12.512605042016807,True
bvar/bbvar,6,51,2.352176061709055,11.512605042016807,True
bvar/bbvar,7,51,2.429794047215286,10.512605042016807,True
bvar/bbvar,8,51,2.721787953569876,9.512605042016807,True
bvar/bbvar,9,51,2.8129443403965952,8.512605042016807,True
bvar/bbvar,10,51,2.5266185142584066,7.512605042016807,True
bvar/bbvar,11,51,2.464482161706415,6.512605042016807,True
bvar/bbvar,12,51,2.489853268248784,5.512605042016807,True
bvar/bbvar,13,51,2.511693086330963,4.512605042016807,True
bvar/bbvar,14,51,2.5321976247852045,3.512605042016807,True
bvar/bbvar,15,51,2.3664472717490748,2.512605042016807,True
bvar/bbvar,16,51,2.0577944332395495,1.5126050420168067,True
bvar/bbvar,17,51,2.012573961033732,0.5126050420168068,True
bvar/cbvar,-13,2,2.5656936659135074,30.142857142857142,False
bvar/cbvar,-12,51,5.352140688702742,29.51260504201681,True
bvar/cbvar,-11,51,5.2947414293359705,28.51260504201681,True
bvar/cbvar,-10,51,5.284407300634301,27.51260504201681,True
bvar/cbvar,-9,51,5.277730458194623,26.51260504201681,True
bvar/cbvar,-8,51,5.140026399589634,25.51260504201681,True
bvar/cbvar,-7,51,5.168077676298546,24.51260504201681,True
bvar/cbvar,-6,51,5.208045750887304,23.51260504201681,True
bvar/cbvar,-5,51,5.253475277926868,22.51260504201681,True
bvar/cbvar,-4,51,5.245555498944943,21.51260504201681,True
bvar/cbvar,-3,51,5.210243548233405,20.51260504201681,True
bvar/cbvar,-2,51,5.225558148783659,19.51260504201681,True
bvar/cbvar,-1,51,5.187122082830034,18.51260504201681,True
bvar/cbvar,0,51,5.222941827430461,17.51260504201681,True
