metodo,horizon_week,n_trimestri,RMSE,sett_al_rilascio,pieno
ar2,-13,3,1.5120418716531763,30.142857142857142,False
ar2,-12,66,6.481341535942374,29.515151515151512,True
ar2,-11,66,6.481341535942374,28.515151515151512,True
ar2,-10,66,6.481341535942374,27.515151515151512,True
ar2,-9,66,6.481265346797026,26.515151515151512,True
ar2,-8,66,6.695386732472975,25.515151515151512,True
ar2,-7,66,6.695386732472975,24.515151515151512,True
ar2,-6,66,6.695386732472975,23.515151515151512,True
ar2,-5,66,6.695386732472975,22.515151515151512,True
ar2,-4,66,6.695386732472975,21.515151515151512,True
ar2,-3,66,6.695386732472975,20.515151515151512,True
ar2,-2,66,6.695386732472975,19.515151515151512,True
ar2,-1,66,6.695386732472975,18.515151515151512,True
ar2,0,66,6.695386732472975,17.515151515151516,True
ar2,1,66,6.695386732472975,16.515151515151516,True
ar2,2,66,6.695386732472975,15.515151515151516,True
ar2,3,66,6.695386732472975,14.515151515151516,True
ar2,4,66,6.698842996292839,13.515151515151516,True
ar2,5,66,8.146890678612836,12.515151515151516,True
ar2,6,66,8.146890678612836,11.515151515151516,True
ar2,7,66,8.146890678612836,10.515151515151516,True
ar2,8,66,8.146890678612836,9.515151515151516,True
ar2,9,66,8.146890678612836,8.515151515151516,True
ar2,10,66,8.146890678612836,7.515151515151516,True
ar2,11,66,8.146890678612836,6.515151515151516,True
ar2,12,66,8.146890678612836,5.515151515151516,True
ar2,13,66,8.146890678612836,4.515151515151515,True
ar2,14,66,8.146890678612836,3.515151515151515,True
ar2,15,66,8.146890678612836,2.515151515151515,True
ar2,16,66,8.146890678612836,1.5151515151515151,True
ar2,17,66,8.146890678612836,0.5151515151515151,True
bvar/bbvar,-13,3,2.9613065958767804,30.142857142857142,False
bvar/bbvar,-12,66,6.212200876822963,29.515151515151512,True
bvar/bbvar,-11,66,6.286651135400789,28.515151515151512,True
bvar/bbvar,-10,66,6.378744456717641,27.515151515151512,True
bvar/bbvar,-9,66,6.46043411398365,26.515151515151512,True
bvar/bbvar,-8,66,6.4022091540351385,25.515151515151512,True
bvar/bbvar,-7,66,7.339126109305101,24.515151515151512,True
bvar/bbvar,-6,66,7.3030579267842,23.515151515151512,True
bvar/bbvar,-5,66,7.105890149456934,22.515151515151512,True
bvar/bbvar,-4,66,7.025245031100619,21.515151515151512,True
bvar/bbvar,-3,66,7.156869394664276,20.515151515151512,True
bvar/bbvar,-2,66,7.037389916394888,19.515151515151512,True
bvar/bbvar,-1,66,6.848152356862796,18.515151515151512,True
bvar/bbvar,0,66,6.803364683193689,17.515151515151516,True
bvar/bbvar,1,66,6.557257309918103,16.515151515151516,True
bvar/bbvar,2,66,6.313833617411158,15.515151515151516,True
bvar/bbvar,3,66,6.440689326486532,14.515151515151516,True
bvar/bbvar,4,66,5.948127482821937,13.515151515151516,True
bvar/bbvar,5,66,6.099169265553217,12.515151515151516,True
bvar/bbvar,6,66,2.64009132880675,11.515151515151516,True
bvar/bbvar,7,66,2.7124948631950234,10.515151515151516,True
bvar/bbvar,8,66,3.283862637205779,9.515151515151516,True
bvar/bbvar,9,66,3.355535559645657,8.515151515151516,True
bvar/bbvar,10,66,3.5538802256656563,7.515151515151516,True
bvar/bbvar,11,66,3.1530071007633085,6.515151515151516,True
bvar/bbvar,12,66,3.250715050904774,5.515151515151516,True
bvar/bbvar,13,66,3.326068003802461,4.515151515151515,True
bvar/bbvar,14,66,3.2336663443136735,3.515151515151515,True
bvar/bbvar,15,66,3.1205226536027304,2.515151515151515,True
bvar/bbvar,16,66,2.4359534848745112,1.5151515151515151,True
bvar/bbvar,17,66,2.3382277556538407,0.5151515151515151,True
bvar/cbvar,-13,3,3.48808996382742,30.142857142857142,False
bvar/cbvar,-12,66,6.334791757670218,29.515151515151512,True
bvar/cbvar,-11,66,6.327294116639619,28.515151515151512,True
bvar/cbvar,-10,66,6.382648127540358,27.515151515151512,True
bvar/cbvar,-9,66,6.379154582577243,26.515151515151512,True
bvar/cbvar,-8,66,6.278531910082403,25.515151515151512,True
