metodo,horizon_week,n_trimestri,RMSE,sett_al_rilascio,pieno
ar2,-13,3,1.5120418716531763,30.142857142857142,False
ar2,-12,63,4.868546268532645,29.503401360544217,True
ar2,-11,63,4.868546268532645,28.503401360544217,True
ar2,-10,63,4.868546268532645,27.503401360544217,True
ar2,-9,63,4.868440009885973,26.503401360544217,True
ar2,-8,63,4.702305799355795,25.503401360544217,True
ar2,-7,63,4.702305799355795,24.503401360544217,True
ar2,-6,63,4.702305799355795,23.503401360544217,True
ar2,-5,63,4.702305799355795,22.503401360544217,True
ar2,-4,63,4.702305799355795,21.503401360544217,True
ar2,-3,63,4.702305799355795,20.503401360544217,True
ar2,-2,63,4.702305799355795,19.503401360544217,True
ar2,-1,63,4.702305799355795,18.503401360544217,True
ar2,0,63,4.702305799355795,17.503401360544217,True
ar2,1,63,4.702305799355795,16.503401360544217,True
ar2,2,63,4.702305799355795,15.503401360544217,True
ar2,3,63,4.702305799355795,14.503401360544217,True
ar2,4,63,4.707459856233763,13.503401360544217,True
ar2,5,63,4.379581079831459,12.503401360544217,True
ar2,6,63,4.379581079831459,11.503401360544217,True
ar2,7,63,4.379581079831459,10.503401360544217,True
ar2,8,63,4.379581079831459,9.503401360544217,True
ar2,9,63,4.379581079831459,8.503401360544219,True
ar2,10,63,4.379581079831459,7.503401360544218,True
ar2,11,63,4.379581079831459,6.503401360544218,True
ar2,12,63,4.379581079831459,5.503401360544218,True
ar2,13,63,4.379581079831459,4.503401360544218,True
ar2,14,63,4.379581079831459,3.503401360544218,True
ar2,15,63,4.379581079831459,2.503401360544218,True
ar2,16,63,4.379581079831459,1.5034013605442176,True
ar2,17,63,4.379581079831459,0.5034013605442177,True
bvar/bbvar,-13,3,2.8777203801719775,30.142857142857142,False
bvar/bbvar,-12,63,4.889680969334924,29.503401360544217,True
bvar/bbvar,-11,63,4.882158670019833,28.503401360544217,True
bvar/bbvar,-10,63,4.896622876108272,27.503401360544217,True
bvar/bbvar,-9,63,4.9472877839558675,26.503401360544217,True
bvar/bbvar,-8,63,4.8936874519052935,25.503401360544217,True
bvar/bbvar,-7,63,5.084736290293807,24.503401360544217,True
bvar/bbvar,-6,63,5.114349476366693,23.503401360544217,True
bvar/bbvar,-5,63,5.178833317832734,22.503401360544217,True
bvar/bbvar,-4,63,5.1871176236056415,21.503401360544217,True
bvar/bbvar,-3,63,5.165978573661601,20.503401360544217,True
bvar/bbvar,-2,63,5.214289398650391,19.503401360544217,True
bvar/bbvar,-1,63,5.163101345019755,18.503401360544217,True
bvar/bbvar,0,63,5.080550209766738,17.503401360544217,True
bvar/bbvar,1,63,4.995752958651573,16.503401360544217,True
bvar/bbvar,2,63,4.703769164520596,15.503401360544217,True
bvar/bbvar,3,63,4.52376867746627,14.503401360544217,True
bvar/bbvar,4,63,4.32004043961061,13.503401360544217,True
bvar/bbvar,5,63,4.354150082217498,12.503401360544217,True
bvar/bbvar,6,63,2.454532863123856,11.503401360544217,True
bvar/bbvar,7,63,2.4883790810882735,10.503401360544217,True
bvar/bbvar,8,63,2.7327281400808707,9.503401360544217,True
bvar/bbvar,9,63,2.8092685711629413,8.503401360544219,True
bvar/bbvar,10,63,2.573295067401198,7.503401360544218,True
bvar/bbvar,11,63,2.4728903248692973,6.503401360544218,True
bvar/bbvar,12,63,2.472983643313087,5.503401360544218,True
bvar/bbvar,13,63,2.4934935709599064,4.503401360544218,True
bvar/bbvar,14,63,2.5232618315076865,3.503401360544218,True
bvar/bbvar,15,63,2.313231566263657,2.503401360544218,True
bvar/bbvar,16,63,2.0509997425624973,1.5034013605442176,True
bvar/bbvar,17,63,1.9752215365615635,0.5034013605442177,True
bvar/cbvar,-13,3,3.306383778845036,30.142857142857142,False
bvar/cbvar,-12,63,5.001357456862478,29.503401360544217,True
bvar/cbvar,-11,63,4.949058937380013,28.503401360544217,True
bvar/cbvar,-10,63,4.964437945122028,27.503401360544217,True
bvar/cbvar,-9,63,4.957507000424566,26.503401360544217,True
bvar/cbvar,-8,63,4.8287647135235625,25.503401360544217,True
bvar/cbvar,-7,63,4.8550496033837245,24.503401360544217,True
bvar/cbvar,-6,63,4.940153968404759,23.503401360544217,True
bvar/cbvar,-5,63,4.987857924035186,22.503401360544217,True
bvar/cbvar,-4,63,4.987549388146118,21.503401360544217,True
bvar/cbvar,-3,63,4.949305152006663,20.503401360544217,True
bvar/cbvar,-2,63,4.984299612401148,19.503401360544217,True
bvar/cbvar,-1,63,4.950524828832582,18.503401360544217,True
bvar/cbvar,0,63,5.016302929007968,17.503401360544217,True
bvar/cbvar,1,63,4.9762885197349815,16.503401360544217,True
bvar/cbvar,2,63,5.024855391627525,15.503401360544217,True
bvar/cbvar,3,63,4.898391597147238,14.503401360544217,True
bvar/cbvar,4,63,4.723519305903859,13.503401360544217,True
bvar/cbvar,5,63,4.7082159919268,12.503401360544217,True
bvar/cbvar,6,63,3.2391465644838338,11.503401360544217,True
bvar/cbvar,7,63,3.197832110823703,10.503401360544217,True
bvar/cbvar,8,63,3.2809963197708236,9.503401360544217,True
bvar/cbvar,9,63,3.2698600921106875,8.503401360544219,True
bvar/cbvar,10,63,3.0165444694621706,7.503401360544218,True
bvar/cbvar,11,63,2.590134443636612,6.503401360544218,True
bvar/cbvar,12,63,2.6800766919447256,5.503401360544218,True
bvar/cbvar,13,63,2.6619287238469034,4.503401360544218,True
bvar/cbvar,14,63,2.772718659045637,3.503401360544218,True
bvar/cbvar,15,63,2.1044031982449076,2.503401360544218,True
bvar/cbvar,16,63,2.299934474587545,1.5034013605442176,True
bvar/cbvar,17,63,2.341481633573651,0.5034013605442177,True
bvar/lbvar,-13,3,3.506140995943984,30.142857142857142,False
bvar/lbvar,-12,63,5.2084601043645256,29.503401360544217,True
bvar/lbvar,-11,63,5.225225686101073,28.503401360544217,True
bvar/lbvar,-10,63,5.412519622237622,27.503401360544217,True
bvar/lbvar,-9,63,5.456769071949227,26.503401360544217,True
