metodo,n,RMSE,MAE,Bias,corr,MDA,n_dir,SignAcc,RMSE_rel_ar2,RMSE_rel_mean
bbvar/-,2247,5.066986570426317,2.503956346961144,-0.008515215674404655,0.2589312824787638,0.698434004474273,2235,0.8148642634623943,0.9500393711789556,0.9705220624609279
cbvar/authors,2247,5.280554875131615,2.6855177529062404,-0.5042326159875773,0.17857138857707924,0.6827740492170022,2235,0.7783711615487316,0.9900825595880589,1.0114285753711112
lbvar/-,2247,5.153655681474117,2.7603523244331574,-0.7446145877458306,0.32388713764044874,0.6890380313199105,2235,0.757454383622608,0.9662894769599867,0.9871225178275758
qbvar/-,2247,5.524611102772252,2.876057347419447,-0.28200514171556196,0.048527551119061596,0.6456375838926175,2235,0.7627948375611927,1.0358421095330494,1.0581746936238574
ar2,2247,5.333449038157668,2.494911835378186,0.3958850181683866,0.018942523579248097,0.723489932885906,2235,0.8344459279038718,1.0,1.0215598341535617
mean,2247,5.220887568055989,2.4004579678107927,0.7843766179669531,-0.1834605581572698,0.7480984340044743,2235,0.8397863818424566,0.9788951822176666,1.0
