metodo,horizon_week,n_trimestri,RMSE,sett_al_rilascio,pieno
ar2,-12,6,1.6956075101990762,29.452380952380953,True
ar2,-11,6,1.6956075101990762,28.452380952380953,True
ar2,-10,6,1.6956075101990762,27.452380952380953,True
ar2,-9,6,1.6956075101990762,26.452380952380953,True
ar2,-8,6,1.7082021538369894,25.452380952380953,True
ar2,-7,6,1.7082021538369894,24.452380952380953,True
ar2,-6,6,1.7082021538369894,23.452380952380953,True
ar2,-5,6,1.7082021538369894,22.452380952380953,True
ar2,-4,6,1.7082021538369894,21.452380952380953,True
ar2,-3,6,1.7082021538369894,20.452380952380953,True
ar2,-2,6,1.7082021538369894,19.452380952380953,True
ar2,-1,6,1.7082021538369894,18.452380952380953,True
ar2,0,6,1.7082021538369894,17.452380952380953,True
ar2,1,6,1.7082021538369894,16.452380952380953,True
ar2,2,6,1.7082021538369894,15.452380952380953,True
ar2,3,6,1.7082021538369894,14.452380952380953,True
ar2,4,6,1.7082021538369894,13.452380952380953,True
ar2,5,6,1.6945399874609879,12.452380952380953,True
ar2,6,6,1.6945399874609879,11.452380952380953,True
ar2,7,6,1.6945399874609879,10.452380952380953,True
ar2,8,6,1.6945399874609879,9.452380952380953,True
ar2,9,6,1.6945399874609879,8.452380952380953,True
ar2,10,6,1.6945399874609879,7.452380952380952,True
ar2,11,6,1.6945399874609879,6.452380952380952,True
ar2,12,6,1.6945399874609879,5.452380952380952,True
ar2,13,6,1.6945399874609879,4.4523809523809526,True
ar2,14,6,1.6945399874609879,3.4523809523809526,True
ar2,15,6,1.6945399874609879,2.4523809523809526,True
ar2,16,6,1.6945399874609879,1.4523809523809523,True
ar2,17,6,1.6945399874609879,0.4523809523809524,True
bvar/bbvar,-12,6,1.9153800818192146,29.452380952380953,True
bvar/bbvar,-11,6,1.9776302236828656,28.452380952380953,True
bvar/bbvar,-10,6,2.2608332366788333,27.452380952380953,True
bvar/bbvar,-9,6,2.446816790309805,26.452380952380953,True
bvar/bbvar,-8,6,2.597521080533787,25.452380952380953,True
bvar/bbvar,-7,6,2.3059194525963016,24.452380952380953,True
bvar/bbvar,-6,6,2.326706384706539,23.452380952380953,True
bvar/bbvar,-5,6,2.322865966250801,22.452380952380953,True
bvar/bbvar,-4,6,2.218749611260112,21.452380952380953,True
bvar/bbvar,-3,6,2.211996945363072,20.452380952380953,True
bvar/bbvar,-2,6,2.222797787760818,19.452380952380953,True
bvar/bbvar,-1,6,2.0928215657647553,18.452380952380953,True
bvar/bbvar,0,6,2.168717089285237,17.452380952380953,True
bvar/bbvar,1,6,1.9865551967011836,16.452380952380953,True
bvar/bbvar,2,6,2.3376899868498153,15.452380952380953,True
bvar/bbvar,3,6,2.0933569196830497,14.452380952380953,True
bvar/bbvar,4,6,3.3080200708437757,13.452380952380953,True
bvar/bbvar,5,6,3.854037220333103,12.452380952380953,True
bvar/bbvar,6,6,2.5226190671458615,11.452380952380953,True
bvar/bbvar,7,6,2.2720550433261226,10.452380952380953,True
bvar/bbvar,8,6,2.0117336401784143,9.452380952380953,True
bvar/bbvar,9,6,1.8342631936318778,8.452380952380953,True
bvar/bbvar,10,6,1.793018410205248,7.452380952380952,True
bvar/bbvar,11,6,1.6979250182556636,6.452380952380952,True
bvar/bbvar,12,6,1.746242966405867,5.452380952380952,True
bvar/bbvar,13,6,1.6820167374620991,4.4523809523809526,True
bvar/bbvar,14,6,1.694355612022312,3.4523809523809526,True
bvar/bbvar,15,6,1.572811606982745,2.4523809523809526,True
bvar/bbvar,16,6,1.5596049163395356,1.4523809523809523,True
bvar/bbvar,17,6,1.5874565651226016,0.4523809523809524,True
bvar/cbvar,-12,6,1.945915249350058,29.452380952380953,True
bvar/cbvar,-11,6,1.8848269660959234,28.452380952380953,True
bvar/cbvar,-10,6,1.9073682349517713,27.452380952380953,True
bvar/cbvar,-9,6,1.9463666798552477,26.452380952380953,True
bvar/cbvar,-8,6,1.8046644582646396,25.452380952380953,True
bvar/cbvar,-7,6,1.8840546094048218,24.452380952380953,True
bvar/cbvar,-6,6,2.320110613427354,23.452380952380953,True
bvar/cbvar,-5,6,2.267352877492839,22.452380952380953,True
bvar/cbvar,-4,6,2.1549996155175553,21.452380952380953,True
bvar/cbvar,-3,6,2.254052221339966,20.452380952380953,True
bvar/cbvar,-2,6,2.3575072466348828,19.452380952380953,True
bvar/cbvar,-1,6,2.331331978916439,18.452380952380953,True
bvar/cbvar,0,6,2.188715534367919,17.452380952380953,True
bvar/cbvar,1,6,2.3288223440616527,16.452380952380953,True
bvar/cbvar,2,6,2.3990461163087455,15.452380952380953,True
bvar/cbvar,3,6,2.1497975694707865,14.452380952380953,True
bvar/cbvar,4,6,2.3959366424592314,13.452380952380953,True
bvar/cbvar,5,6,3.0548823802562515,12.452380952380953,True
bvar/cbvar,6,6,2.6085083665353967,11.452380952380953,True
bvar/cbvar,7,6,1.9320633823313489,10.452380952380953,True
bvar/cbvar,8,6,2.091839931236498,9.452380952380953,True
bvar/cbvar,9,6,2.017935338517148,8.452380952380953,True
bvar/cbvar,10,6,1.874374240941157,7.452380952380952,True
bvar/cbvar,11,6,1.6927310915531775,6.452380952380952,True
bvar/cbvar,12,6,2.055914699767032,5.452380952380952,True
bvar/cbvar,13,6,1.922467142009336,4.4523809523809526,True
bvar/cbvar,14,6,1.7334686538256532,3.4523809523809526,True
bvar/cbvar,15,6,1.4261491826034156,2.4523809523809526,True
bvar/cbvar,16,6,1.3335018975874533,1.4523809523809523,True
bvar/cbvar,17,6,1.302436051147187,0.4523809523809524,True
bvar/lbvar,-12,6,1.9594296168798815,29.452380952380953,True
bvar/lbvar,-11,6,2.1251373143784735,28.452380952380953,True
bvar/lbvar,-10,6,2.2619782820894607,27.452380952380953,True
bvar/lbvar,-9,6,1.9905666998686171,26.452380952380953,True
bvar/lbvar,-8,6,2.0589182718492887,25.452380952380953,True
bvar/lbvar,-7,6,2.242020588421007,24.452380952380953,True
bvar/lbvar,-6,6,1.9689650484896404,23.452380952380953,True
bvar/lbvar,-5,6,2.042870574110322,22.452380952380953,True
bvar/lbvar,-4,6,1.8698956563441644,21.452380952380953,True
bvar/lbvar,-3,6,1.8344978164624532,20.452380952380953,True
bvar/lbvar,-2,6,1.8858904961929537,19.452380952380953,True
bvar/lbvar,-1,6,1.609073113066603,18.452380952380953,True
bvar/lbvar,0,6,1.9166132509606322,17.452380952380953,True
bvar/lbvar,1,6,2.0610051390563875,16.452380952380953,True
bvar/lbvar,2,6,2.20127505106939,15.452380952380953,True
bvar/lbvar,3,6,2.004837519593785,14.452380952380953,True
bvar/lbvar,4,6,2.5332776598639173,13.452380952380953,True
bvar/lbvar,5,6,2.9306252672462536,12.452380952380953,True
bvar/lbvar,6,6,2.768939181641387,11.452380952380953,True
bvar/lbvar,7,6,2.1730689526739724,10.452380952380953,True
bvar/lbvar,8,6,1.8319844341095692,9.452380952380953,True
bvar/lbvar,9,6,1.7253796440372293,8.452380952380953,True
bvar/lbvar,10,6,1.6562582661983862,7.452380952380952,True
bvar/lbvar,11,6,1.5695575254540128,6.452380952380952,True
bvar/lbvar,12,6,1.4513989580323043,5.452380952380952,True
bvar/lbvar,13,6,1.4424454223274878,4.4523809523809526,True
bvar/lbvar,14,6,1.5891498355614426,3.4523809523809526,True
bvar/lbvar,15,6,1.5167545021018722,2.4523809523809526,True
bvar/lbvar,16,6,1.574684149802699,1.4523809523809523,True
bvar/lbvar,17,6,1.7069337653033565,0.4523809523809524,True
bvar/qbvar,-12,6,1.8331806965874973,29.452380952380953,True
bvar/qbvar,-11,6,1.8697050942562758,28.452380952380953,True
bvar/qbvar,-10,6,1.9346129851183116,27.452380952380953,True
bvar/qbvar,-9,6,1.7296575938140726,26.452380952380953,True
bvar/qbvar,-8,6,1.7583960244286934,25.452380952380953,True
bvar/qbvar,-7,6,1.6916032442056235,24.452380952380953,True
bvar/qbvar,-6,6,1.9530690785756948,23.452380952380953,True
bvar/qbvar,-5,6,1.979851873972206,22.452380952380953,True
bvar/qbvar,-4,6,1.9441807868089187,21.452380952380953,True
bvar/qbvar,-3,6,2.0126092505285786,20.452380952380953,True
bvar/qbvar,-2,6,2.0691827700135295,19.452380952380953,True
bvar/qbvar,-1,6,2.165897632486634,18.452380952380953,True
bvar/qbvar,0,6,2.1895262326135563,17.452380952380953,True
bvar/qbvar,1,6,2.7652240912029753,16.452380952380953,True
