window,modello,trimestre,n_metodi,completo,allineato,spread_gg,tenuto,motivo
completo,tutti,2022Q2,6,False,False,0,False,metodi mancanti
completo,tutti,2022Q3,6,False,False,0,False,metodi mancanti
completo,tutti,2022Q4,6,False,False,0,False,metodi mancanti
completo,tutti,2023Q1,7,True,True,0,True,
completo,tutti,2023Q2,7,True,True,0,True,
completo,tutti,2023Q3,7,True,True,0,True,
completo,tutti,2023Q4,7,True,True,0,True,
completo,tutti,2024Q1,7,True,True,0,True,
completo,tutti,2024Q2,7,True,True,0,True,
completo,tutti,2024Q3,7,True,True,0,True,
completo,tutti,2024Q4,7,True,True,0,True,
completo,tutti,2025Q1,7,True,True,0,True,
completo,tutti,2025Q2,7,True,True,0,True,
completo,tutti,2025Q3,7,True,True,0,True,
completo,tutti,2025Q4,7,True,False,28,False,stime finali fuori dalla settimana di rilascio
completo,tutti,2026Q1,7,True,False,119,False,stime finali fuori dalla settimana di rilascio
completo,qbvar,2006Q4,4,True,True,0,True,
completo,qbvar,2007Q1,4,True,True,0,True,
completo,qbvar,2007Q2,4,True,True,0,True,
completo,qbvar,2007Q3,4,True,True,0,True,
completo,qbvar,2007Q4,4,True,True,0,True,
completo,qbvar,2008Q1,4,True,True,0,True,
completo,qbvar,2008Q2,4,True,True,0,True,
completo,qbvar,2008Q3,4,True,True,0,True,
completo,qbvar,2008Q4,4,True,True,0,True,
completo,qbvar,2009Q1,4,True,True,0,True,
completo,qbvar,2009Q2,4,True,True,0,True,
completo,qbvar,2009Q3,4,True,True,0,True,
completo,qbvar,2009Q4,4,True,True,0,True,
completo,qbvar,2010Q1,4,True,True,0,True,
completo,qbvar,2010Q2,4,True,True,0,True,
completo,qbvar,2010Q3,4,True,True,0,True,
completo,qbvar,2010Q4,4,True,True,0,True,
completo,qbvar,2011Q1,4,True,True,0,True,
completo,qbvar,2011Q2,4,True,True,0,True,
completo,qbvar,2011Q3,4,True,True,0,True,
completo,qbvar,2011Q4,4,True,True,0,True,
completo,qbvar,2012Q1,4,True,True,0,True,
completo,qbvar,2012Q2,4,True,True,0,True,
completo,qbvar,2012Q3,4,True,True,0,True,
completo,qbvar,2012Q4,4,True,True,0,True,
completo,qbvar,2013Q1,4,True,True,0,True,
completo,qbvar,2013Q2,4,True,True,0,True,
completo,qbvar,2013Q3,4,True,True,0,True,
completo,qbvar,2013Q4,4,True,True,0,True,
completo,qbvar,2014Q1,4,True,True,0,True,
completo,qbvar,2014Q2,4,True,True,0,True,
completo,qbvar,2014Q3,4,True,True,0,True,
completo,qbvar,2014Q4,4,True,True,0,True,
completo,qbvar,2015Q1,4,True,True,0,True,
completo,qbvar,2015Q2,4,True,True,0,True,
completo,qbvar,2015Q3,4,True,True,0,True,
completo,qbvar,2015Q4,4,True,True,0,True,
completo,qbvar,2016Q1,4,True,True,0,True,
completo,qbvar,2016Q2,4,True,True,0,True,
completo,qbvar,2016Q3,4,True,True,0,True,
completo,qbvar,2016Q4,4,True,True,0,True,
completo,qbvar,2017Q1,4,True,True,0,True,
completo,qbvar,2017Q2,4,True,True,0,True,
completo,qbvar,2017Q3,4,True,True,0,True,
completo,qbvar,2017Q4,4,True,True,0,True,
completo,qbvar,2018Q1,4,True,True,0,True,
completo,qbvar,2018Q2,4,True,True,0,True,
completo,qbvar,2018Q3,4,True,True,0,True,
completo,qbvar,2018Q4,4,True,True,0,True,
completo,qbvar,2019Q1,4,True,True,0,True,
completo,qbvar,2019Q2,4,True,True,0,True,
completo,qbvar,2019Q3,4,True,True,0,True,
completo,qbvar,2019Q4,4,True,True,0,True,
completo,qbvar,2020Q1,4,True,True,0,True,
completo,qbvar,2020Q2,4,True,True,0,True,
completo,qbvar,2020Q3,4,True,True,0,True,
completo,qbvar,2020Q4,4,True,True,0,True,
completo,qbvar,2021Q1,4,True,True,0,True,
completo,qbvar,2021Q2,4,True,True,0,True,
completo,qbvar,2021Q3,4,True,False,56,False,stime finali fuori dalla settimana di rilascio
completo,qbvar,2021Q4,3,False,False,0,False,metodi mancanti
completo,qbvar,2022Q1,3,False,False,0,False,metodi mancanti
completo,qbvar,2022Q2,3,False,False,0,False,metodi mancanti
completo,qbvar,2022Q3,3,False,False,0,False,metodi mancanti
completo,qbvar,2022Q4,3,False,False,0,False,metodi mancanti
completo,qbvar,2023Q1,4,True,True,0,True,
completo,qbvar,2023Q2,4,True,True,0,True,
completo,qbvar,2023Q3,4,True,True,0,True,
completo,qbvar,2023Q4,4,True,True,0,True,
completo,qbvar,2024Q1,4,True,True,0,True,
completo,qbvar,2024Q2,4,True,True,0,True,
completo,qbvar,2024Q3,4,True,True,0,True,
completo,qbvar,2024Q4,4,True,True,0,True,
completo,qbvar,2025Q1,4,True,True,0,True,
completo,qbvar,2025Q2,4,True,True,0,True,
completo,qbvar,2025Q3,4,True,True,0,True,
completo,qbvar,2025Q4,4,True,False,28,False,stime finali fuori dalla settimana di rilascio
completo,qbvar,2026Q1,4,True,False,119,False,stime finali fuori dalla settimana di rilascio
completo,cbvar,2006Q4,4,True,True,0,True,
completo,cbvar,2007Q1,4,True,True,0,True,
completo,cbvar,2007Q2,4,True,True,0,True,
completo,cbvar,2007Q3,4,True,True,0,True,
completo,cbvar,2007Q4,4,True,True,0,True,
completo,cbvar,2008Q1,4,True,True,0,True,
completo,cbvar,2008Q2,4,True,True,0,True,
completo,cbvar,2008Q3,4,True,True,0,True,
completo,cbvar,2008Q4,4,True,True,0,True,
completo,cbvar,2009Q1,4,True,True,0,True,
completo,cbvar,2009Q2,4,True,True,0,True,
completo,cbvar,2009Q3,4,True,True,0,True,
completo,cbvar,2009Q4,4,True,True,0,True,
completo,cbvar,2010Q1,4,True,True,0,True,
completo,cbvar,2010Q2,4,True,True,0,True,
