window,modello,trimestre,realizzato,fed,err_fed,mio_migliore,err_migliore,mio_peggiore,err_peggiore
completo,cbvar,2013Q4,3.532828598657445,3.42,-0.11282859865744488,cbvar/authors,-0.15847987285864074,cbvar/authors,-0.15847987285864074
completo,cbvar,2014Q1,-1.3732548917761769,2.23,3.603254891776177,cbvar/authors,2.339717837376709,cbvar/authors,2.339717837376709
completo,cbvar,2014Q2,5.268365026582655,3.07,-2.1983650265826555,cbvar/authors,-0.8996240860996263,cbvar/authors,-0.8996240860996263
completo,cbvar,2014Q3,4.950916534930627,2.2,-2.750916534930627,cbvar/authors,-1.288211319183652,cbvar/authors,-1.288211319183652
completo,cbvar,2014Q4,2.0383303103057804,2.56,0.5216696896942197,cbvar/authors,1.1606627289412756,cbvar/authors,1.1606627289412756
completo,cbvar,2015Q1,3.650885031119766,0.64,-3.010885031119766,cbvar/authors,-1.7173004603437516,cbvar/authors,-1.7173004603437516
completo,cbvar,2015Q2,2.500735310964308,2.2,-0.3007353109643076,cbvar/authors,0.4556875292434541,cbvar/authors,0.4556875292434541
completo,cbvar,2015Q3,1.61061768429811,2.02,0.4093823157018901,cbvar/authors,0.375392244297579,cbvar/authors,0.375392244297579
completo,cbvar,2015Q4,0.7399609712167354,1.42,0.6800390287832645,cbvar/authors,0.9881679108177497,cbvar/authors,0.9881679108177497
completo,cbvar,2016Q1,2.3383061524439253,0.7,-1.6383061524439253,cbvar/authors,-0.39317328458036127,cbvar/authors,-0.39317328458036127
completo,cbvar,2016Q2,1.290696770237454,2.17,0.8793032297625458,cbvar/authors,0.7685820951116582,cbvar/authors,0.7685820951116582
completo,cbvar,2016Q3,2.8678981414693494,2.22,-0.6478981414693492,cbvar/authors,-0.024148240997601267,cbvar/authors,-0.024148240997601267
completo,cbvar,2016Q4,2.235699518586598,2.02,-0.21569951858659797,cbvar/authors,0.09825715526409207,cbvar/authors,0.09825715526409207
completo,cbvar,2017Q1,1.9618307902452337,2.65,0.6881692097547663,cbvar/authors,1.4411173666923793,cbvar/authors,1.4411173666923793
completo,cbvar,2017Q2,2.258367983115228,2.04,-0.2183679831152281,cbvar/authors,1.7333771418845512,cbvar/authors,1.7333771418845512
completo,cbvar,2017Q3,3.1915992394406345,1.6,-1.5915992394406344,cbvar/authors,0.4879567538937253,cbvar/authors,0.4879567538937253
