window,metodo,fase,n,n_com,RMSE,RMSE_com,RMSE_rel_ar2,MAE,Bias,corr,MDA,MDA_com,n_dir,SignAcc
2019-2021,qbvar/-,forecast,144,144,14.019982633733115,14.019982633733115,0.9814575551982875,8.705208324521035,-0.9928761042057831,-0.010087706864803701,0.6527777777777778,0.6527777777777778,144,0.6458333333333334
2019-2021,qbvar/-,nowcast M1,44,44,16.49558133474835,16.49558133474835,1.144721547436589,9.861584181080469,-2.7432584718742223,-0.4921033901701418,0.5454545454545454,0.5454545454545454,44,0.5454545454545454
2019-2021,qbvar/-,nowcast M2,55,55,12.119601313484084,12.119601313484084,1.1828479752066392,8.619244342978439,-0.4457314255631936,-0.27798553819658645,0.36363636363636365,0.36363636363636365,55,0.43636363636363634
2019-2021,qbvar/-,nowcast M3,44,44,11.736794555664664,11.736794555664664,1.1454868288561948,8.285512892599609,-1.208552051190033,-0.37102208973722967,0.36363636363636365,0.36363636363636365,44,0.4090909090909091
2019-2021,qbvar/-,backcast,45,45,6.382641694412053,6.382641694412053,0.6331859765629517,4.241746092934398,0.20682767168488558,0.7341845868547979,0.6222222222222222,0.6222222222222222,45,0.8
2019-2021,ar2,forecast,144,144,14.284858840279247,14.284858840279247,1.0,8.64116114362229,-0.20397811789911044,-0.15565736295843383,0.6944444444444444,0.6944444444444444,144,0.6944444444444444
2019-2021,ar2,nowcast M1,44,44,14.410125651681343,14.410125651681343,1.0,8.374263627690983,-0.2702122111607221,-0.17777381687893598,0.6363636363636364,0.6363636363636364,44,0.8181818181818182
2019-2021,ar2,nowcast M2,55,55,10.24611916959729,10.24611916959729,1.0,6.480347228654654,0.30171575189071664,-0.0023444440781001776,0.36363636363636365,0.36363636363636365,55,0.7272727272727273
2019-2021,ar2,nowcast M3,44,44,10.246119169597288,10.246119169597288,1.0,6.480347228654654,0.30171575189071637,-0.002344444078100151,0.36363636363636365,0.36363636363636365,44,0.7272727272727273
2019-2021,ar2,backcast,45,45,10.080200652986962,10.080200652986962,1.0,6.206362997216547,0.7707326491972449,-0.021531793157231197,0.4444444444444444,0.4444444444444444,45,0.7333333333333333
2019-2021,mean,forecast,144,144,13.788244570044279,13.788244570044279,0.965234919309482,8.11784738961104,-0.4592764395693734,-0.33379194181144956,0.8194444444444444,0.8194444444444444,144,0.7222222222222222
2019-2021,mean,nowcast M1,44,44,13.79895537940084,13.79895537940084,0.9575874432289082,7.86427875395527,-0.8372760415370976,-0.4330550488867496,0.8181818181818182,0.8181818181818182,44,0.8181818181818182
2019-2021,mean,nowcast M2,55,55,9.796791057923544,9.796791057923544,0.9561465073520704,5.105467252296757,1.908276244020344,-0.0954187481240745,0.5454545454545454,0.5454545454545454,55,0.8181818181818182
2019-2021,mean,nowcast M3,44,44,9.796791057923544,9.796791057923544,0.9561465073520705,5.1054672522967595,1.9082762440203438,-0.09541874812407451,0.5454545454545454,0.5454545454545454,44,0.8181818181818182
2019-2021,mean,backcast,45,45,9.640672082833659,9.640672082833659,0.9563968431498373,4.885306303809882,2.3470904957349115,-0.08956060056087302,0.5333333333333333,0.5333333333333333,45,0.8222222222222222
2024-2025,bbvar/-,forecast,104,104,1.971207973499678,1.971207973499678,1.1801082143986377,1.623592216853825,-0.7744154400271877,0.13818040303098114,0.7788461538461539,0.7788461538461539,104,0.8173076923076923
2024-2025,bbvar/-,nowcast M1,32,32,2.2914934761007006,2.2914934761007006,1.2859227844079189,1.796605437585892,-0.4764092620661858,-0.09772028517453388,0.6875,0.6875,32,0.84375
2024-2025,bbvar/-,nowcast M2,40,40,2.3368895236903953,2.3368895236903953,1.3562088545111555,1.783009031575911,-0.3433340294140641,-0.2674030845291044,0.725,0.725,40,0.85
2024-2025,bbvar/-,nowcast M3,32,32,1.737689234630999,1.737689234630999,1.0084642438182707,1.378331464543043,0.008547238716736974,0.18916190436610597,0.78125,0.78125,32,0.875
2024-2025,bbvar/-,backcast,32,32,1.6337282876297081,1.6337282876297081,1.0044637192308328,1.4399208493171805,-0.41892728978087707,0.2672236163931266,0.84375,0.84375,32,0.875
2024-2025,cbvar/authors,forecast,104,104,1.8988086398702941,1.8988086398702941,1.1367647166644361,1.6741091369659802,-1.0227230570961123,0.24102231365694438,0.7788461538461539,0.7788461538461539,104,0.875
2024-2025,cbvar/authors,nowcast M1,32,32,2.184825098172412,2.184825098172412,1.2260634398431547,1.9429738371688192,-0.8024759043622567,-0.10424151837548894,0.75,0.75,32,0.84375
2024-2025,cbvar/authors,nowcast M2,40,40,2.1922677356568796,2.1922677356568796,1.2722779080552225,1.7889474619774233,-0.5183493051977122,-0.1782285681954926,0.75,0.75,40,0.85
2024-2025,cbvar/authors,nowcast M3,32,32,1.6692339637286338,1.6692339637286338,0.9687363732473352,1.2120779565216244,-0.03704016487135106,0.355036610876367,0.75,0.75,32,0.875
2024-2025,cbvar/authors,backcast,32,32,1.5099800939446697,1.5099800939446697,0.928379726673348,1.2645450880310831,-0.31168728964476494,0.41551470463544804,0.84375,0.84375,32,0.875
2024-2025,lbvar/-,forecast,104,104,1.8459810462615107,1.8459810462615107,1.1051382835316825,1.5874145141710445,-0.17818569368364404,0.16460220859502628,0.8173076923076923,0.8173076923076923,104,0.8557692307692307
2024-2025,lbvar/-,nowcast M1,32,32,2.61336252732835,2.61336252732835,1.4665467970381885,2.2523889541990414,-1.1954696290828657,0.19910252012880222,0.8125,0.8125,32,0.75
2024-2025,lbvar/-,nowcast M2,40,40,2.438403247062282,2.438403247062282,1.4151221275160064,2.015245310423729,-0.4335418245373209,-0.009063801745898416,0.675,0.675,40,0.75
2024-2025,lbvar/-,nowcast M3,32,32,1.6674625404789458,1.6674625404789458,0.9677083315397752,1.4298495431959184,-0.25946432762630595,0.32644900769173013,0.84375,0.84375,32,0.8125
2024-2025,lbvar/-,backcast,32,32,1.7323813647809003,1.7323813647809003,1.0651185034683162,1.4837284994156614,-0.6077040122047737,0.27891719905429546,0.8125,0.8125,32,0.875
2024-2025,qbvar/-,forecast,104,104,1.7105124920979249,1.7105124920979249,1.0240369711839417,1.5116035033625754,-0.8391536341582049,0.4553030385935087,0.7884615384615384,0.7884615384615384,104,0.875
2024-2025,qbvar/-,nowcast M1,32,32,2.3636590296508477,2.3636590296508477,1.3264200978532334,2.0430109145591726,-1.3181673018046964,-0.02625979771142039,0.6875,0.6875,32,0.65625
2024-2025,qbvar/-,nowcast M2,40,40,2.239710918586417,2.239710918586417,1.29981145815374,1.8886983042600316,-0.9523232003246086,-0.1608844127654692,0.725,0.725,40,0.8
2024-2025,qbvar/-,nowcast M3,32,32,2.4837250098015433,2.4837250098015433,1.4414245159284351,2.0600360085100338,-0.9560276926879567,-0.20664281110015936,0.75,0.75,32,0.78125
2024-2025,qbvar/-,backcast,32,32,2.248870237682124,2.248870237682124,1.382670900732855,1.863884535401836,-0.6855670395015295,-0.2599672879463699,0.75,0.75,32,0.8125
2024-2025,ar2,forecast,104,104,1.6703620476908305,1.6703620476908305,1.0,1.4243483824541197,0.26934812159679244,-0.2859020100880866,0.875,0.875,104,0.875
2024-2025,ar2,nowcast M1,32,32,1.781983727083411,1.781983727083411,1.0,1.5859558652323238,0.42646893510873,-0.53354445047573,0.875,0.875,32,0.875
2024-2025,ar2,nowcast M2,40,40,1.7231044583709973,1.7231044583709973,1.0,1.4844592978556825,0.43565343937784073,0.31459869474584545,0.75,0.75,40,0.875
2024-2025,ar2,nowcast M3,32,32,1.7231044583709973,1.7231044583709973,1.0,1.4844592978556825,0.4356534393778407,0.31459869474584534,0.75,0.75,32,0.875
2024-2025,ar2,backcast,32,32,1.626468190290371,1.626468190290371,1.0,1.375025846047469,0.0659193737389665,0.05520710353235401,0.75,0.75,32,0.875
2024-2025,mean,forecast,104,104,1.6664931397700202,1.6664931397700202,0.9976837908128009,1.4198301152357113,0.27079421851117846,-0.018672899131746117,0.875,0.875,104,0.875
2024-2025,mean,nowcast M1,32,32,1.77500156705193,1.77500156705193,0.9960818048305589,1.5785332007231605,0.4270100340026518,-0.29680966931652253,0.875,0.875,32,0.875
2024-2025,mean,nowcast M2,40,40,1.7776538640629584,1.7776538640629584,1.03165763133335,1.5827674329411416,0.4265353326294365,-0.6347377399613361,0.75,0.75,40,0.875
2024-2025,mean,nowcast M3,32,32,1.7776538640629584,1.7776538640629584,1.03165763133335,1.5827674329411416,0.4265353326294365,-0.6347377399613362,0.75,0.75,32,0.875
2024-2025,mean,backcast,32,32,1.6296430640864468,1.6296430640864468,1.0019520048501587,1.4108316878093374,0.059889101135877865,-0.6021831769551756,0.75,0.75,32,0.875
