as_of,target_quarter,horizon_week,spec,variant,log_score,realizzato_bea,n_draws,reestimated
2022-10-28,2022Q4,4,lbvar,-,-3.821544831831742,2.7896792303830242,200,True
2022-10-28,2023Q1,-9,lbvar,-,-4.039539623648097,2.9269931752128775,200,True
2022-11-04,2022Q4,5,lbvar,-,-3.721749477445031,2.7896792303830242,200,False
2022-11-04,2023Q1,-8,lbvar,-,-3.8259971371640598,2.9269931752128775,200,False
2022-11-11,2022Q4,6,lbvar,-,-3.6892802606742814,2.7896792303830242,200,False
2022-11-11,2023Q1,-7,lbvar,-,-3.853369979803531,2.9269931752128775,200,False
2022-11-18,2022Q4,7,lbvar,-,-2.99399668389669,2.7896792303830242,200,False
2022-11-18,2023Q1,-6,lbvar,-,-3.9592571764354596,2.9269931752128775,200,False
2022-11-25,2022Q4,8,lbvar,-,-3.3908423097236224,2.7896792303830242,200,False
2022-11-25,2023Q1,-5,lbvar,-,-3.8810892419392404,2.9269931752128775,200,False
2022-12-02,2022Q4,9,lbvar,-,-3.149535079358864,2.7896792303830242,200,False
2022-12-02,2023Q1,-4,lbvar,-,-3.940901372655453,2.9269931752128775,200,False
2022-12-09,2022Q4,10,lbvar,-,-3.937293190529963,2.7896792303830242,200,False
2022-12-09,2023Q1,-3,lbvar,-,-3.8104795991017983,2.9269931752128775,200,False
2022-12-16,2022Q4,11,lbvar,-,-4.001356877663753,2.7896792303830242,200,False
2022-12-16,2023Q1,-2,lbvar,-,-3.977357835433433,2.9269931752128775,200,False
2022-12-23,2022Q4,12,lbvar,-,-4.458240951191378,2.7896792303830242,200,False
2022-12-23,2023Q1,-1,lbvar,-,-3.7915935872464397,2.9269931752128775,200,False
2022-12-30,2022Q4,13,lbvar,-,-3.5275619466585404,2.7896792303830242,200,False
2022-12-30,2023Q1,0,lbvar,-,-4.275654111627491,2.9269931752128775,200,False
2023-01-06,2022Q4,14,lbvar,-,-3.8869254910904,2.7896792303830242,200,False
2023-01-06,2023Q1,1,lbvar,-,-3.542378921251371,2.9269931752128775,200,False
2023-01-06,2023Q2,-12,lbvar,-,-2.9255617806683034,2.5352403907615395,200,False
2023-01-13,2022Q4,15,lbvar,-,-3.0685841333182737,2.7896792303830242,200,False
2023-01-13,2023Q1,2,lbvar,-,-4.11936946813131,2.9269931752128775,200,False
2023-01-13,2023Q2,-11,lbvar,-,-2.9068309681889546,2.5352403907615395,200,False
2023-01-20,2022Q4,16,lbvar,-,-3.307900425319038,2.7896792303830242,200,False
2023-01-20,2023Q1,3,lbvar,-,-5.295235981153027,2.9269931752128775,200,False
2023-01-20,2023Q2,-10,lbvar,-,-2.784590997628107,2.5352403907615395,200,False
2023-01-27,2022Q4,17,lbvar,-,-3.506540503382276,2.7896792303830242,200,False
2023-01-27,2023Q1,4,lbvar,-,-6.13609791959664,2.9269931752128775,200,False
2023-01-27,2023Q2,-9,lbvar,-,-2.693242749539365,2.5352403907615395,200,False
