window,metodo,horizon_week,n_trimestri,RMSE,sett_al_rilascio,pieno
2019-2021,fed_overlap/gaussian_ar1,8,10,7.042258235936241,9.62857142857143,True
2019-2021,fed_overlap/gaussian_ar1,9,10,7.035990866981043,8.628571428571428,True
2019-2021,fed_overlap/gaussian_ar1,10,10,6.734245632491464,7.628571428571428,True
2019-2021,fed_overlap/gaussian_ar1,11,10,6.716960465313481,6.628571428571428,True
2019-2021,fed_overlap/gaussian_ar1,12,10,6.704667991514487,5.628571428571428,True
2019-2021,fed_overlap/gaussian_ar1,13,10,6.697292709935044,4.628571428571428,True
2019-2021,fed_overlap/gaussian_ar1,14,10,7.320582101090838,3.6285714285714286,True
2019-2021,fed_overlap/gaussian_ar1,15,10,7.318178081633211,2.6285714285714286,True
2019-2021,fed_overlap/gaussian_ar1,16,10,7.497503797791,1.6285714285714286,True
2019-2021,fed_overlap/gaussian_ar1,17,10,7.59380911996325,0.6285714285714287,True
2019-2021,fed_overlap/student_t,-12,10,14.21072651568354,29.62857142857143,True
2019-2021,fed_overlap/student_t,-11,10,14.42959592526326,28.62857142857143,True
2019-2021,fed_overlap/student_t,-10,10,14.49378705354568,27.62857142857143,True
2019-2021,fed_overlap/student_t,-9,10,14.53989063022563,26.62857142857143,True
2019-2021,fed_overlap/student_t,-8,10,14.700503007832669,25.62857142857143,True
2019-2021,fed_overlap/student_t,-7,10,15.28122538334857,24.62857142857143,True
2019-2021,fed_overlap/student_t,-6,10,15.33774002262288,23.62857142857143,True
2019-2021,fed_overlap/student_t,-5,10,15.483950327522317,22.62857142857143,True
2019-2021,fed_overlap/student_t,-4,10,15.479710611716014,21.62857142857143,True
2019-2021,fed_overlap/student_t,-3,10,13.036049584055588,20.62857142857143,True
2019-2021,fed_overlap/student_t,-2,10,13.114084553065565,19.62857142857143,True
2019-2021,fed_overlap/student_t,-1,10,13.63534533005566,18.62857142857143,True
2019-2021,fed_overlap/student_t,0,10,13.651947033254627,17.62857142857143,True
2019-2021,fed_overlap/student_t,1,10,13.673985106760538,16.62857142857143,True
2019-2021,fed_overlap/student_t,2,10,12.217368482157353,15.62857142857143,True
2019-2021,fed_overlap/student_t,3,10,11.292634374891405,14.62857142857143,True
2019-2021,fed_overlap/student_t,4,10,11.173878382084697,13.62857142857143,True
2019-2021,fed_overlap/student_t,5,10,9.847181387997333,12.62857142857143,True
2019-2021,fed_overlap/student_t,6,10,10.450616448733951,11.62857142857143,True
2019-2021,fed_overlap/student_t,7,10,9.159481140904388,10.62857142857143,True
2019-2021,fed_overlap/student_t,8,10,8.098377586166764,9.62857142857143,True
2019-2021,fed_overlap/student_t,9,10,8.097475597059796,8.628571428571428,True
2019-2021,fed_overlap/student_t,10,10,8.569491679125306,7.628571428571428,True
2019-2021,fed_overlap/student_t,11,10,8.45781179740775,6.628571428571428,True
2019-2021,fed_overlap/student_t,12,10,7.686550598885428,5.628571428571428,True
2019-2021,fed_overlap/student_t,13,10,7.682624710350214,4.628571428571428,True
2019-2021,fed_overlap/student_t,14,10,7.668677975104243,3.6285714285714286,True
2019-2021,fed_overlap/student_t,15,10,7.732722969442393,2.6285714285714286,True
2019-2021,fed_overlap/student_t,16,10,7.919384431948017,1.6285714285714286,True
2019-2021,fed_overlap/student_t,17,10,8.020600063210168,0.6285714285714287,True
2019-2021,fed_overlap/student_t_ar1,-12,10,14.313896728268459,29.62857142857143,True
2019-2021,fed_overlap/student_t_ar1,-11,10,14.420686725444627,28.62857142857143,True
2019-2021,fed_overlap/student_t_ar1,-10,10,14.391067957981907,27.62857142857143,True
2019-2021,fed_overlap/student_t_ar1,-9,10,14.478662335801076,26.62857142857143,True
