window,trimestre,realizzato,fed,err_fed,mio_migliore,err_migliore,mio_peggiore,err_peggiore
2007-2025,2023Q1,2.926993175212877,1.72,-1.206993175212877,fed_overlap/student_t,-0.32067865775455795,fed_overlap/gaussian_ar1,-0.8113787207908225
2007-2025,2023Q2,2.5352403907615395,1.08,-1.4552403907615394,fed_overlap/student_t_ar1,0.06469353973632685,fed_overlap/gaussian_ar1,-0.5148222426802462
2007-2025,2023Q3,4.694888429547928,2.58,-2.1148884295479276,fed_overlap/gaussian,-1.7682660546255669,fed_overlap/gaussian_ar1,-2.3371972935568586
2007-2025,2023Q4,3.419215575294809,2.41,-1.0092155752948089,fed_overlap/student_t_ar1_shared,-1.1855895997857848,fed_overlap/gaussian_ar1,-1.6161186269927346
2007-2025,2024Q1,0.8420915771010673,2.251,1.4089084228989326,fed_overlap/gaussian,0.02964098594946396,fed_overlap/student_t_ar1_shared,0.47614739990955446
2007-2025,2024Q2,3.5892686664036777,2.015,-1.5742686664036776,fed_overlap/gaussian,0.03205376544248528,fed_overlap/student_t,-0.2942486281333645
2007-2025,2024Q3,3.340152501559479,2.912,-0.42815250155947915,fed_overlap/student_t,-2.0361678844226905,fed_overlap/student_t_ar1,-2.453375294828186
2007-2025,2024Q4,1.8522267738050768,2.563,0.7107732261949233,fed_overlap/student_t_ar1_shared,-0.0897341752207792,fed_overlap/gaussian,-0.415322305288246
2007-2025,2025Q1,-0.6484826392524012,2.631,3.279482639252401,fed_overlap/student_t,4.5287525557515025,fed_overlap/student_t_ar1,5.394789242274223
2007-2025,2025Q2,3.838033233381988,1.68,-2.158033233381988,fed_overlap/student_t_ar1_shared,-0.4677675973715494,fed_overlap/student_t,-1.5683735667898495
2007-2025,2025Q3,4.3753962528716,2.35,-2.0253962528716003,fed_overlap/student_t_ar1,-1.320930408055788,fed_overlap/student_t_ar1_shared,-1.8875052521596611
2007-2010,2006Q4,3.4823729200428755,1.78,-1.7023729200428754,fed_overlap/gaussian,-0.9476150765763691,fed_overlap/student_t_ar1_shared,-1.6962187904414838
2007-2010,2007Q1,1.2087836914185912,2.4,1.1912163085814087,fed_overlap/student_t,2.337313231718352,fed_overlap/student_t_ar1,2.613711724947132
2007-2010,2007Q2,2.4695947150627617,3.25,0.7804052849372383,fed_overlap/gaussian_ar1,0.9096360348266774,fed_overlap/gaussian,1.3373656553010704
2007-2010,2007Q3,2.3240880884577653,1.99,-0.3340880884577653,fed_overlap/student_t,0.05407284264615786,fed_overlap/gaussian_ar1,-0.16738305818715382
2007-2010,2007Q4,2.5367271478347497,1.49,-1.0467271478347497,fed_overlap/gaussian,0.06265166992425186,fed_overlap/student_t_ar1,0.2603640632961257
2007-2010,2008Q1,-1.6961606735480972,1.43,3.126160673548097,fed_overlap/student_t,3.153484968809761,fed_overlap/student_t_ar1,3.6924501128601905
2007-2010,2008Q2,2.403069701864058,1.99,-0.4130697018640579,fed_overlap/student_t_ar1_shared,-2.603358070249917,fed_overlap/gaussian,-2.997486062215693
2007-2010,2008Q3,-2.0845363314131338,-0.52,1.5645363314131338,fed_overlap/student_t,0.08051426260671235,fed_overlap/student_t_ar1_shared,1.0977268523836847
2007-2010,2008Q4,-8.472768957225274,-3.47,5.002768957225273,fed_overlap/student_t_ar1,5.1516952702461145,fed_overlap/student_t,5.646398240443306
2007-2010,2009Q1,-4.462803810727223,-3.57,0.8928038107272234,fed_overlap/student_t,-0.6206225244254071,fed_overlap/gaussian_ar1,-2.5973364069207907
2007-2010,2009Q2,-0.7126911125331037,0.04,0.7526911125331037,fed_overlap/student_t,-0.5854647907128974,fed_overlap/gaussian_ar1,-2.0317567450048646
2007-2010,2009Q3,1.412187087697636,5.2,3.787812912302364,fed_overlap/student_t,3.000471651332459,fed_overlap/student_t_ar1,4.189826835976018
2007-2010,2009Q4,4.394263592305325,4.32,-0.07426359230532498,fed_overlap/student_t,-0.03926998065175713,fed_overlap/student_t_ar1_shared,0.4816198787146453
2007-2010,2010Q1,1.952133820572155,3.98,2.027866179427845,fed_overlap/student_t_ar1_shared,2.6724993618227,fed_overlap/gaussian,3.0355429227033603
2007-2010,2010Q2,3.926881074055233,4.96,1.033118925944767,fed_overlap/student_t,0.3901256108867157,fed_overlap/student_t_ar1_shared,1.2211680053161755
2007-2010,2010Q3,3.1201978026194954,2.27,-0.8501978026194954,fed_overlap/student_t_ar1_shared,-0.057516146663760814,fed_overlap/gaussian,0.7948535132670247
2019-2021,2018Q4,0.5677817986818878,2.57,2.002218201318112,fed_overlap/student_t,1.4911282771670642,fed_overlap/gaussian_ar1,1.8568432219680409
2019-2021,2019Q1,2.520756202743435,1.43,-1.090756202743435,fed_overlap/gaussian_ar1,-1.4814996039990147,fed_overlap/student_t_ar1_shared,-1.921806061036735
2019-2021,2019Q2,3.382664959003589,1.5,-1.882664959003589,fed_overlap/gaussian_ar1,-1.9612128109993683,fed_overlap/gaussian,-2.202983496955224
2019-2021,2019Q3,4.762784209178728,1.91,-2.8527842091787274,fed_overlap/student_t_ar1_shared,-2.130347668929433,fed_overlap/gaussian,-2.680485281184275
2019-2021,2019Q4,2.755535957854649,1.22,-1.535535957854649,fed_overlap/gaussian_ar1,-1.0194031847526208,fed_overlap/gaussian,-1.305372866092136
2019-2021,2020Q1,-5.16223383893778,-0.4,4.76223383893778,fed_overlap/gaussian,5.228849553967796,fed_overlap/student_t_ar1_shared,5.928753596273062
2019-2021,2020Q2,-27.97614656719044,-14.27,13.70614656719044,fed_overlap/gaussian,13.632146257124033,fed_overlap/gaussian_ar1,17.18768063295211
2019-2021,2020Q3,34.85500597467652,13.75,-21.105005974676523,fed_overlap/student_t_ar1,-11.079226459699143,fed_overlap/student_t_ar1_shared,-18.7151404142613
2019-2021,2020Q4,4.611736044615711,2.58,-2.0317360446157107,fed_overlap/student_t,0.2420193965093187,fed_overlap/gaussian_ar1,3.832513930044602
2019-2021,2021Q1,5.701255644273506,6.86,1.158744355726494,fed_overlap/student_t_ar1_shared,-0.6099534367530524,fed_overlap/gaussian,-4.500115322500475
2019-2021,2021Q2,6.983331307653917,3.16,-3.823331307653917,fed_overlap/gaussian_ar1,0.46672639890215084,fed_overlap/student_t,-3.376526269122837
2024-2025,2023Q4,3.419215575294809,2.41,-1.0092155752948089,fed_overlap/student_t_ar1_shared,-1.1855895997857848,fed_overlap/gaussian_ar1,-1.6161186269927346
2024-2025,2024Q1,0.8420915771010673,2.251,1.4089084228989326,fed_overlap/gaussian,0.02964098594946396,fed_overlap/student_t_ar1_shared,0.47614739990955446
2024-2025,2024Q2,3.5892686664036777,2.015,-1.5742686664036776,fed_overlap/gaussian,0.03205376544248528,fed_overlap/student_t,-0.2942486281333645
2024-2025,2024Q3,3.340152501559479,2.912,-0.42815250155947915,fed_overlap/student_t,-2.0361678844226905,fed_overlap/student_t_ar1,-2.453375294828186
2024-2025,2024Q4,1.8522267738050768,2.563,0.7107732261949233,fed_overlap/student_t_ar1_shared,-0.0897341752207792,fed_overlap/gaussian,-0.415322305288246
2024-2025,2025Q1,-0.6484826392524012,2.631,3.279482639252401,fed_overlap/student_t,4.5287525557515025,fed_overlap/student_t_ar1,5.394789242274223
2024-2025,2025Q2,3.838033233381988,1.68,-2.158033233381988,fed_overlap/student_t_ar1_shared,-0.4677675973715494,fed_overlap/student_t,-1.5683735667898495
2024-2025,2025Q3,4.3753962528716,2.35,-2.0253962528716003,fed_overlap/student_t_ar1,-1.320930408055788,fed_overlap/student_t_ar1_shared,-1.8875052521596611
