as_of,target_quarter,horizon_week,spec,variant,log_score,realizzato_bea,n_draws,reestimated
2009-05-01,2009Q2,5,lbvar,-,-2.4737452740008785,-0.7126911125331037,200,True
2009-05-01,2009Q3,-8,lbvar,-,-2.7044175329809397,1.4121870876976361,200,True
2009-05-08,2009Q2,6,lbvar,-,-2.5510516770141414,-0.7126911125331037,200,False
2009-05-08,2009Q3,-7,lbvar,-,-2.780691903624607,1.4121870876976361,200,False
2009-05-15,2009Q2,7,lbvar,-,-2.344066607514003,-0.7126911125331037,200,False
2009-05-15,2009Q3,-6,lbvar,-,-2.8493721928052427,1.4121870876976361,200,False
2009-05-22,2009Q2,8,lbvar,-,-2.437384277587384,-0.7126911125331037,200,False
2009-05-22,2009Q3,-5,lbvar,-,-2.924946483133412,1.4121870876976361,200,False
2009-05-29,2009Q2,9,lbvar,-,-2.637476070142797,-0.7126911125331037,200,False
2009-05-29,2009Q3,-4,lbvar,-,-2.7422763664330594,1.4121870876976361,200,False
2009-06-05,2009Q2,10,lbvar,-,-2.0439880875074588,-0.7126911125331037,200,False
2009-06-05,2009Q3,-3,lbvar,-,-2.7537353287979385,1.4121870876976361,200,False
2009-06-12,2009Q2,11,lbvar,-,-2.149861327874872,-0.7126911125331037,200,False
2009-06-12,2009Q3,-2,lbvar,-,-2.748892021351238,1.4121870876976361,200,False
2009-06-19,2009Q2,12,lbvar,-,-2.0092409480254165,-0.7126911125331037,200,False
2009-06-19,2009Q3,-1,lbvar,-,-2.619719929858667,1.4121870876976361,200,False
2009-06-26,2009Q2,13,lbvar,-,-2.0514071391823814,-0.7126911125331037,200,False
2009-06-26,2009Q3,0,lbvar,-,-2.632551052163625,1.4121870876976361,200,False
2009-07-03,2009Q2,14,lbvar,-,-2.1362302714883254,-0.7126911125331037,200,False
2009-07-03,2009Q3,1,lbvar,-,-2.5042880438867963,1.4121870876976361,200,False
2009-07-03,2009Q4,-12,lbvar,-,-3.3608388920075343,4.394263592305325,200,False
2009-07-10,2009Q2,15,lbvar,-,-1.9387601751218346,-0.7126911125331037,200,False
2009-07-10,2009Q3,2,lbvar,-,-2.6169061402966456,1.4121870876976361,200,False
2009-07-10,2009Q4,-11,lbvar,-,-3.427372241716342,4.394263592305325,200,False
2009-07-17,2009Q2,16,lbvar,-,-2.008459718511113,-0.7126911125331037,200,False
2009-07-17,2009Q3,3,lbvar,-,-2.522453355194771,1.4121870876976361,200,False
2009-07-17,2009Q4,-10,lbvar,-,-3.4881824624798514,4.394263592305325,200,False
2009-07-24,2009Q2,17,lbvar,-,-2.025326551452489,-0.7126911125331037,200,False
2009-07-24,2009Q3,4,lbvar,-,-2.3576946242786327,1.4121870876976361,200,False
2009-07-24,2009Q4,-9,lbvar,-,-3.424172403235321,4.394263592305325,200,False
