window,metodo,horizon_week,n_trimestri,RMSE,sett_al_rilascio,pieno
2007-2019,ar2,-13,2,1.848898255731422,30.142857142857142,False
2007-2019,ar2,-12,46,2.753283125987368,29.496894409937887,True
2007-2019,ar2,-11,46,2.753283125987368,28.496894409937887,True
2007-2019,ar2,-10,46,2.753283125987368,27.496894409937887,True
2007-2019,ar2,-9,46,2.75304519414216,26.496894409937887,True
2007-2019,ar2,-8,46,2.5815534514737015,25.496894409937887,True
2007-2019,ar2,-7,46,2.5815534514737015,24.496894409937887,True
2007-2019,ar2,-6,46,2.5815534514737015,23.496894409937887,True
2007-2019,ar2,-5,46,2.5815534514737015,22.496894409937887,True
2007-2019,ar2,-4,46,2.5815534514737015,21.496894409937887,True
2007-2019,ar2,-3,46,2.5815534514737015,20.496894409937887,True
2007-2019,ar2,-2,46,2.5815534514737015,19.496894409937887,True
2007-2019,ar2,-1,46,2.5815534514737015,18.496894409937887,True
2007-2019,ar2,0,46,2.5815534514737015,17.496894409937887,True
2007-2019,ar2,1,46,2.5815534514737015,16.496894409937887,True
2007-2019,ar2,2,46,2.5815534514737015,15.49689440993789,True
2007-2019,ar2,3,46,2.5815534514737015,14.49689440993789,True
2007-2019,ar2,4,46,2.5944931909295903,13.49689440993789,True
2007-2019,ar2,5,46,2.41148233167279,12.49689440993789,True
2007-2019,ar2,6,46,2.41148233167279,11.49689440993789,True
2007-2019,ar2,7,46,2.41148233167279,10.49689440993789,True
2007-2019,ar2,8,46,2.41148233167279,9.49689440993789,True
2007-2019,ar2,9,46,2.41148233167279,8.49689440993789,True
2007-2019,ar2,10,46,2.41148233167279,7.496894409937888,True
2007-2019,ar2,11,46,2.41148233167279,6.496894409937888,True
2007-2019,ar2,12,46,2.41148233167279,5.496894409937888,True
2007-2019,ar2,13,46,2.41148233167279,4.496894409937888,True
2007-2019,ar2,14,46,2.41148233167279,3.4968944099378882,True
2007-2019,ar2,15,46,2.41148233167279,2.4968944099378882,True
2007-2019,ar2,16,46,2.41148233167279,1.496894409937888,True
2007-2019,ar2,17,46,2.41148233167279,0.4968944099378882,True
2007-2019,diag3/gaussian,-13,2,0.6559282935875372,30.142857142857142,False
2007-2019,diag3/gaussian,-12,46,2.77462527231402,29.496894409937887,True
2007-2019,diag3/gaussian,-11,46,2.7674124551992705,28.496894409937887,True
2007-2019,diag3/gaussian,-10,46,2.6995482445452663,27.496894409937887,True
2007-2019,diag3/gaussian,-9,46,2.6468660101208306,26.496894409937887,True
2007-2019,diag3/gaussian,-8,46,2.719785063628708,25.496894409937887,True
2007-2019,diag3/gaussian,-7,46,2.6820975947298273,24.496894409937887,True
2007-2019,diag3/gaussian,-6,46,2.694278681674164,23.496894409937887,True
2007-2019,diag3/gaussian,-5,46,2.585351488817596,22.496894409937887,True
2007-2019,diag3/gaussian,-4,46,2.5986680159135163,21.496894409937887,True
2007-2019,diag3/gaussian,-3,46,2.6210858410418947,20.496894409937887,True
2007-2019,diag3/gaussian,-2,46,2.6194045659672063,19.496894409937887,True
2007-2019,diag3/gaussian,-1,46,2.5189393217822293,18.496894409937887,True
2007-2019,diag3/gaussian,0,46,2.503346705352542,17.496894409937887,True
2007-2019,diag3/gaussian,1,46,2.4985042931361137,16.496894409937887,True
2007-2019,diag3/gaussian,2,46,2.4784113810863624,15.49689440993789,True
2007-2019,diag3/gaussian,3,46,2.4172198697171776,14.49689440993789,True
2007-2019,diag3/gaussian,4,46,2.357421390493623,13.49689440993789,True
2007-2019,diag3/gaussian,5,46,2.3303711063610013,12.49689440993789,True
2007-2019,diag3/gaussian,6,46,2.2767240706666323,11.49689440993789,True
2007-2019,diag3/gaussian,7,46,2.269086593489877,10.49689440993789,True
2007-2019,diag3/gaussian,8,46,2.2282452000440895,9.49689440993789,True
2007-2019,diag3/gaussian,9,46,2.2244806522426765,8.49689440993789,True
2007-2019,diag3/gaussian,10,46,2.2331414677301025,7.496894409937888,True
2007-2019,diag3/gaussian,11,46,2.231547287639422,6.496894409937888,True
2007-2019,diag3/gaussian,12,46,2.213440364437922,5.496894409937888,True
2007-2019,diag3/gaussian,13,46,2.211763729775495,4.496894409937888,True
2007-2019,diag3/gaussian,14,46,2.211494373292053,3.4968944099378882,True
2007-2019,diag3/gaussian,15,46,2.213914096405794,2.4968944099378882,True
2007-2019,diag3/gaussian,16,46,2.210440945085457,1.496894409937888,True
2007-2019,diag3/gaussian,17,46,2.208518876414847,0.4968944099378882,True
2007-2019,diag3/gaussian_ar1,-13,2,0.8990550370881171,30.142857142857142,False
2007-2019,diag3/gaussian_ar1,-12,46,3.009964439012831,29.496894409937887,True
2007-2019,diag3/gaussian_ar1,-11,46,2.9792467088463077,28.496894409937887,True
2007-2019,diag3/gaussian_ar1,-10,46,2.9050416380821704,27.496894409937887,True
2007-2019,diag3/gaussian_ar1,-9,46,2.850026148722265,26.496894409937887,True
2007-2019,diag3/gaussian_ar1,-8,46,2.8175258886789365,25.496894409937887,True
2007-2019,diag3/gaussian_ar1,-7,46,2.8235512608631237,24.496894409937887,True
2007-2019,diag3/gaussian_ar1,-6,46,2.846967520160898,23.496894409937887,True
2007-2019,diag3/gaussian_ar1,-5,46,2.773857592855201,22.496894409937887,True
2007-2019,diag3/gaussian_ar1,-4,46,2.7850307092875823,21.496894409937887,True
2007-2019,diag3/gaussian_ar1,-3,46,2.772590113039552,20.496894409937887,True
2007-2019,diag3/gaussian_ar1,-2,46,2.7798568275285818,19.496894409937887,True
2007-2019,diag3/gaussian_ar1,-1,46,2.651959546803484,18.496894409937887,True
2007-2019,diag3/gaussian_ar1,0,46,2.6335014223869853,17.496894409937887,True
2007-2019,diag3/gaussian_ar1,1,46,2.490906924402614,16.496894409937887,True
2007-2019,diag3/gaussian_ar1,2,46,2.468399836511191,15.49689440993789,True
2007-2019,diag3/gaussian_ar1,3,46,2.3813319116079255,14.49689440993789,True
2007-2019,diag3/gaussian_ar1,4,46,2.3216430307930653,13.49689440993789,True
2007-2019,diag3/gaussian_ar1,5,46,2.2678128480147652,12.49689440993789,True
2007-2019,diag3/gaussian_ar1,6,46,2.173945452629611,11.49689440993789,True
2007-2019,diag3/gaussian_ar1,7,46,2.1687482518821586,10.49689440993789,True
2007-2019,diag3/gaussian_ar1,8,46,2.1483209494223288,9.49689440993789,True
2007-2019,diag3/gaussian_ar1,9,46,2.136899644940522,8.49689440993789,True
2007-2019,diag3/gaussian_ar1,10,46,2.0735002222522443,7.496894409937888,True
2007-2019,diag3/gaussian_ar1,11,46,2.079777026273396,6.496894409937888,True
2007-2019,diag3/gaussian_ar1,12,46,2.040721207158434,5.496894409937888,True
2007-2019,diag3/gaussian_ar1,13,46,2.0387734986997232,4.496894409937888,True
2007-2019,diag3/gaussian_ar1,14,46,1.9692412351184947,3.4968944099378882,True
2007-2019,diag3/gaussian_ar1,15,46,1.9757296588833062,2.4968944099378882,True
2007-2019,diag3/gaussian_ar1,16,46,1.968159313328832,1.496894409937888,True
2007-2019,diag3/gaussian_ar1,17,46,1.9655577105387931,0.4968944099378882,True
2007-2019,diag3/student_t,-13,2,0.7768215280635326,30.142857142857142,False
2007-2019,diag3/student_t,-12,46,2.697687489878524,29.496894409937887,True
2007-2019,diag3/student_t,-11,46,2.6879220444955205,28.496894409937887,True
2007-2019,diag3/student_t,-10,46,2.636481811568153,27.496894409937887,True
2007-2019,diag3/student_t,-9,46,2.5927615164671707,26.496894409937887,True
2007-2019,diag3/student_t,-8,46,2.6509227509946367,25.496894409937887,True
2007-2019,diag3/student_t,-7,46,2.615050071484356,24.496894409937887,True
2007-2019,diag3/student_t,-6,46,2.637015447410258,23.496894409937887,True
2007-2019,diag3/student_t,-5,46,2.531267262287212,22.496894409937887,True
2007-2019,diag3/student_t,-4,46,2.5461054379213786,21.496894409937887,True
2007-2019,diag3/student_t,-3,46,2.5718742336550764,20.496894409937887,True
2007-2019,diag3/student_t,-2,46,2.5699053009325503,19.496894409937887,True
2007-2019,diag3/student_t,-1,46,2.491921583090763,18.496894409937887,True
2007-2019,diag3/student_t,0,46,2.477464009126985,17.496894409937887,True
2007-2019,diag3/student_t,1,46,2.468199551805667,16.496894409937887,True
2007-2019,diag3/student_t,2,46,2.4535246716834287,15.49689440993789,True
2007-2019,diag3/student_t,3,46,2.4219434104225717,14.49689440993789,True
2007-2019,diag3/student_t,4,46,2.373763404328186,13.49689440993789,True
2007-2019,diag3/student_t,5,46,2.3491751905998437,12.49689440993789,True
2007-2019,diag3/student_t,6,46,2.296916649010615,11.49689440993789,True
2007-2019,diag3/student_t,7,46,2.319015106190046,10.49689440993789,True
2007-2019,diag3/student_t,8,46,2.259752054885141,9.49689440993789,True
2007-2019,diag3/student_t,9,46,2.2605294711409276,8.49689440993789,True
2007-2019,diag3/student_t,10,46,2.2617813746992828,7.496894409937888,True
2007-2019,diag3/student_t,11,46,2.259729890110087,6.496894409937888,True
2007-2019,diag3/student_t,12,46,2.2475011116705494,5.496894409937888,True
2007-2019,diag3/student_t,13,46,2.2442875193057263,4.496894409937888,True
2007-2019,diag3/student_t,14,46,2.2367849526545007,3.4968944099378882,True
2007-2019,diag3/student_t,15,46,2.238679738554518,2.4968944099378882,True
2007-2019,diag3/student_t,16,46,2.239147515493674,1.496894409937888,True
2007-2019,diag3/student_t,17,46,2.237120330524822,0.4968944099378882,True
2007-2019,diag3/student_t_ar1,-13,2,0.8424873784188456,30.142857142857142,False
2007-2019,diag3/student_t_ar1,-12,46,2.899124852295753,29.496894409937887,True
2007-2019,diag3/student_t_ar1,-11,46,2.8735841505941293,28.496894409937887,True
2007-2019,diag3/student_t_ar1,-10,46,2.819591195484962,27.496894409937887,True
2007-2019,diag3/student_t_ar1,-9,46,2.777314911280296,26.496894409937887,True
2007-2019,diag3/student_t_ar1,-8,46,2.7610478862998935,25.496894409937887,True
2007-2019,diag3/student_t_ar1,-7,46,2.7095531702469113,24.496894409937887,True
2007-2019,diag3/student_t_ar1,-6,46,2.72782127741265,23.496894409937887,True
2007-2019,diag3/student_t_ar1,-5,46,2.6667195807758017,22.496894409937887,True
2007-2019,diag3/student_t_ar1,-4,46,2.6770381873302487,21.496894409937887,True
2007-2019,diag3/student_t_ar1,-3,46,2.7055750847848743,20.496894409937887,True
2007-2019,diag3/student_t_ar1,-2,46,2.717066498266343,19.496894409937887,True
2007-2019,diag3/student_t_ar1,-1,46,2.6218293935936603,18.496894409937887,True
2007-2019,diag3/student_t_ar1,0,46,2.6063379181117026,17.496894409937887,True
2007-2019,diag3/student_t_ar1,1,46,2.486088852462915,16.496894409937887,True
2007-2019,diag3/student_t_ar1,2,46,2.4692271044340983,15.49689440993789,True
2007-2019,diag3/student_t_ar1,3,46,2.4151018453581843,14.49689440993789,True
2007-2019,diag3/student_t_ar1,4,46,2.3666442294587955,13.49689440993789,True
2007-2019,diag3/student_t_ar1,5,46,2.236335663789129,12.49689440993789,True
2007-2019,diag3/student_t_ar1,6,46,2.204492485734285,11.49689440993789,True
2007-2019,diag3/student_t_ar1,7,46,2.198548958913363,10.49689440993789,True
2007-2019,diag3/student_t_ar1,8,46,2.180907587850368,9.49689440993789,True
2007-2019,diag3/student_t_ar1,9,46,2.172966903940304,8.49689440993789,True
2007-2019,diag3/student_t_ar1,10,46,2.149419337199401,7.496894409937888,True
2007-2019,diag3/student_t_ar1,11,46,2.158313747716498,6.496894409937888,True
2007-2019,diag3/student_t_ar1,12,46,2.129074281125213,5.496894409937888,True
2007-2019,diag3/student_t_ar1,13,46,2.126606886508195,4.496894409937888,True
2007-2019,diag3/student_t_ar1,14,46,2.0730098427625347,3.4968944099378882,True
2007-2019,diag3/student_t_ar1,15,46,2.0826330578226853,2.4968944099378882,True
2007-2019,diag3/student_t_ar1,16,46,2.0823672104904123,1.496894409937888,True
2007-2019,diag3/student_t_ar1,17,46,2.077924381811155,0.4968944099378882,True
2007-2019,diag3/student_t_ar1_shared,-13,2,0.8912870650223543,30.142857142857142,False
2007-2019,diag3/student_t_ar1_shared,-12,46,2.7539208839955127,29.496894409937887,True
2007-2019,diag3/student_t_ar1_shared,-11,46,2.7324177312965,28.496894409937887,True
2007-2019,diag3/student_t_ar1_shared,-10,46,2.694464232761618,27.496894409937887,True
2007-2019,diag3/student_t_ar1_shared,-9,46,2.658263325160306,26.496894409937887,True
2007-2019,diag3/student_t_ar1_shared,-8,46,2.6429714284708723,25.496894409937887,True
2007-2019,diag3/student_t_ar1_shared,-7,46,2.593518434341349,24.496894409937887,True
2007-2019,diag3/student_t_ar1_shared,-6,46,2.621489876247908,23.496894409937887,True
2007-2019,diag3/student_t_ar1_shared,-5,46,2.5478816059476617,22.496894409937887,True
2007-2019,diag3/student_t_ar1_shared,-4,46,2.552601205965462,21.496894409937887,True
2007-2019,diag3/student_t_ar1_shared,-3,46,2.5466213339459016,20.496894409937887,True
2007-2019,diag3/student_t_ar1_shared,-2,46,2.5523698195894515,19.496894409937887,True
2007-2019,diag3/student_t_ar1_shared,-1,46,2.48550034287459,18.496894409937887,True
2007-2019,diag3/student_t_ar1_shared,0,46,2.4723379976414805,17.496894409937887,True
2007-2019,diag3/student_t_ar1_shared,1,46,2.3802784112183795,16.496894409937887,True
2007-2019,diag3/student_t_ar1_shared,2,46,2.359723727304275,15.49689440993789,True
