window,trimestre,realizzato,fed,err_fed,mio_migliore,err_migliore,mio_peggiore,err_peggiore
2007-2025,2008Q4,-8.472768957225274,-3.47,5.002768957225273,diag3/gaussian_ar1,6.306605912065443,diag3/student_t,9.037639466476566
2007-2025,2009Q1,-4.462803810727223,-3.57,0.8928038107272234,diag3/student_t_ar1_shared,-0.015319582648742447,diag3/student_t,3.3407250997267495
2007-2025,2009Q2,-0.7126911125331037,0.04,0.7526911125331037,diag3/student_t,0.07108205120626154,diag3/gaussian_ar1,-3.2314709192783226
2007-2025,2009Q3,1.412187087697636,5.2,3.787812912302364,diag3/gaussian,-0.1109679329964528,diag3/student_t_ar1_shared,-0.5588945573157031
2007-2025,2009Q4,4.394263592305325,4.32,-0.07426359230532498,diag3/student_t_ar1,-0.6911309277698003,diag3/student_t_ar1_shared,-1.4848000565849122
2007-2025,2010Q1,1.952133820572155,3.98,2.027866179427845,diag3/student_t_ar1_shared,1.744916084977377,diag3/student_t_ar1,2.384938036354889
2007-2025,2010Q2,3.926881074055233,4.96,1.033118925944767,diag3/student_t,0.23564558809974212,diag3/student_t_ar1,1.096005743893369
2007-2025,2010Q3,3.1201978026194954,2.27,-0.8501978026194954,diag3/student_t_ar1_shared,0.22494662180698732,diag3/gaussian,1.1361002181120128
2007-2025,2010Q4,2.117043484228409,2.9,0.7829565157715908,diag3/student_t,2.0015409536951134,diag3/gaussian,2.2635393517586033
2007-2025,2011Q1,-0.9454489541211974,4.37,5.315448954121198,diag3/student_t_ar1_shared,5.334209848281867,diag3/gaussian,5.9774193361858625
2007-2025,2011Q2,2.7339190839842376,3.17,0.4360809160157624,diag3/gaussian_ar1,1.4146946871488542,diag3/gaussian,1.8975525091556644
2007-2025,2011Q3,-0.0892210766206935,2.09,2.1792210766206934,diag3/gaussian_ar1,2.638874428569482,diag3/gaussian,3.348866582452492
2007-2025,2011Q4,4.568438742179692,3.22,-1.3484387421796922,diag3/student_t_ar1,-1.4948047993528442,diag3/gaussian,-1.7170167690976563
2007-2025,2012Q1,3.396793738645587,3.28,-0.11679373864558729,diag3/gaussian,-0.022315325641030892,diag3/student_t_ar1_shared,-0.4762928373538422
2007-2025,2012Q2,1.7973274732638431,2.88,1.0826725267361568,diag3/student_t,1.3882600951559356,diag3/student_t_ar1_shared,1.590628945941219
2007-2025,2012Q3,0.5773578286532466,1.64,1.0626421713467533,diag3/gaussian_ar1,1.4107934120427543,diag3/student_t,2.0763837009036172
2007-2025,2012Q4,0.4633651980530562,2.66,2.196634801946944,diag3/student_t_ar1_shared,2.0162438248339636,diag3/student_t,2.1629032435759976
2007-2025,2013Q1,4.005025807945661,3.83,-0.17502580794566125,diag3/student_t_ar1,-1.0534083877777651,diag3/student_t,-1.2040925687067716
2007-2025,2013Q2,1.0748507650766292,1.95,0.8751492349233707,diag3/student_t_ar1_shared,1.0595567173682374,diag3/student_t,1.4699237017020472
