window,metodo,fase,n,n_com,RMSE,RMSE_com,RMSE_rel_ar2,MAE,Bias,corr,MDA,MDA_com,n_dir,SignAcc
2007-2019,diag3/gaussian,forecast,600,232,2.645682356364785,2.573994390473123,1.0046890716412233,1.8449735426194585,0.997906151356475,0.28518701489116427,0.7651006711409396,0.7801724137931034,596,0.855
2007-2019,diag3/gaussian,nowcast M1,184,184,2.438515644179385,2.438515644179385,0.9434079508547275,1.6930157138723763,1.0251619742148208,0.4631948499278943,0.7880434782608695,0.7880434782608695,184,0.8913043478260869
2007-2019,diag3/gaussian,nowcast M2,230,230,2.2661088588058633,2.2661088588058633,0.9397161360224089,1.585948654046632,0.9976482559019265,0.5794605887848796,0.6826086956521739,0.6826086956521739,230,0.8913043478260869
2007-2019,diag3/gaussian,nowcast M3,184,184,2.222495284311089,2.222495284311089,0.9216303412720402,1.5679735228884184,1.0163540117931162,0.6138855781602384,0.6956521739130435,0.6956521739130435,184,0.8913043478260869
2007-2019,diag3/gaussian,backcast,184,184,2.211092930462087,2.211092930462087,0.9169019824119146,1.5683970743213853,1.0180057655611492,0.6226116734525476,0.6956521739130435,0.6956521739130435,184,0.8913043478260869
2007-2019,diag3/gaussian_ar1,forecast,600,232,2.8153169819150334,2.732089850251408,1.0691072562552144,1.9796418639071158,0.6050850036138414,0.26874825677457403,0.7315436241610739,0.7413793103448276,596,0.855
2007-2019,diag3/gaussian_ar1,nowcast M1,184,184,2.4165255582446066,2.4165255582446066,0.9349004713311215,1.6954644071894898,0.5835314913789035,0.4756497013570143,0.7554347826086957,0.7554347826086957,184,0.8695652173913043
2007-2019,diag3/gaussian_ar1,nowcast M2,230,230,2.179637856110299,2.179637856110299,0.9038581073071078,1.5817521179296798,0.5721256522553467,0.5937669821548308,0.6826086956521739,0.6826086956521739,230,0.9
2007-2019,diag3/gaussian_ar1,nowcast M3,184,184,2.0582769538524937,2.0582769538524937,0.8535318409008263,1.533551703220362,0.5574589054161964,0.6437974217559309,0.717391304347826,0.717391304347826,184,0.9130434782608695
2007-2019,diag3/gaussian_ar1,backcast,184,184,1.969675539472408,1.969675539472408,0.8167903673198754,1.4864160597360667,0.5326347846681045,0.669666140344591,0.7554347826086957,0.7554347826086957,184,0.9130434782608695
2007-2019,diag3/student_t,forecast,600,232,2.5897234952969614,2.5320955153038427,0.9834388803470647,1.76636896338424,0.9986620826890105,0.2991439019036748,0.7768456375838926,0.8060344827586207,596,0.855
2007-2019,diag3/student_t,nowcast M1,184,184,2.4296272823784117,2.4296272823784117,0.9399692395989161,1.6308003488168838,1.0216207988661161,0.47121290723127357,0.842391304347826,0.842391304347826,184,0.8913043478260869
2007-2019,diag3/student_t,nowcast M2,230,230,2.297335590235954,2.297335590235954,0.9526653212683274,1.5643307851246409,0.9904624268228214,0.5725638140431545,0.7,0.7,230,0.8913043478260869
2007-2019,diag3/student_t,nowcast M3,184,184,2.253337628911019,2.253337628911019,0.9344201279500689,1.5540348137928721,1.0035814849769868,0.6144314931252445,0.6793478260869565,0.6793478260869565,184,0.8913043478260869
2007-2019,diag3/student_t,backcast,184,184,2.2379333583478926,2.2379333583478926,0.9280322434688915,1.5531633612896036,1.0013842004221833,0.6262445068503515,0.6956521739130435,0.6956521739130435,184,0.8913043478260869
2007-2019,diag3/student_t_ar1,forecast,600,232,2.7327883105621416,2.671044138896708,1.0377672679131338,1.92725125929321,0.682569879515101,0.2735861636149009,0.7332214765100671,0.7413793103448276,596,0.8533333333333334
2007-2019,diag3/student_t_ar1,nowcast M1,184,184,2.434719804612817,2.434719804612817,0.9419394241976126,1.7084617344571165,0.6599374913578931,0.4547665969073615,0.7336956521739131,0.7336956521739131,184,0.8695652173913043
2007-2019,diag3/student_t_ar1,nowcast M2,230,230,2.198760783618643,2.198760783618643,0.9117880544840704,1.5764293180892017,0.5911343494747516,0.5751880293225808,0.6565217391304348,0.6565217391304348,230,0.908695652173913
