window,fase,metodo,n,RMSE,MAE,Bias,corr,MDA,n_dir,SignAcc,RMSE_rel_ar2,RMSE_rel_mean
2007-2019,nowcast M2,bbvar/-,230,2.016667274605444,1.4434480240922551,0.6102891565843284,0.646014362159775,0.717391304347826,230,0.8913043478260869,0.836277026838728,0.7452145955628497
2007-2019,nowcast M2,cbvar/authors,230,2.038042823116733,1.5005976741002616,0.013665996951364534,0.5762519281875718,0.7086956521739131,230,0.908695652173913,0.8451410969712514,0.7531134547050405
2007-2019,nowcast M2,diag3/gaussian,230,2.2661088588058633,1.585948654046632,0.9976482559019265,0.5794605887848796,0.6826086956521739,230,0.8913043478260869,0.9397161360224089,0.8373901922154212
2007-2019,nowcast M2,diag3/gaussian_ar1,230,2.179637856110299,1.5817521179296798,0.5721256522553467,0.5937669821548308,0.6826086956521739,230,0.9,0.9038581073071078,0.8054367539298238
2007-2019,nowcast M2,diag3/student_t,230,2.297335590235954,1.5643307851246409,0.9904624268228214,0.5725638140431545,0.7,230,0.8913043478260869,0.9526653212683274,0.8489293371831886
2007-2019,nowcast M2,diag3/student_t_ar1,230,2.198760783618643,1.5764293180892017,0.5911343494747516,0.5751880293225808,0.6565217391304348,230,0.908695652173913,0.9117880544840704,0.8125032070173299
2007-2019,nowcast M2,diag3/student_t_ar1_shared,230,2.1261726239120784,1.4846544440812335,0.6379407670832635,0.5830620196909676,0.6869565217391305,230,0.8913043478260869,0.8816870005583666,0.7856798649819104
2007-2019,nowcast M2,diag4/gaussian,230,1.8075555314715808,1.3571458337574331,0.5364756767400246,0.7226127540991267,0.7652173913043478,230,0.9130434782608695,0.7495620049671775,0.6679419958389152
2007-2019,nowcast M2,diag4/gaussian_ar1,230,1.8228908295374664,1.3914916799668489,0.43704908423005945,0.7115073688559366,0.7521739130434782,230,0.9130434782608695,0.7559212877470965,0.6736088145997049
2007-2019,nowcast M2,diag4/student_t,230,1.8279240174777955,1.344970840375673,0.5954950518202118,0.722605551754969,0.7478260869565218,230,0.9130434782608695,0.758008463702824,0.6754687174020043
2007-2019,nowcast M2,diag4/student_t_ar1,230,1.8156677772826626,1.3542210257218619,0.43000084054148857,0.7093924333248522,0.7739130434782608,230,0.9130434782608695,0.7529260129487142,0.670939696082945
2007-2019,nowcast M2,diag4/student_t_ar1_shared,230,1.841945383644532,1.3579112200523042,0.5742760063398302,0.7125922099399259,0.7391304347826086,230,0.9130434782608695,0.7638228816575309,0.6806500018155313
2007-2019,nowcast M2,fed_overlap/gaussian,230,1.7291378276972647,1.2918590154390763,0.4766163502734499,0.7454026925179628,0.782608695652174,230,0.9043478260869565,0.7170435399780853,0.6389644752835834
2007-2019,nowcast M2,fed_overlap/gaussian_ar1,230,1.839392314497146,1.4049450266491805,0.4993521461119098,0.7086927052811859,0.7521739130434782,230,0.908695652173913,0.762764168054759,0.6797065718228541
2007-2019,nowcast M2,fed_overlap/student_t,230,1.7595502136842556,1.28452654556173,0.5797407097411703,0.7554950313070854,0.8043478260869565,230,0.9173913043478261,0.7296550302583789,0.6502026969817218
2007-2019,nowcast M2,fed_overlap/student_t_ar1,230,1.7948583283406994,1.3215315060977213,0.523458020211984,0.7253265491123095,0.7695652173913043,230,0.9130434782608695,0.744296694513058,0.6632500264619586
2007-2019,nowcast M2,fed_overlap/student_t_ar1_shared,230,1.7892146725476752,1.346247614410629,0.6682796273603855,0.7475319112776793,0.7565217391304347,230,0.9130434782608695,0.7419563681010003,0.6611645388248781
2007-2019,nowcast M2,lbvar/-,230,2.0642764590203404,1.449508333793355,-0.1157554351812007,0.5746249421235538,0.7565217391304347,230,0.8956521739130435,0.8560197318917941,0.7628075121314818
2007-2019,nowcast M2,nyfed,230,2.042385603109908,1.4440107460516372,0.3495854074487562,0.5904887017158562,0.7130434782608696,230,0.908695652173913,0.8469419726965829,0.7547182325863426
2007-2019,nowcast M2,qbvar/-,230,2.4475573975144345,1.811166806546313,0.24093453434412895,0.3184706199692664,0.6478260869565218,230,0.8695652173913043,1.0149597056415587,0.9044404692204036
2007-2019,nowcast M2,ar2,230,2.41148233167279,1.6899355488543675,0.3214885369831951,0.337197759916473,0.6956521739130435,230,0.8695652173913043,1.0,0.8911097299657866
2007-2019,nowcast M2,mean,230,2.7061564368345263,1.7692838246808218,0.8782186954806628,-0.41649470305457675,0.6956521739130435,230,0.8478260869565217,1.1221962530230638,1.0
2007-2019,nowcast M3,bbvar/-,184,1.7371417363319923,1.225219976001503,0.3412574045840935,0.7322624006930317,0.7608695652173914,184,0.9402173913043478,0.7203626224070142,0.6419221419305604
2007-2019,nowcast M3,cbvar/authors,184,1.5607472367724566,1.1785989948874565,-0.05843617620252593,0.7866032986617362,0.8152173913043478,184,0.9347826086956522,0.6472148753790794,0.5767394728288917
2007-2019,nowcast M3,diag3/gaussian,184,2.222495284311089,1.5679735228884184,1.0163540117931162,0.6138855781602384,0.6956521739130435,184,0.8913043478260869,0.9216303412720402,0.8212737645392035
2007-2019,nowcast M3,diag3/gaussian_ar1,184,2.0582769538524937,1.533551703220362,0.5574589054161964,0.6437974217559309,0.717391304347826,184,0.9130434782608695,0.8535318409008263,0.7605905282623361
2007-2019,nowcast M3,diag3/student_t,184,2.253337628911019,1.5540348137928721,1.0035814849769868,0.6144314931252445,0.6793478260869565,184,0.8913043478260869,0.9344201279500689,0.8326708678921817
2007-2019,nowcast M3,diag3/student_t_ar1,184,2.1408955991010905,1.5624173041041616,0.5555731473998615,0.6090864066780982,0.7010869565217391,184,0.9130434782608695,0.8877923636355238,0.7911204134249391
2007-2019,nowcast M3,diag3/student_t_ar1_shared,184,2.0409306967745047,1.4356444719492427,0.6257866539884744,0.6270578132492428,0.6956521739130435,184,0.9130434782608695,0.8463386482117652,0.7541806042675949
2007-2019,nowcast M3,diag4/gaussian,184,1.8808766507072363,1.4686407564360011,0.42764037635806285,0.691454024841309,0.7282608695652174,184,0.9130434782608695,0.7799670045280884,0.6950361867872483
2007-2019,nowcast M3,diag4/gaussian_ar1,184,1.9075195874712212,1.495030620493333,0.3483991490932013,0.6821438736141673,0.7880434782608695,184,0.9021739130434783,0.7910153694337949,0.7048814922549359
2007-2019,nowcast M3,diag4/student_t,184,1.865360356731528,1.4225527558472226,0.45761828158114803,0.689841992420857,0.7391304347826086,184,0.9130434782608695,0.7735326658759181,0.6893024850084043
2007-2019,nowcast M3,diag4/student_t_ar1,184,1.9164824139213759,1.4972100130237038,0.29294805614136843,0.6693056659696189,0.7771739130434783,184,0.9021739130434783,0.7947320984897932,0.7081935056803825
2007-2019,nowcast M3,diag4/student_t_ar1_shared,184,1.8754347475034978,1.4381651147460164,0.45032062111486304,0.688789437358424,0.7771739130434783,184,0.9130434782608695,0.777710341424128,0.6930252523380545
2007-2019,nowcast M3,fed_overlap/gaussian,184,1.8533332306942831,1.4349442566521107,0.2882137018620223,0.6888213150590571,0.7717391304347826,184,0.9021739130434783,0.7685452247990009,0.6848581277371324
2007-2019,nowcast M3,fed_overlap/gaussian_ar1,184,1.9164310324545928,1.4995581150142316,0.41860009166190176,0.681353311510215,0.7391304347826086,184,0.8913043478260869,0.7947107914845093,0.7081745188006576
2007-2019,nowcast M3,fed_overlap/student_t,184,1.8062942013022296,1.3531017222509951,0.3730361909180911,0.7053807713155326,0.782608695652174,184,0.9130434782608695,0.7490389531692089,0.6674758992924692
2007-2019,nowcast M3,fed_overlap/student_t_ar1,184,1.9090337434335376,1.4741306796493279,0.3667498042978842,0.6771077788197188,0.7880434782608695,184,0.9021739130434783,0.7916432637137693,0.7054410149572109
2007-2019,nowcast M3,fed_overlap/student_t_ar1_shared,184,1.8782404611282622,1.44760900724237,0.50168378148615,0.6945524090730185,0.7989130434782609,184,0.9021739130434783,0.7788738223204686,0.6940620414854128
2007-2019,nowcast M3,lbvar/-,184,1.7346955018153245,1.3116009468158654,-0.06505594244439135,0.7191912816054369,0.7717391304347826,184,0.9347826086956522,0.7193482112771715,0.641018190302572
2007-2019,nowcast M3,nyfed,184,1.812540140955074,1.3642510681117412,0.31499845092701706,0.7110291231302631,0.8260869565217391,184,0.9130434782608695,0.7516290362773492,0.669783947551553
2007-2019,nowcast M3,qbvar/-,184,2.339861384906528,1.7293307652871566,0.247754556731403,0.4058069757755416,0.6413043478260869,184,0.8858695652173914,0.970300032546131,0.8646437999879767
2007-2019,nowcast M3,ar2,184,2.41148233167279,1.6899355488543673,0.32148853698319513,0.3371977599164728,0.6956521739130435,184,0.8695652173913043,1.0,0.8911097299657866
2007-2019,nowcast M3,mean,184,2.7061564368345263,1.7692838246808218,0.8782186954806628,-0.41649470305457537,0.6956521739130435,184,0.8478260869565217,1.1221962530230638,1.0
2007-2019,backcast,bbvar/-,184,1.6331619472031869,1.1953494641693552,0.2357429092049154,0.76292423591761,0.7880434782608695,184,0.9293478260869565,0.6772440028910764,0.6034987205372155
2007-2019,backcast,cbvar/authors,184,1.4737439702271922,1.1353959192836576,-0.10271962117010582,0.8076762976088956,0.842391304347826,184,0.9239130434782609,0.6111361260544214,0.5445893482606924
2007-2019,backcast,diag3/gaussian,184,2.211092930462087,1.5683970743213853,1.0180057655611492,0.6226116734525476,0.6956521739130435,184,0.8913043478260869,0.9169019824119146,0.8170602779521756
2007-2019,backcast,diag3/gaussian_ar1,184,1.969675539472408,1.4864160597360667,0.5326347846681045,0.669666140344591,0.7554347826086957,184,0.9130434782608695,0.8167903673198754,0.7278498436610699
2007-2019,backcast,diag3/student_t,184,2.2379333583478926,1.5531633612896036,1.0013842004221833,0.6262445068503515,0.6956521739130435,184,0.8913043478260869,0.9280322434688915,0.8269785618771069
2007-2019,backcast,diag3/student_t_ar1,184,2.078987325453014,1.5255866462293166,0.5532636571735634,0.6243413045137566,0.7336956521739131,184,0.9130434782608695,0.8621200736772009,0.7682435860525746
2007-2019,backcast,diag3/student_t_ar1_shared,184,2.022706827894425,1.4282405405830645,0.6242800958766009,0.6360835371174424,0.7010869565217391,184,0.9130434782608695,0.8387815250926262,0.7474463783255807
2007-2019,backcast,diag4/gaussian,184,1.917180492790646,1.4996243998841947,0.35247459829613315,0.676804874847794,0.7391304347826086,184,0.9347826086956522,0.7950215797188702,0.7084514652202555
2007-2019,backcast,diag4/gaussian_ar1,184,1.915914447784064,1.506738413769878,0.2899740013453462,0.6763967830224015,0.7608695652173914,184,0.9021739130434783,0.7944965727594769,0.7079836264104404
2007-2019,backcast,diag4/student_t,184,1.8823203781478801,1.44951927646377,0.3685995669394703,0.67774828371418,0.75,184,0.9293478260869565,0.7805656933186641,0.6955696841937518
2007-2019,backcast,diag4/student_t_ar1,184,1.940373903224496,1.5317160818111675,0.20355682879483386,0.6625371475085009,0.7663043478260869,184,0.8913043478260869,0.8046394857384267,0.7170220748561789
2007-2019,backcast,diag4/student_t_ar1_shared,184,1.8716165502329611,1.4501031406407996,0.3623923850234686,0.6859181097757805,0.7880434782608695,184,0.9239130434782609,0.7761270010776582,0.6916143223494677
2007-2019,backcast,fed_overlap/gaussian,184,1.9270622519663545,1.4944370609236808,0.1804070449418337,0.660261994090869,0.7934782608695652,184,0.9130434782608695,0.7991193742769808,0.7121030498223887
2007-2019,backcast,fed_overlap/gaussian_ar1,184,1.945809477540702,1.5107592066980995,0.3652938089845371,0.6701650447741273,0.7663043478260869,184,0.9130434782608695,0.8068935243622285,0.7190306706055672
2007-2019,backcast,fed_overlap/student_t,184,1.8665487581253466,1.394541900414687,0.25703448841507626,0.6740460539595267,0.7880434782608695,184,0.9130434782608695,0.7740254753724712,0.6897416323458024
2007-2019,backcast,fed_overlap/student_t_ar1,184,1.9612363174753755,1.5166477853782894,0.27764020892934915,0.6584498032644166,0.7663043478260869,184,0.8967391304347826,0.8132907679712963,0.724731316630569
2007-2019,backcast,fed_overlap/student_t_ar1_shared,184,1.9229249366693724,1.4865282880255362,0.4042687310180979,0.6731601510736903,0.7554347826086957,184,0.9021739130434783,0.7974037012062549,0.7105741968556246
2007-2019,backcast,lbvar/-,184,1.7204828855731016,1.379552326624416,-0.092101578856479,0.7340947890707307,0.782608695652174,184,0.9130434782608695,0.7134544852251279,0.635766233671843
2007-2019,backcast,nyfed,184,1.7402738585317168,1.315561727402586,0.23119410310093008,0.7264799848667075,0.8315217391304348,184,0.9130434782608695,0.7216614592919405,0.6430795481163566
2007-2019,backcast,qbvar/-,184,1.7557404921501056,1.3111723674188052,0.2084070499816491,0.7149886490516663,0.7608695652173914,184,0.9293478260869565,0.7280752046531432,0.6487948990132473
2007-2019,backcast,ar2,184,2.41148233167279,1.6899355488543673,0.32148853698319513,0.3371977599164728,0.6956521739130435,184,0.8695652173913043,1.0,0.8911097299657866
2007-2019,backcast,mean,184,2.7061564368345263,1.7692838246808218,0.8782186954806628,-0.41649470305457537,0.6956521739130435,184,0.8478260869565217,1.1221962530230638,1.0
2007-2021,forecast,bbvar/-,264,6.846067327821957,3.2315700624719743,0.2088807270484384,-0.38300970239826365,0.7121212121212122,264,0.7954545454545454,1.0162566029355553,1.1115472314096422
2007-2021,forecast,cbvar/authors,264,7.294729329922698,3.490277946085611,-0.293275796979984,-0.30684396148098614,0.6477272727272727,264,0.7386363636363636,1.0828577186254624,1.1843932877502024
2007-2021,forecast,diag3/gaussian,264,6.30900108485926,2.8299188647603906,0.8395979529022961,-0.018579738445485154,0.7954545454545454,264,0.8446969696969697,0.9365324212281173,1.0243476076164757
2007-2021,forecast,diag3/gaussian_ar1,264,8.643124017045547,3.2911509742814067,0.08900816512808879,-0.40551391409164345,0.7462121212121212,264,0.8333333333333334,1.2830186195536422,1.4033225371351499
2007-2021,forecast,diag3/student_t,264,6.123805457729865,2.724465868834486,0.8343559070523632,0.09268636623322572,0.8143939393939394,264,0.8522727272727273,0.9090412690245476,0.9942787115995937
2007-2021,forecast,diag3/student_t_ar1,264,6.643668480786641,2.9798678449855105,0.5941867063793577,-0.06187234965052253,0.75,264,0.8409090909090909,0.9862117385080208,1.0786851710047844
2007-2021,forecast,diag3/student_t_ar1_shared,264,6.38511484369311,2.7986297137193854,0.6547469397844411,-0.02725589370617669,0.7954545454545454,264,0.8484848484848485,0.9478310407545123,1.0367056569684185
2007-2021,forecast,diag4/gaussian,264,6.060928888969348,2.7389548144801004,0.714811397017274,0.15218553038103994,0.7992424242424242,264,0.8598484848484849,0.8997076289779289,0.9840698905962912
2007-2021,forecast,diag4/gaussian_ar1,264,6.132217925573048,2.782916478100552,0.6204438249103877,0.10211688984004201,0.8106060606060606,264,0.8560606060606061,0.9102900481532417,0.9956445841352627
2007-2021,forecast,diag4/student_t,264,5.692197739242139,2.592163642733749,0.8552861437182665,0.46295432915958157,0.8181818181818182,264,0.8674242424242424,0.8449717568816327,0.9242016379210479
2007-2021,forecast,diag4/student_t_ar1,264,5.962693881372986,2.668459153129584,0.753571528209399,0.22966325081332328,0.8106060606060606,264,0.8712121212121212,0.8851252460814715,0.9681201715104902
2007-2021,forecast,diag4/student_t_ar1_shared,264,5.820949268112791,2.639322444928254,0.8733061391983862,0.35752519925318577,0.8181818181818182,264,0.8674242424242424,0.8640841297356221,0.9451061073927881
2007-2021,forecast,fed_overlap/gaussian,264,6.046350232310638,2.734264761080679,0.677597700550472,0.1588775583832506,0.7613636363636364,264,0.8522727272727273,0.8975435170313323,0.9817028578648419
2007-2021,forecast,fed_overlap/gaussian_ar1,264,6.111434707412786,2.772434514032048,0.6992208321061488,0.11608274796692428,0.7916666666666666,264,0.8598484848484849,0.9072049071994298,0.9922701609080854
2007-2021,forecast,fed_overlap/student_t,264,5.6207984927091506,2.552510601501301,0.8377035868716776,0.5106404227968747,0.7537878787878788,264,0.8598484848484849,0.8343729777199242,0.9126090503801763
2007-2021,forecast,fed_overlap/student_t_ar1,264,5.838147653732796,2.6583962553904747,0.8037199250993988,0.34886701434214606,0.7803030303030303,264,0.8522727272727273,0.8666371243395654,0.9478984868721635
2007-2021,forecast,fed_overlap/student_t_ar1_shared,264,5.758432157637111,2.64036561308045,0.9187056819104157,0.4278626064281481,0.7840909090909091,264,0.8674242424242424,0.8548038490613195,0.9349556490730799
2007-2021,forecast,lbvar/-,264,6.416413260147302,3.291324220260296,-0.4400596861040965,0.054475570877898824,0.7196969696969697,264,0.7310606060606061,0.9524770982441513,1.041787358110296
2007-2021,forecast,nyfed,265,6.785179781405341,2.9155143262680236,0.22758062502812204,-0.25011433330779964,0.660377358490566,265,0.8264150943396227,1.0072182210267233,1.1016613538092759
2007-2021,forecast,qbvar/-,264,6.230772872355209,3.1069560167510577,0.015100896448396699,0.04996061771372933,0.6477272727272727,264,0.7916666666666666,0.9249199240547394,1.0116462494697882
2007-2021,forecast,ar2,264,6.736553846780853,3.099519500181537,0.1387764793501801,-0.06899128068463124,0.7424242424242424,264,0.821969696969697,1.0,1.093766306854815
2007-2021,forecast,mean,264,6.159043119688139,2.8021555583101247,0.7123243072390774,-0.2284373538934905,0.7992424242424242,264,0.8371212121212122,0.9142720832894871,1.0
2007-2021,nowcast M1,bbvar/-,215,6.768095783627283,3.1554423991284217,0.2791537120098878,-0.014854114828141324,0.7395348837209302,215,0.8093023255813954,0.9201405931633195,1.0100437915872618
2007-2021,nowcast M1,cbvar/authors,215,7.653597451258385,3.644595168835111,-0.2267336890167615,-0.2677036813846474,0.6744186046511628,215,0.7302325581395349,1.0405268961574707,1.14219255106472
2007-2021,nowcast M1,diag3/gaussian,215,6.5122631075126005,2.85083706320322,0.904412889122116,0.2306537243425258,0.813953488372093,215,0.8697674418604651,0.8853594615309652,0.9718643369140741
2007-2021,nowcast M1,diag3/gaussian_ar1,215,6.107921466618809,2.8328858126736223,0.587522581567881,0.4013855433129046,0.7674418604651163,215,0.8558139534883721,0.8303881417998418,0.9115219929045598
2007-2021,nowcast M1,diag3/student_t,215,6.452923250856495,2.804787999955676,0.864933826137743,0.29857732809287196,0.8604651162790697,215,0.8697674418604651,0.8772920504529688,0.9630086918810696
2007-2021,nowcast M1,diag3/student_t_ar1,215,6.567141222455545,2.9515820889169184,0.7240555050509541,0.21172740926179806,0.7534883720930232,215,0.8511627906976744,0.8928202869757587,0.9800541292964784
2007-2021,nowcast M1,diag3/student_t_ar1_shared,215,6.412119554395403,2.781648856954815,0.7290047599584489,0.2767851101815257,0.7906976744186046,215,0.8511627906976744,0.8717446795726999,0.956919309933486
2007-2021,nowcast M1,diag4/gaussian,215,5.676099922388515,2.5114663556071717,0.7258734586785336,0.6390349323540538,0.8418604651162791,215,0.8883720930232558,0.7716808562425125,0.8470786570288258
2007-2021,nowcast M1,diag4/gaussian_ar1,215,5.789299556779852,2.575224436240535,0.6677961112850014,0.5706522127883573,0.8465116279069768,215,0.8883720930232558,0.7870706471179149,0.8639721218352061
2007-2021,nowcast M1,diag4/student_t,215,5.5997230735506385,2.479436879507717,0.7932961081634379,0.7175428428531286,0.8465116279069768,215,0.8883720930232558,0.7612972208389419,0.8356804788032287
2007-2021,nowcast M1,diag4/student_t_ar1,215,5.959146187765263,2.5706673185166236,0.7100879085324331,0.5172999605406812,0.8418604651162791,215,0.8883720930232558,0.8101617475955073,0.8893193599112141
2007-2021,nowcast M1,diag4/student_t_ar1_shared,215,5.613915864440104,2.501232035834383,0.8260607351730417,0.688308227944089,0.8232558139534883,215,0.8930232558139535,0.7632267684465966,0.8377985546670307
2007-2021,nowcast M1,fed_overlap/gaussian,215,5.666056021307451,2.5067036056213223,0.6630492406624388,0.6621892331549332,0.8837209302325582,215,0.9023255813953488,0.7703153612208905,0.8455797450372452
2007-2021,nowcast M1,fed_overlap/gaussian_ar1,215,5.766443723873126,2.5838627670138403,0.7243804345255638,0.595891378282964,0.827906976744186,215,0.8883720930232558,0.7839633359449684,0.8605612079139165
2007-2021,nowcast M1,fed_overlap/student_t,215,5.5678478674905225,2.4788502426267107,0.7734248439184063,0.7265333454809929,0.8372093023255814,215,0.8930232558139535,0.756963701936578,0.8309235493778993
2007-2021,nowcast M1,fed_overlap/student_t_ar1,215,5.747711067219681,2.5065368388190015,0.7562874231803742,0.6480571334802712,0.8325581395348837,215,0.8837209302325582,0.7814165815319586,0.8577656204757897
2007-2021,nowcast M1,fed_overlap/student_t_ar1_shared,215,5.554558156565006,2.4382459609722074,0.8566654526033829,0.7397291478382602,0.8232558139534883,215,0.8930232558139535,0.7551569304479778,0.8289402455888514
2007-2021,nowcast M1,lbvar/-,215,5.467268651221964,2.997260272510499,-0.22504345516585883,0.5771992112047505,0.772093023255814,215,0.772093023255814,0.7432896904160653,0.8159135057552123
2007-2021,nowcast M1,nyfed,215,5.1717371807292905,2.52000548004682,0.34345076846486094,0.757452783371002,0.7162790697674418,215,0.8930232558139535,0.703111402275495,0.7718095603424004
2007-2021,nowcast M1,qbvar/-,215,7.815197199148556,3.50277360211719,0.0786331171796314,-0.279586340133729,0.6651162790697674,215,0.7674418604651163,1.0624968109802502,1.1663090569914514
2007-2021,nowcast M1,ar2,215,7.355501793872043,3.37335917090815,0.05974051147366099,-0.08634492141240137,0.7441860465116279,215,0.813953488372093,1.0,1.0977059365622237
2007-2021,nowcast M1,mean,215,6.700794401192614,3.01977057972791,0.6934468710185887,-0.21964207101006758,0.7953488372093023,215,0.8325581395348837,0.9109907915154241,1.0
2007-2021,nowcast M2,bbvar/-,270,3.9669705374444244,2.118237900364715,0.32840679961977176,0.8195897198783085,0.7,270,0.8777777777777778,0.44278008677418373,0.5921152211500503
2007-2021,nowcast M2,cbvar/authors,270,4.398026702726278,2.460848411420581,-0.28443507833844883,0.7701301735355538,0.6962962962962963,270,0.8518518518518519,0.49089314545875934,0.6564552292808854
2007-2021,nowcast M2,diag3/gaussian,270,6.239805836272996,2.6922698755960934,0.8718487741426565,0.39100272007748776,0.7074074074074074,270,0.8888888888888888,0.6964664202973607,0.9313615964131473
2007-2021,nowcast M2,diag3/gaussian_ar1,270,4.242955781335218,2.34227992709656,0.8853287791885396,0.8296946844094434,0.7148148148148148,270,0.8962962962962963,0.47358464382468385,0.6333091403329798
2007-2021,nowcast M2,diag3/student_t,270,6.286819973592673,2.716395930719233,0.8122401643922146,0.4130759781585787,0.6888888888888889,270,0.8777777777777778,0.7017139822859179,0.9383789881617013
2007-2021,nowcast M2,diag3/student_t_ar1,270,5.712287682289065,2.720779930445099,0.6881642018760976,0.5403555897193321,0.6814814814814815,270,0.9037037037037037,0.6375865945484067,0.8526235454348099
2007-2021,nowcast M2,diag3/student_t_ar1_shared,270,5.5325143464250255,2.5368725997119697,0.6393412081133709,0.6695403964272718,0.6962962962962963,270,0.8888888888888888,0.6175208913872122,0.8257903417300523
2007-2021,nowcast M2,diag4/gaussian,270,3.8454712688559147,2.0324263042410577,0.6131512034557087,0.892886534882117,0.7925925925925926,270,0.9074074074074074,0.4292187416165065,0.5739800810952416
2007-2021,nowcast M2,diag4/gaussian_ar1,270,4.082665893486744,2.143426614196505,0.56454295094988,0.8528590478487741,0.762962962962963,270,0.9074074074074074,0.45569361847406614,0.6093840616121636
2007-2021,nowcast M2,diag4/student_t,270,4.396392355163142,2.133349027021733,0.5754402380259706,0.8697444651804704,0.7666666666666667,270,0.9074074074074074,0.4907107250074366,0.6562112844217926
2007-2021,nowcast M2,diag4/student_t_ar1,270,4.262401846535032,2.1345855554746613,0.43807575777702434,0.7788767513461489,0.7777777777777778,270,0.9074074074074074,0.47575514908942346,0.636211685508852
2007-2021,nowcast M2,diag4/student_t_ar1_shared,270,4.213997614881784,2.1390291181857335,0.5922524098995123,0.8605943760385751,0.7444444444444445,270,0.9074074074074074,0.47035242938445937,0.6289868064583448
2007-2021,nowcast M2,fed_overlap/gaussian,270,3.660056358502319,1.9179523186417289,0.47690143060954837,0.9131481061110278,0.7925925925925926,270,0.9,0.40852334463267076,0.5463048085888663
2007-2021,nowcast M2,fed_overlap/gaussian_ar1,270,4.069173534677754,2.14942716005926,0.6062083577167081,0.857671710991617,0.7666666666666667,270,0.9037037037037037,0.45418764615896,0.6073701744545426
2007-2021,nowcast M2,fed_overlap/student_t,270,4.254784334322521,2.060070458927532,0.5164481806246447,0.8949999664940184,0.7925925925925926,270,0.9111111111111111,0.47490490765540666,0.6350746856532317
2007-2021,nowcast M2,fed_overlap/student_t_ar1,270,4.0552121549911115,2.0392153592278435,0.6080635411575274,0.8794638603378393,0.774074074074074,270,0.9074074074074074,0.4526293232899626,0.6052862806260692
2007-2021,nowcast M2,fed_overlap/student_t_ar1_shared,270,3.7341914374225285,2.0153702340399806,0.7549358844279493,0.9141298126788665,0.7666666666666667,270,0.9074074074074074,0.41679805612030585,0.5573703076228206
2007-2021,nowcast M2,lbvar/-,270,3.8794881040903397,2.2763195336027313,-0.5908205062265474,0.8153824641774714,0.737037037037037,270,0.8555555555555555,0.4330155878785876,0.5790574785015333
2007-2021,nowcast M2,nyfed,270,3.672197504955205,2.000965083921247,0.0006512017392206342,0.8380469963671643,0.737037037037037,270,0.9037037037037037,0.4098784991086629,0.5481170120194462
2007-2021,nowcast M2,qbvar/-,270,7.224167965213412,3.5688772558537663,-0.15309808600814068,-0.02314715615794346,0.6259259259259259,270,0.7851851851851852,0.8063376544684725,1.078288777789385
2007-2021,nowcast M2,ar2,270,8.959234292457161,3.6115950899315488,-0.5166284096625307,-0.5107409967102718,0.6666666666666666,270,0.8148148148148148,1.0,1.3372670516052974
2007-2021,nowcast M2,mean,270,6.699659788747667,3.0123132083469684,0.6665804499779056,-0.313397098109573,0.6851851851851852,270,0.8333333333333334,0.7477937924213183,1.0
2007-2021,nowcast M3,bbvar/-,212,3.47796005337022,1.90872754402177,0.04548116593745431,0.9045852981429047,0.7358490566037735,212,0.9292452830188679,0.3846628690140179,0.5143497790277649
2007-2021,nowcast M3,cbvar/authors,212,2.785028643931475,1.7466900931896474,-0.15537147046277508,0.9395873385963672,0.7971698113207547,212,0.9150943396226415,0.30802455808047313,0.4118732951530154
2007-2021,nowcast M3,diag3/gaussian,212,6.139747758224287,2.6515505076837274,0.8409676413383869,0.4813868454065051,0.7169811320754716,212,0.8867924528301887,0.6790569619718224,0.9079971748579246
2007-2021,nowcast M3,diag3/gaussian_ar1,212,3.016128451481823,1.9338068570890958,0.445467513694889,0.9077350742694247,0.7452830188679245,212,0.9056603773584906,0.3335842291625957,0.446050264733703
2007-2021,nowcast M3,diag3/student_t,212,6.324183903334522,2.738783012222007,0.8184962072475511,0.43271932977748157,0.6650943396226415,212,0.8773584905660378,0.6994556254525145,0.9352731323233523
2007-2021,nowcast M3,diag3/student_t_ar1,212,5.561073255174308,2.6567551927735638,0.6116941356810891,0.5979759231599676,0.7216981132075472,212,0.9056603773584906,0.6150554808873094,0.8224179565214929
2007-2021,nowcast M3,diag3/student_t_ar1_shared,212,5.267187813379634,2.463644583440075,0.6332888143186335,0.7520135337630395,0.6981132075471698,212,0.9056603773584906,0.5825517098642217,0.7789557229917861
2007-2021,nowcast M3,diag4/gaussian,212,3.269472218554154,2.012653299763175,0.4205322157850428,0.9249336461751256,0.7547169811320755,212,0.9056603773584906,0.361604085283263,0.48351685681990136
2007-2021,nowcast M3,diag4/gaussian_ar1,212,3.4033800217733736,2.081660130617403,0.39719335429756153,0.9100220457129169,0.8066037735849056,212,0.8962264150943396,0.37641430707398077,0.5033202610968301
2007-2021,nowcast M3,diag4/student_t,212,4.13810797598737,2.1651780615094505,0.38493831981020615,0.8924927688513433,0.7452830188679245,212,0.9056603773584906,0.4576753217135504,0.611977967078614
2007-2021,nowcast M3,diag4/student_t_ar1,212,3.5051970891580355,2.064631474240735,0.39727417552104277,0.9018329803369863,0.7924528301886793,212,0.8962264150943396,0.38767528898687703,0.5183778193513617
2007-2021,nowcast M3,diag4/student_t_ar1_shared,212,4.0075431291854455,2.1365733444723314,0.3871816117355089,0.8879098414420221,0.7877358490566038,212,0.9056603773584906,0.4432348313707886,0.5926689471155215
