,PAYEMS,CPIAUCSL,DGORDER,RSAFS,HSN1F,HOUST,UNRATE,INDPRO,PPIFIS,USPRIV,GACDISA066MSFRBNY,WHLSLRIMSA,TTLCONS,GACDFSA066MSFRBPHI,IR,PERMIT,TCU,PCEPILFE,CPILFESL,BUSINV,JTSJOL,PCEC96,PCEPI,IQ,AMDMVS,AMTMUO,AMDMTI,DSPIC96,BOPTEXP,BOPTIMP,ISM_PMI,ISM_PRICES,ISM_EMP,ISM_NMI,ULCNFB,A261RX1Q020SBEA,GDPC1
2019-06-30,150838.0,255.213,224890.0,505251.0,729.0,1243.0,3.6,102.4375,118.2,128234.0,-5.9,686775.0,1381377.0,2.5,125.6,1299.0,77.9493,103.56,262.739,2034943.0,7194.0,13924.1,103.484,126.0,245105.0,1118522.0,425633.0,15562.1,212710.0,259526.0,51.7,47.9,54.5,55.1,103.755,20574.793,20602.275
2019-07-31,150937.0,255.802,228956.0,509091.0,648.0,1240.0,3.7,101.9408,118.5,128365.0,-2.0,686576.0,1413022.0,21.6,125.6,1379.0,77.4935,103.678,263.28,2041461.0,7042.0,13989.9,103.622,126.2,240495.0,1111328.0,428800.0,15581.4,212880.0,259276.0,51.2,45.1,51.7,53.7,,,
2019-08-31,151169.0,256.036,230355.0,512561.0,712.0,1375.0,3.6,102.639,118.6,128544.0,6.7,686027.0,1425986.0,11.2,124.9,1482.0,77.9497,103.797,263.877,2041891.0,7178.0,14043.6,103.67,125.5,240294.0,1105676.0,431399.0,15664.3,212620.0,259229.0,49.1,46.0,47.4,56.4,,,
2019-09-30,151365.0,256.43,226791.0,509282.0,712.0,1311.0,3.5,102.2917,118.3,128712.0,-3.0,682270.0,1438191.0,13.7,125.0,1469.0,77.6205,103.873,264.388,2040635.0,7124.0,14066.2,103.733,125.1,238488.0,1098202.0,433381.0,15697.5,211695.0,254001.0,47.8,49.7,46.3,52.6,102.651,20690.261,20843.322
2019-10-31,151460.0,257.155,226218.0,510648.0,722.0,1325.0,3.6,101.4281,118.8,128790.0,2.4,679933.0,1445140.0,5.5,124.5,1523.0,76.9099,104.028,264.97,2041358.0,7289.0,14067.2,103.917,125.1,236590.0,1092083.0,435344.0,15718.1,212297.0,251721.0,48.3,45.5,47.7,54.7,,,
2019-11-30,151667.0,257.879,218719.0,514215.0,713.0,1353.0,3.6,101.9372,118.6,128958.0,-3.2,680238.0,1464880.0,13.9,124.7,1535.0,77.252,104.092,265.548,2041379.0,6888.0,14142.8,104.024,125.2,234932.0,1080067.0,436812.0,15766.9,212837.0,249732.0,48.1,46.7,46.6,53.9,,,
2019-12-31,151794.0,258.63,222265.0,515866.0,700.0,1548.0,3.6,101.7003,119.0,129068.0,3.2,680111.0,1469334.0,3.3,125.0,1443.0,77.0416,104.322,266.02,2040343.0,6699.0,14165.7,104.307,125.0,233577.0,1072957.0,438169.0,15683.8,213425.0,255106.0,47.2,51.7,45.1,55.0,103.457,20851.695,20985.448
2020-01-31,152031.0,259.127,233656.0,515119.0,689.0,1581.0,3.6,101.0338,119.2,129250.0,13.0,675006.0,1491169.0,13.0,125.2,1490.0,76.519,104.507,266.716,2033887.0,7124.0,14230.7,104.49,125.8,232445.0,1078302.0,438586.0,15842.8,208926.0,250369.0,50.9,53.3,46.6,55.5,,,
2020-02-29,152293.0,259.25,240355.0,515330.0,707.0,1549.0,3.5,101.3735,118.6,129436.0,10.9,669257.0,1498377.0,36.4,124.3,1461.0,76.7764,104.711,267.37,2022505.0,6966.0,14181.4,104.573,124.3,235234.0,1087726.0,437984.0,15900.3,209459.0,246944.0,50.1,45.9,46.9,57.3,,,
2020-03-31,150895.0,258.076,204710.0,468324.0,626.0,1266.0,4.4,97.4078,118.0,128068.0,-13.4,663356.0,1501676.0,-19.4,121.3,1351.0,73.7887,104.632,267.054,2015653.0,5894.0,13249.1,104.271,122.5,221504.0,1075146.0,439340.0,15702.3,189827.0,231234.0,49.1,37.4,43.8,52.5,106.321,20711.233,20709.212
2020-04-30,130426.0,256.032,165166.0,401028.0,576.0,936.0,14.8,84.5619,116.6,108517.0,-80.0,661595.0,1458956.0,-58.7,118.2,1079.0,64.0847,104.293,265.746,1987105.0,4606.0,11798.6,103.838,118.2,177936.0,1066521.0,439668.0,18015.3,151836.0,203539.0,41.5,35.3,27.5,41.8,,,
2020-05-31,133040.0,255.802,184417.0,478449.0,707.0,1039.0,13.2,85.9604,117.2,111647.0,-43.3,653921.0,1448816.0,-42.9,119.0,1251.0,65.1874,104.402,265.412,1940682.0,5612.0,12780.5,103.942,118.2,185197.0,1069953.0,438760.0,17110.0,147067.0,200853.0,43.1,40.8,32.1,45.4,,,
2020-06-30,137671.0,257.042,202777.0,518038.0,901.0,1266.0,11.0,91.5934,117.5,116259.0,-0.3,645738.0,1461054.0,28.3,120.6,1333.0,69.5218,104.565,265.849,1917180.0,6129.0,13476.8,104.27,120.3,214651.0,1062420.0,438428.0,17050.2,160715.0,209621.0,52.6,51.3,42.1,57.1,107.332,18912.614,19077.992
2020-07-31,139255.0,258.352,223750.0,526304.0,981.0,1526.0,10.2,95.0256,118.2,117741.0,9.5,646477.0,1474614.0,29.5,122.1,1539.0,72.2103,104.937,267.389,1921722.0,6530.0,13683.5,104.578,121.5,229436.0,1061149.0,436134.0,17202.9,172709.0,231310.0,54.2,53.2,44.3,58.1,,,
2020-08-31,140821.0,259.316,226872.0,530735.0,1016.0,1396.0,8.4,95.9549,118.4,118821.0,6.9,650134.0,1490027.0,15.4,123.2,1534.0,73.0192,105.243,268.422,1932615.0,6429.0,13793.0,104.87,122.1,230760.0,1061781.0,435907.0,16542.0,176798.0,238255.0,56.0,59.5,46.4,56.9,,,
2020-09-30,141770.0,259.997,230481.0,541302.0,979.0,1473.0,7.8,95.9669,118.8,119841.0,10.5,654119.0,1512535.0,16.4,123.4,1650.0,73.1451,105.41,268.933,1945659.0,6511.0,13964.6,105.057,122.8,232666.0,1064471.0,435668.0,16633.7,182613.0,239138.0,55.4,62.8,49.6,57.8,104.121,20155.782,20558.879
2020-10-31,142460.0,260.319,236338.0,539114.0,1031.0,1543.0,6.9,96.7394,119.4,120655.0,9.0,661649.0,1538282.0,30.5,123.3,1612.0,73.8636,105.507,269.306,1965316.0,6798.0,14007.1,105.151,123.0,236221.0,1068989.0,436986.0,16573.6,185983.0,246563.0,59.3,65.5,53.2,56.6,,,
2020-11-30,142733.0,260.911,237115.0,533941.0,877.0,1543.0,6.7,97.0816,119.5,121050.0,-1.9,663130.0,1552457.0,32.4,123.4,1692.0,74.2637,105.605,269.981,1979283.0,6820.0,13970.3,105.258,124.0,236541.0,1074211.0,440676.0,16381.8,190262.0,254033.0,57.5,65.4,48.4,55.9,,,
2020-12-31,142548.0,262.045,241814.0,538548.0,874.0,1614.0,6.7,98.363,120.0,120870.0,5.7,666216.0,1577505.0,12.3,124.6,1755.0,75.3903,105.896,270.341,1992588.0,6773.0,14026.7,105.699,125.5,242130.0,1078561.0,439516.0,16397.7,196417.0,257805.0,60.7,77.6,51.5,57.2,107.625,20899.339,20791.917
2021-01-31,142863.0,262.687,249937.0,559230.0,899.0,1624.0,6.4,98.8822,121.2,121122.0,14.0,675500.0,1598697.0,25.5,126.5,1856.0,75.9401,106.281,270.387,2010292.0,7162.0,14204.7,106.147,128.9,248088.0,1085066.0,441377.0,18194.0,199099.0,260517.0,58.7,82.1,52.6,58.7,,,
2021-02-28,143380.0,263.579,251426.0,544891.0,772.0,1398.0,6.2,95.6149,122.0,121626.0,9.5,681252.0,1574677.0,29.3,128.0,1703.0,73.5725,106.501,270.793,2026338.0,7827.0,14074.1,106.5,131.0,240704.0,1100507.0,447481.0,16697.3,195855.0,259921.0,60.8,86.0,54.4,55.3,,,
2021-03-31,144232.0,264.961,253805.0,603581.0,852.0,1688.0,6.1,98.3856,122.8,122388.0,25.0,688629.0,1609846.0,37.9,129.9,1756.0,75.8472,106.933,271.459,2030053.0,8499.0,14680.0,107.054,134.3,244401.0,1114752.0,451494.0,20520.0,209126.0,273422.0,64.7,85.6,59.6,63.7,106.937,21068.587,21082.134
2021-04-30,144587.0,266.614,252613.0,608961.0,817.0,1489.0,6.1,98.5587,124.0,122694.0,22.6,693029.0,1614358.0,48.8,131.1,1710.0,76.1216,107.558,273.66,2033473.0,9346.0,14796.0,107.618,135.9,246491.0,1125862.0,455149.0,17420.7,208929.0,272682.0,60.7,89.6,55.1,62.7,,,
2021-05-31,145065.0,268.383,253009.0,605282.0,717.0,1600.0,5.8,99.4333,125.3,123136.0,31.9,702421.0,1626557.0,33.7,132.8,1705.0,76.931,108.099,275.465,2050150.0,9954.0,14771.4,108.175,139.0,245415.0,1138468.0,461840.0,16922.4,211736.0,276573.0,61.2,88.0,50.9,64.0,,,
2021-06-30,145820.0,270.654,258284.0,611950.0,714.0,1664.0,5.9,99.7987,126.2,123789.0,16.7,710180.0,1640276.0,32.0,134.2,1662.0,77.3367,108.603,277.651,2067735.0,10319.0,14892.6,108.76,140.6,248755.0,1153013.0,468953.0,16838.1,214132.0,284212.0,60.6,92.1,49.9,60.1,108.449,21363.939,21440.929
2021-07-31,146762.0,271.903,259416.0,601817.0,745.0,1600.0,5.4,100.2519,127.486,124723.0,35.8,718124.0,1661524.0,26.7,134.6,1666.0,77.7972,109.058,278.648,2094809.0,10983.0,14869.0,109.256,142.1,256148.0,1161328.0,475140.0,16949.3,216484.0,283920.0,59.5,85.7,52.9,64.1,,,
2021-08-31,147314.0,272.676,264287.0,605533.0,688.0,1596.0,5.1,100.0437,128.603,125178.0,20.7,727324.0,1665413.0,17.5,134.3,1740.0,77.7308,109.409,278.997,2114579.0,10872.0,14970.2,109.674,142.4,254207.0,1176513.0,482312.0,16917.1,218066.0,290490.0,59.9,79.4,49.0,61.7,,,
2021-09-30,147771.0,273.91,259192.0,609671.0,733.0,1576.0,4.7,98.8579,129.226,125669.0,28.4,737651.0,1673533.0,32.2,134.9,1649.0,76.8871,109.641,279.698,2139149.0,10834.0,14990.6,110.034,142.8,256668.0,1184047.0,490012.0,16728.5,214104.0,288525.0,61.1,81.2,50.2,61.9,110.544,21598.407,21617.828
2021-10-31,148572.0,276.55,263534.0,618573.0,689.0,1587.0,4.5,100.1861,130.045,126545.0,18.1,754406.0,1688747.0,21.5,136.9,1699.0,77.9838,110.188,281.668,2172723.0,11238.0,15085.5,110.762,145.5,261218.0,1191314.0,495805.0,16733.5,228792.0,294841.0,60.8,85.7,52.0,66.7,,,
2021-11-30,149230.0,278.919,268650.0,624874.0,782.0,1707.0,4.1,100.8654,131.475,127184.0,21.3,765960.0,1731869.0,44.0,137.9,1770.0,78.562,110.77,283.406,2209108.0,11199.0,15115.9,111.5,146.5,263885.0,1200818.0,502984.0,16686.4,231168.0,311609.0,61.1,82.4,53.3,69.1,,,
2021-12-31,149816.0,280.845,277487.0,619938.0,816.0,1711.0,3.9,100.5726,132.26,127754.0,34.4,785918.0,1762351.0,17.1,137.4,1886.0,78.3687,111.418,285.18,2265965.0,11520.0,15059.2,112.191,144.2,268645.0,1214534.0,509554.0,16610.8,236391.0,314278.0,58.7,68.2,54.2,62.0,111.499,21961.186,21988.737
2022-01-31,150006.0,282.543,280925.0,631509.0,809.0,1693.0,4.0,100.1856,133.529,127957.0,10.9,797574.0,1807763.0,18.3,140.1,1923.0,78.088,111.976,286.757,2306732.0,11210.0,15067.8,112.805,148.2,272185.0,1228227.0,515473.0,16206.1,232303.0,314559.0,57.6,76.1,54.5,59.9,,,
2022-02-28,150825.0,284.5,277036.0,638101.0,784.0,1730.0,3.9,100.8064,134.771,128793.0,-0.8,818934.0,1842072.0,15.9,142.6,1846.0,78.5777,112.468,288.273,2349427.0,11698.0,15077.9,113.471,153.0,272742.0,1237502.0,521948.0,16207.6,236825.0,318948.0,58.6,75.6,52.9,56.5,,,
2022-03-31,151315.0,287.674,277554.0,651027.0,710.0,1700.0,3.7,101.3907,137.037,129282.0,0.1,840531.0,1877402.0,20.8,146.8,1899.0,79.0253,112.914,289.056,2405153.0,12301.0,15156.8,114.469,159.0,276307.0,1243817.0,529861.0,16127.2,248590.0,344126.0,57.1,87.1,56.3,58.3,113.45,22024.08,21932.71
2022-04-30,151623.0,288.561,279157.0,660194.0,612.0,1807.0,3.7,101.44,137.773,129554.0,20.3,859427.0,1913147.0,16.8,147.5,1849.0,79.0418,113.307,290.514,2435750.0,11861.0,15235.4,114.812,160.6,278493.0,1249595.0,536438.0,16125.5,256488.0,336893.0,55.4,84.6,50.9,57.1,,,
2022-05-31,151924.0,291.298,278740.0,659847.0,639.0,1546.0,3.6,101.3335,139.013,129799.0,-4.8,877505.0,1923964.0,4.7,148.2,1711.0,78.9224,113.703,292.063,2478363.0,11535.0,15214.1,115.525,164.9,279631.0,1253866.0,542301.0,16103.0,259293.0,339120.0,56.1,82.2,49.6,55.9,,,
2022-06-30,152358.0,294.957,284763.0,666113.0,564.0,1556.0,3.6,101.018,140.273,130216.0,-1.1,892658.0,1920269.0,-1.9,148.5,1726.0,78.6259,114.376,294.05,2514765.0,11283.0,15223.6,116.638,166.7,281120.0,1262761.0,548079.0,16062.9,262589.0,340099.0,53.0,78.5,47.3,55.3,114.442,22009.298,21967.045
2022-07-31,153072.0,294.913,284460.0,659550.0,535.0,1382.0,3.5,101.223,139.837,130766.0,2.1,898404.0,1923856.0,-8.1,146.4,1707.0,78.7204,114.628,295.088,2532783.0,11576.0,15237.1,116.631,160.5,281868.0,1270557.0,552820.0,16270.4,265159.0,330994.0,52.8,60.0,49.9,56.7,,,
2022-08-31,153362.0,295.097,282368.0,663566.0,634.0,1532.0,3.6,101.0963,139.755,131056.0,-28.4,909478.0,1918061.0,4.1,144.6,1565.0,78.5438,115.276,296.535,2552630.0,10092.0,15319.8,116.956,158.3,283623.0,1274539.0,556941.0,16367.3,265548.0,332055.0,52.8,52.5,54.2,56.9,,,
2022-09-30,153582.0,296.349,282430.0,661854.0,552.0,1481.0,3.5,101.2918,140.2,131285.0,-8.9,912573.0,1917890.0,-8.3,143.1,1586.0,78.6087,115.788,298.226,2558913.0,10800.0,15330.5,117.371,156.8,284995.0,1277332.0,561776.0,16423.8,262383.0,329291.0,50.9,51.7,48.7,56.7,116.407,22203.236,22125.625
2022-10-31,153939.0,298.007,287071.0,668671.0,586.0,1446.0,3.6,101.2529,140.681,131646.0,-11.0,917391.0,1914367.0,-11.5,142.7,1583.0,78.4843,116.204,299.399,2571649.0,10447.0,15358.1,117.919,156.0,286020.0,1283660.0,565781.0,16476.3,260014.0,335012.0,50.2,46.6,50.0,54.4,,,
2022-11-30,154242.0,298.786,279095.0,659458.0,592.0,1434.0,3.6,100.9552,141.16,131863.0,-9.6,923239.0,1919538.0,-13.4,141.6,1424.0,78.1544,116.539,300.325,2580941.0,10632.0,15317.1,118.224,155.4,287239.0,1280862.0,568734.0,16502.7,255904.0,318512.0,49.0,43.0,48.4,56.5,,,
2022-12-31,154342.0,298.832,293358.0,651763.0,615.0,1296.0,3.5,99.7664,140.694,131977.0,-9.8,924269.0,1926876.0,-11.4,141.8,1398.0,77.1334,116.952,301.394,2593136.0,10902.0,15303.6,118.384,150.8,287916.0,1291737.0,572429.0,16578.2,253566.0,321940.0,48.4,39.4,51.4,49.6,115.899,22073.864,22278.345
2023-01-31,154776.0,300.42,288874.0,680253.0,653.0,1358.0,3.5,100.505,141.203,132292.0,-20.9,917045.0,1957618.0,-12.4,141.3,1418.0,77.601,117.505,302.642,2591740.0,10318.0,15501.5,119.018,151.1,290433.0,1295691.0,574668.0,16906.9,259478.0,325685.0,47.4,44.5,50.6,55.2,,,
2023-02-28,155066.0,301.45,280693.0,672152.0,633.0,1395.0,3.6,100.6416,141.135,132528.0,-9.8,913788.0,1971178.0,-22.2,141.0,1605.0,77.6078,117.929,304.123,2588252.0,9857.0,15491.8,119.369,151.7,285971.0,1295662.0,574535.0,16998.2,253972.0,319910.0,47.7,51.3,49.1,55.1,,,
2023-03-31,155134.0,301.821,289270.0,665071.0,639.0,1366.0,3.5,101.0205,140.736,132554.0,-10.3,913613.0,2000432.0,-25.0,139.9,1472.0,77.8036,118.315,305.147,2585438.0,9655.0,15494.0,119.538,151.1,287778.0,1302209.0,568291.0,17098.8,259516.0,313636.0,46.3,49.2,46.9,51.2,116.544,22245.109,22439.607
2023-04-30,155375.0,302.845,290168.0,670494.0,656.0,1343.0,3.4,101.253,140.934,132733.0,5.6,909596.0,2028917.0,-25.5,140.3,1482.0,77.888,118.734,306.534,2585390.0,9966.0,15541.8,119.951,151.0,285986.0,1311484.0,573324.0,17135.3,253572.0,322580.0,47.1,53.2,50.2,51.9,,,
2023-05-31,155655.0,303.334,289707.0,673902.0,736.0,1609.0,3.6,100.9286,140.614,132933.0,-24.6,904320.0,2053902.0,-8.1,139.7,1579.0,77.5496,119.083,307.652,2580863.0,9368.0,15535.2,120.15,147.9,290265.0,1315948.0,573964.0,17196.7,253327.0,316314.0,46.9,44.2,51.4,50.3,,,
2023-06-30,155880.0,304.014,303971.0,677117.0,687.0,1420.0,3.6,100.1196,140.698,133088.0,6.1,900285.0,2074232.0,-12.1,139.4,1447.0,76.8467,119.39,308.322,2577918.0,9180.0,15584.1,120.469,147.0,291297.0,1333562.0,574609.0,17216.3,252366.0,314764.0,46.0,41.8,48.1,53.9,117.231,22333.618,22580.499
2023-07-31,156043.0,304.609,293278.0,678424.0,727.0,1464.0,3.5,100.9067,141.485,133206.0,-8.6,897870.0,2083615.0,-16.1,139.4,1530.0,77.3773,119.556,308.96,2573912.0,8657.0,15658.4,120.607,147.5,292056.0,1339736.0,575191.0,17250.6,256138.0,318192.0,46.4,42.6,44.4,52.7,,,
2023-08-31,156261.0,306.082,289128.0,684755.0,645.0,1321.0,3.7,100.8393,142.409,133354.0,-15.4,896031.0,2108452.0,10.5,140.3,1596.0,77.2588,119.689,309.58,2580885.0,9254.0,15668.6,120.97,149.2,292969.0,1340742.0,576655.0,17275.3,261184.0,319263.0,47.6,48.4,48.5,54.5,,,
2023-09-30,156417.0,307.276,298229.0,689403.0,682.0,1369.0,3.7,101.0211,142.744,133469.0,-5.3,897170.0,2117176.0,-15.2,141.0,1530.0,77.3375,120.058,310.539,2587291.0,9259.0,15688.7,121.419,150.0,291755.0,1352106.0,576706.0,17282.2,263997.0,323094.0,49.0,43.8,51.2,53.6,117.571,22467.378,22840.989
2023-10-31,156576.0,307.696,285976.0,686148.0,689.0,1380.0,3.9,100.4689,142.249,133583.0,-6.5,892844.0,2139594.0,-14.6,140.1,1524.0,76.859,120.241,311.457,2583446.0,8580.0,15730.9,121.484,148.6,289063.0,1353877.0,577415.0,17341.3,263456.0,327614.0,46.7,45.1,46.8,51.8,,,
2023-11-30,156703.0,308.148,298570.0,685328.0,607.0,1522.0,3.7,100.8639,142.334,133667.0,-6.5,890388.0,2170325.0,-3.9,139.4,1513.0,77.1081,120.374,312.392,2577995.0,8602.0,15786.9,121.493,147.5,291182.0,1366160.0,577227.0,17427.1,257881.0,322143.0,46.7,49.9,45.8,52.7,,,
2023-12-31,156857.0,308.741,304324.0,686277.0,634.0,1504.0,3.8,100.6031,142.165,133766.0,-13.6,895920.0,2174846.0,-7.2,138.4,1501.0,76.858,120.592,313.195,2591108.0,8520.0,15851.3,121.66,146.5,291013.0,1384271.0,577559.0,17481.7,262726.0,324009.0,47.4,45.2,48.1,50.6,117.93,22784.761,23033.78
2024-01-31,157032.0,309.698,280614.0,680456.0,683.0,1378.0,3.7,99.2223,142.576,133892.0,-29.7,889437.0,2191633.0,-14.7,139.4,1548.0,75.7542,121.217,314.319,2585336.0,8378.0,15793.7,122.23,147.5,289033.0,1380645.0,577746.0,17575.4,261614.0,325539.0,49.1,52.9,47.1,53.4,,,
2024-02-29,157238.0,310.967,282623.0,685280.0,653.0,1555.0,3.9,100.285,143.356,134027.0,-7.2,892709.0,2220925.0,-1.0,139.7,1570.0,76.5157,121.537,315.564,2594839.0,8440.0,15863.1,122.598,148.6,289552.0,1378596.0,578978.0,17596.2,268482.0,331735.0,47.8,52.5,45.9,52.6,,,
2024-03-31,157466.0,312.345,287423.0,687641.0,681.0,1297.0,3.9,100.4575,143.521,134170.0,-4.7,887937.0,2214113.0,1.8,140.5,1477.0,76.5964,122.009,316.792,2590962.0,8206.0,15916.3,123.038,148.8,289373.0,1381402.0,578871.0,17617.0,265484.0,327409.0,50.3,55.8,47.4,51.4,119.531,22889.375,23082.119
2024-04-30,157530.0,313.023,286972.0,687602.0,706.0,1379.0,3.9,100.2434,144.197,134233.0,-19.7,888010.0,2220689.0,17.6,141.7,1456.0,76.3803,122.304,317.649,2599646.0,7529.0,15945.2,123.341,149.8,293016.0,1380072.0,579745.0,17638.6,267602.0,338472.0,49.2,60.9,48.6,49.4,,,
2024-05-31,157608.0,313.175,286829.0,692774.0,670.0,1329.0,3.9,100.863,144.224,134278.0,-7.0,893110.0,2232845.0,7.5,141.5,1405.0,76.7961,122.383,318.095,2611183.0,7782.0,16019.2,123.348,148.8,291440.0,1380206.0,580549.0,17713.3,266462.0,336761.0,48.7,57.0,51.1,53.8,,,
2024-06-30,157695.0,313.044,281128.0,692449.0,683.0,1318.0,4.1,100.894,144.869,134356.0,-6.5,894462.0,2238643.0,2.9,141.6,1459.0,76.7586,122.677,318.39,2618815.0,7416.0,16064.4,123.539,148.4,293806.0,1372271.0,579850.0,17751.1,269277.0,340621.0,48.5,52.1,49.3,48.8,119.844,23058.073,23286.508
2024-07-31,157748.0,313.569,293234.0,698835.0,732.0,1269.0,4.2,99.9757,144.922,134348.0,-16.7,896740.0,2240441.0,9.9,141.8,1448.0,75.9946,122.911,318.94,2628273.0,7426.0,16123.8,123.736,149.2,296700.0,1373533.0,580142.0,17743.2,271296.0,348297.0,46.8,52.9,43.4,51.4,,,
2024-08-31,157757.0,314.062,289926.0,697039.0,687.0,1394.0,4.2,100.4309,145.409,134321.0,0.1,898441.0,2245978.0,-3.0,141.4,1492.0,76.2697,123.128,319.75,2635958.0,7520.0,16145.7,123.889,148.2,294296.0,1373875.0,579921.0,17752.9,275804.0,346965.0,47.2,54.0,46.0,51.5,,,
2024-09-30,157912.0,314.732,292469.0,703055.0,715.0,1357.0,4.1,99.8084,145.803,134463.0,3.8,895719.0,2263103.0,-1.6,140.9,1421.0,75.7216,123.466,320.732,2637086.0,6943.0,16227.8,124.164,147.3,293744.0,1377419.0,578908.0,17769.9,273291.0,356592.0,47.2,48.3,43.9,54.9,120.171,23164.814,23478.57
2024-10-31,157945.0,315.631,293266.0,708290.0,632.0,1370.0,4.1,99.4695,146.294,134459.0,-14.0,898061.0,2263823.0,7.6,141.1,1435.0,75.3852,123.832,321.731,2640959.0,7379.0,16247.7,124.494,148.8,292248.0,1383277.0,579163.0,17810.5,269813.0,345601.0,46.5,54.8,44.4,56.0,,,
2024-11-30,158079.0,316.528,288340.0,711853.0,669.0,1300.0,4.2,99.2925,146.447,134575.0,16.8,898579.0,2262637.0,-1.5,141.3,1512.0,75.1681,123.962,322.657,2646596.0,7566.0,16299.5,124.637,148.8,292079.0,1384359.0,582868.0,17851.4,276655.0,356410.0,48.4,50.3,48.1,52.1,,,
2024-12-31,158316.0,317.604,290559.0,717265.0,702.0,1494.0,4.1,100.3273,147.052,134787.0,2.2,891703.0,2258822.0,-9.6,141.4,1467.0,75.8651,124.196,323.259,2638369.0,7295.0,16415.5,124.979,149.5,294382.0,1385403.0,584782.0,17867.9,270627.0,367476.0,49.3,52.5,45.3,54.1,121.032,23376.851,23586.542
2025-01-31,158268.0,318.961,291195.0,711260.0,665.0,1353.0,4.0,100.0647,147.975,134711.0,-7.4,900015.0,2261053.0,32.9,141.8,1463.0,75.5781,124.587,324.638,2649512.0,7431.0,16316.5,125.417,151.6,295416.0,1386036.0,584988.0,17889.8,274827.0,399532.0,50.9,54.9,50.3,52.8,,,
2025-02-28,158310.0,319.679,293985.0,711575.0,641.0,1491.0,4.2,101.0993,148.233,134751.0,4.3,903141.0,2265811.0,13.4,142.1,1446.0,76.2685,125.145,325.465,2653219.0,7242.0,16297.0,125.921,152.6,298780.0,1386126.0,585250.0,17910.5,280533.0,397602.0,50.3,62.4,47.6,53.5,,,
2025-03-31,158377.0,319.785,316215.0,723339.0,656.0,1346.0,4.2,101.0404,148.055,134818.0,-15.7,906371.0,2256260.0,10.2,141.6,1492.0,76.1318,125.267,325.69,2656006.0,6952.0,16423.9,125.941,152.5,299460.0,1407831.0,585917.0,18029.1,283369.0,416352.0,49.0,69.4,44.7,50.8,123.17,23433.406,23548.21
2025-04-30,158485.0,320.302,295229.0,722442.0,701.0,1400.0,4.2,101.1279,147.655,134917.0,-8.6,907978.0,2263809.0,-12.9,141.7,1445.0,76.1048,125.502,326.467,2654533.0,7098.0,16446.9,126.15,152.6,300325.0,1407699.0,586659.0,18132.9,290598.0,350939.0,48.7,69.8,46.5,51.6,,,
2025-05-31,158498.0,320.62,344069.0,714513.0,622.0,1289.0,4.3,100.9655,148.153,134937.0,-6.9,905131.0,2244426.0,-0.7,141.0,1416.0,75.8894,125.79,326.893,2654351.0,7310.0,16423.9,126.38,151.6,301096.0,1455660.0,587721.0,17980.9,282229.0,348977.0,48.5,69.4,46.8,49.9,,,
2025-06-30,158478.0,321.435,311761.0,720164.0,665.0,1379.0,4.1,101.4785,148.393,134892.0,-14.9,906960.0,2237719.0,-1.4,140.8,1399.0,76.181,126.121,327.658,2660978.0,7204.0,16466.3,126.743,152.3,303282.0,1469146.0,589158.0,17962.1,281048.0,339745.0,49.0,69.7,45.0,50.8,122.27,23583.174,23770.976
2025-07-31,158542.0,322.169,303032.0,727727.0,648.0,1432.0,4.3,101.894,149.597,134957.0,3.1,908006.0,2242633.0,11.4,141.2,1400.0,76.3997,126.43,328.682,2664749.0,7089.0,16547.5,126.96,152.8,307976.0,1469267.0,590865.0,18040.9,284172.0,359235.0,48.0,64.8,43.4,50.1,,,
2025-08-31,158472.0,323.291,312138.0,731700.0,698.0,1291.0,4.3,101.6247,149.327,134937.0,9.1,907383.0,2242024.0,0.7,141.0,1347.0,76.1055,126.714,329.7,2663591.0,6919.0,16595.8,127.293,153.0,307521.0,1478883.0,590387.0,18076.9,284741.0,344383.0,48.7,63.7,43.8,52.0,,,
2025-09-30,158548.0,324.245,314147.0,732192.0,714.0,1319.0,4.4,101.668,150.245,135005.0,-7.0,911532.0,2245799.0,19.5,140.8,1444.0,76.0461,126.954,330.418,2670511.0,7169.0,16614.3,127.625,153.0,307795.0,1490136.0,589792.0,18094.6,292352.0,351743.0,49.1,61.9,45.3,50.0,122.57,23788.41,24026.834
2025-10-31,158408.0,,307570.0,731051.0,652.0,1273.0,,101.2195,150.439,135018.0,7.8,913477.0,2241141.0,-10.1,,1418.0,75.6194,127.243,,2676595.0,7170.0,16649.3,127.871,,309345.0,1493279.0,590717.0,18037.3,301158.0,338534.0,48.7,58.0,46.0,52.4,,,
2025-11-30,158449.0,325.063,324305.0,734718.0,757.0,1319.0,4.5,101.0344,151.054,135090.0,13.5,915713.0,2220726.0,0.6,141.2,1414.0,75.3901,127.469,331.043,2677084.0,6846.0,16665.7,128.152,153.7,308454.0,1514119.0,592088.0,18035.1,289504.0,353372.0,48.2,58.5,44.0,52.6,,,
2025-12-31,158432.0,326.031,321342.0,734717.0,723.0,1378.0,4.4,101.4941,151.592,135083.0,-3.7,914350.0,2215955.0,-8.8,141.4,1482.0,75.6422,127.886,331.814,2676717.0,6550.0,16680.7,128.576,154.6,312260.0,1528230.0,593522.0,18018.5,285282.0,361360.0,47.9,58.5,44.9,54.4,123.216,23885.347,24055.749
