,PAYEMS,CPIAUCSL,DGORDER,RSAFS,HSN1F,HOUST,UNRATE,INDPRO,PPIFIS,USPRIV,GACDISA066MSFRBNY,WHLSLRIMSA,TTLCONS,GACDFSA066MSFRBPHI,IR,PERMIT,TCU,PCEPILFE,CPILFESL,BUSINV,JTSJOL,PCEC96,PCEPI,IQ,AMDMVS,AMTMUO,AMDMTI,DSPIC96,BOPTEXP,BOPTIMP,ISM_PMI,ISM_PRICES,ISM_EMP,ISM_NMI,ULCNFB,A261RX1Q020SBEA,GDPC1
2010-05-31,522.0,-0.05199071645752246,3.746415390719616,-0.8643324416083656,-41.021571086676225,-16.414710587185695,-0.3000000000000007,1.3418531682922519,0.1970443987298517,95.0,18.3,0.4723454846177759,-0.7521611446962526,22.2,-0.7861675711400232,-62.0,1.1240999999999985,0.1103992885994304,0.06337939114428388,0.3171543798581919,-165.0,0.2489116940449107,0.03210646087064263,0.4886003205626209,1.0500651241942538,0.6652830694811208,0.8136999874834214,0.7459794312588665,2.4588810623605175,2.265702586081519,59.7,77.5,57.1,55.4,,,
2010-06-30,-132.0,-0.041888287772799446,-2.2711366774338737,-0.09864806806560752,8.552217343816192,-8.405302527969035,-0.1999999999999993,0.1847502209251882,-0.19704439872986138,124.0,19.9,0.539067628767131,-0.18281385189837673,15.0,-1.190962866109522,12.0,0.27720000000000766,0.04791326676279857,0.10494034742975897,0.723052806646973,-187.0,0.24211589202804817,-0.042072631267197624,-0.7337986452912797,-0.1299957379596601,0.06309047275831194,1.2269891638003236,0.03189207748102546,-0.3337812921946343,2.397722856128772,56.2,57.0,55.9,53.8,3.4697558694281807,3.831909405603194,3.851739929043594
2010-07-31,-95.0,0.18675086613587766,0.9856098308777156,0.31579216248838565,-7.486487896417398,1.848481467410316,0.0,0.3789845743598986,0.1970443987298517,76.0,5.2,1.241873506313011,-2.7441895090002,7.7,0.0,-8.0,0.40909999999999513,0.0022279654220762513,0.0763743464524922,0.88891494867711,281.0,0.27410195944595295,0.08523403899910696,-0.16380020042383583,2.164502887633244,-0.058455354606541776,0.5428355639987918,0.07888918073543241,2.2419162823795133,-1.1822603425903158,55.5,57.5,59.5,54.3,,,
2010-08-31,0.0,0.14602967272386344,2.235551938961835,0.452354387887711,-0.35398267051240623,9.264262237054439,0.09999999999999964,0.36579355962980564,0.19665689720408472,149.0,10.0,1.3091586120250827,0.29168591545570965,3.6,0.3985656930203611,1.0,0.3873999999999995,0.09575558563577477,0.065933274304572,0.8698655637267879,-83.0,0.24174879581085676,0.13710749604717737,0.8163310639160836,-0.2876029644118669,0.5065456796044212,0.4277722016272916,0.2958770292885509,0.6231739555200841,2.5349485904572147,56.3,61.5,62.1,51.5,,,
2010-09-30,-74.0,0.1613946310657675,5.176464277591289,0.852910995769097,11.699470293916704,-0.8382278752804388,0.0,0.2943425265869447,0.29426210541975784,99.0,9.8,1.4273867236103885,0.7079354533198101,4.5,0.0,-17.0,0.31929999999999836,0.056742008965633486,0.09115112765038781,1.074166864915461,-81.0,0.09390454898416381,0.09939590202841708,0.5674924026024651,1.063362056388916,1.4631787780506267,1.003418344674172,-0.011913602568362215,0.5284605021036202,-0.21854566615577697,54.4,70.5,57.9,53.2,-0.19443217351452644,5.997419993806741,3.0725090820010665
2010-10-31,279.0,0.3475798701795249,-4.489890770524639,1.1394912070903902,-8.557850670578816,-8.976999942870949,-0.09999999999999964,-0.2837691245094572,0.391007340784304,229.0,15.1,1.9921716663324378,-0.7900109449230259,0.3,1.1076062599206637,-5.0,-0.12760000000000105,0.15226539349400336,0.0536590767731869,1.185305668084413,317.0,0.254065177314327,0.3185049503940525,0.8051573287548556,-0.187588870604818,0.44809495419346645,0.8131521695324285,0.020649342471236398,3.470729171763874,0.8861180918537092,56.9,71.0,59.5,54.3,,,
2010-11-30,129.0,0.25306368592334977,2.119648474617382,0.9040604287471783,-1.3841051411871355,0.36764747293086275,0.40000000000000036,0.0869184552610764,0.2922554442601867,139.0,-7.5,0.8127506909193616,0.34618037553045544,19.1,1.6387413153092962,2.0,0.13309999999999889,0.12985357229389297,0.1437005150667607,0.7695512040901097,-24.0,0.25429407810910976,0.19896347725341018,1.5121657024085005,0.22147151377512256,0.9099853314077326,1.0487492351677712,0.10000953305235775,0.8457056576216305,-0.25414102953644935,56.6,69.5,60.5,55.0,,,
2010-12-31,81.0,0.4008531438849716,-1.919916442307331,0.701111366346074,12.741516560708652,-1.1070223754246922,-0.5,0.9737829134777881,0.29140380018494977,102.0,11.8,1.580235558352462,-1.8520233205784613,15.4,1.3835731852650226,72.0,0.7836999999999961,0.021071426668997112,0.08729066544210141,1.1443073656687344,-153.0,0.13257049108777103,0.2259640077360123,0.7083854888405042,1.2912683431973513,0.13578639282857421,0.7030608233310601,0.5971772533385036,1.7249350376547457,2.8677755444585817,57.0,72.5,58.2,57.1,0.06187503465184373,1.0409886178402212,2.0949454577807956
2011-01-31,7.0,0.3237794880805334,5.130466665297304,0.6649500734292909,-6.004963377951049,15.600424847658118,-0.20000000000000107,-0.21083561409290058,0.5802724212567456,15.0,9.8,0.8164337692026787,-3.799576554678273,16.5,1.5151805020602247,-56.0,-0.1226999999999947,0.21379009090041973,0.20667383902686862,0.8083959672684352,46.0,0.11150215448409774,0.2997650075796358,1.2470933254115892,1.8285845088645645,0.9483335965821753,1.0885008463234944,0.46812329051982726,0.8602737991933853,3.658128219925625,60.8,81.5,60.7,59.4,,,
2011-02-28,220.0,0.3209319251425389,-3.621633259750593,0.8419589300417143,-12.842578858882245,-19.767694487714927,-0.09999999999999964,-0.397874812894078,0.5769246771245137,263.0,12.2,1.203665517846562,-0.20917588669448123,28.8,1.7145406954988736,-34.0,-0.28130000000000166,0.17468025801340964,0.1838499585154243,0.6612398601316049,122.0,-0.027863885102438216,0.2781733994768374,1.3082141170501729,-0.266527997482867,0.21980065497572693,1.1032623385177318,0.28608734589357415,-0.6999650220982155,-2.0232559451212415,61.4,82.0,61.6,59.7,,,
