as_of,target_quarter,horizon_week,spec,variant,log_score,realizzato_bea,n_draws,reestimated
2019-11-01,2019Q4,5,cbvar,authors,-2.025073710276555,2.755535957854649,1000,True
2019-11-01,2020Q1,-8,cbvar,authors,-5.764368228377812,-5.16223383893778,1000,True
2019-11-08,2019Q4,6,cbvar,authors,-1.9574556380302695,2.755535957854649,1000,False
2019-11-08,2020Q1,-7,cbvar,authors,-5.778683682113838,-5.16223383893778,1000,False
2019-11-15,2019Q4,7,cbvar,authors,-2.1146098746366246,2.755535957854649,1000,False
2019-11-15,2020Q1,-6,cbvar,authors,-4.93993619675779,-5.16223383893778,1000,False
2019-11-22,2019Q4,8,cbvar,authors,-2.020835635256768,2.755535957854649,1000,False
2019-11-22,2020Q1,-5,cbvar,authors,-5.128272287737715,-5.16223383893778,1000,False
2019-11-29,2019Q4,9,cbvar,authors,-2.132126564570447,2.755535957854649,1000,False
2019-11-29,2020Q1,-4,cbvar,authors,-5.2061242646703665,-5.16223383893778,1000,False
2019-12-06,2019Q4,10,cbvar,authors,-1.9866749906325039,2.755535957854649,1000,False
2019-12-06,2020Q1,-3,cbvar,authors,-5.275701402714436,-5.16223383893778,1000,False
2019-12-13,2019Q4,11,cbvar,authors,-1.9316684221621592,2.755535957854649,1000,False
2019-12-13,2020Q1,-2,cbvar,authors,-5.308422337268631,-5.16223383893778,1000,False
2019-12-20,2019Q4,12,cbvar,authors,-2.043939159846642,2.755535957854649,1000,False
2019-12-20,2020Q1,-1,cbvar,authors,-5.177714096844992,-5.16223383893778,1000,False
2019-12-27,2019Q4,13,cbvar,authors,-2.0438273263679965,2.755535957854649,1000,False
2019-12-27,2020Q1,0,cbvar,authors,-4.937506055626139,-5.16223383893778,1000,False
2020-01-03,2019Q4,14,cbvar,authors,-2.1554209145606515,2.755535957854649,1000,False
2020-01-03,2020Q1,1,cbvar,authors,-5.402639816651602,-5.16223383893778,1000,False
2020-01-03,2020Q2,-12,cbvar,authors,-7.833700261523285,-27.97614656719044,1000,False
2020-01-10,2019Q4,15,cbvar,authors,-2.0094948593165265,2.755535957854649,1000,False
2020-01-10,2020Q1,2,cbvar,authors,-5.526264149183117,-5.16223383893778,1000,False
2020-01-10,2020Q2,-11,cbvar,authors,-47.49665109552393,-27.97614656719044,1000,False
2020-01-17,2019Q4,16,cbvar,authors,-2.0080753504535327,2.755535957854649,1000,False
2020-01-17,2020Q1,3,cbvar,authors,-5.248150981812344,-5.16223383893778,1000,False
2020-01-17,2020Q2,-10,cbvar,authors,-13.101822837640574,-27.97614656719044,1000,False
2020-01-24,2019Q4,17,cbvar,authors,-2.0105655933327453,2.755535957854649,1000,False
2020-01-24,2020Q1,4,cbvar,authors,-5.560381950627768,-5.16223383893778,1000,False
2020-01-24,2020Q2,-9,cbvar,authors,-18.31162678902591,-27.97614656719044,1000,False
