window,metodo,fase,n,n_com,RMSE,RMSE_com,RMSE_rel_ar2,MAE,Bias,corr,MDA,MDA_com,n_dir,SignAcc
2007-2021,diag4/gaussian,forecast,783,285,6.634051698125642,5.877966914272565,0.9547947848353353,3.007826452945682,0.8139353838198795,-0.08616850715002948,0.7471116816431322,0.7859649122807018,779,0.8135376756066411
2007-2021,diag4/gaussian,nowcast M1,240,235,5.446666507119821,5.480743635027854,0.7767489634634749,2.4943042809551854,0.7663666338905162,0.6233974126831989,0.8050847457627118,0.8181818181818182,236,0.8833333333333333
2007-2021,diag4/gaussian,nowcast M2,300,295,3.7630966488151643,3.763496973515354,0.44083788533694274,2.0754430607613696,0.68610310639595,0.8805433178677676,0.77,0.7694915254237288,300,0.9
2007-2021,diag4/gaussian,nowcast M3,240,232,3.1629170480455895,3.197942316631572,0.3705282625136928,1.9851412088251406,0.512443991610456,0.9181946941125032,0.7541666666666667,0.7456896551724138,240,0.9
2007-2021,diag4/gaussian,backcast,238,233,3.1675826001167655,3.1943041536465286,0.37024530102542735,1.981642885203893,0.4100418977262479,0.9178787810467524,0.7435897435897436,0.7379912663755459,234,0.9201680672268907
2007-2021,diag4/gaussian_ar1,forecast,783,285,6.7319363456515005,5.938399489788383,0.9688826688654734,3.036230288743509,0.7197103346890862,-0.1159268391023198,0.7368421052631579,0.7929824561403509,779,0.8186462324393359
2007-2021,diag4/gaussian_ar1,nowcast M1,240,235,5.5371988476579,5.578793447994488,0.7896597781022916,2.5128542056601786,0.6976170382597302,0.560542907379022,0.8050847457627118,0.8181818181818182,236,0.8833333333333333
2007-2021,diag4/gaussian_ar1,nowcast M2,300,295,3.956984556874198,3.9677957028426034,0.4635513958730221,2.1442776022672585,0.6524855546943767,0.8457818821379235,0.7533333333333333,0.752542372881356,300,0.9
2007-2021,diag4/gaussian_ar1,nowcast M3,240,232,3.2755814404060026,3.308284722898816,0.38372663000621365,2.0438759123812487,0.521642465600224,0.9038644271564811,0.7916666666666666,0.7844827586206896,240,0.9083333333333333
2007-2021,diag4/gaussian_ar1,backcast,238,233,3.515344851682875,3.5377366892980464,0.4108937562580165,2.0998283678579965,0.4892136955284984,0.8877288059265376,0.7521367521367521,0.7467248908296943,234,0.9201680672268907
2007-2021,diag4/student_t,forecast,783,285,6.376713891285459,5.523319247419585,0.917757871785443,2.8932202292327522,0.9135290248501416,0.10199246157706368,0.7560975609756098,0.8035087719298246,779,0.8199233716475096
2007-2021,diag4/student_t,nowcast M1,240,235,5.369327388407333,5.409397137997805,0.7657196338328509,2.458009174753714,0.8305874988285192,0.7052571697635712,0.809322033898305,0.8225108225108225,236,0.8833333333333333
2007-2021,diag4/student_t,nowcast M2,300,295,4.266312707123481,4.280026409749591,0.4997884581536352,2.159391220008292,0.6519306602762727,0.8576274038220592,0.7466666666666667,0.7457627118644068,300,0.9
2007-2021,diag4/student_t,nowcast M3,240,232,3.9637196986153747,4.0118797078006745,0.46434040182203473,2.1208871806226197,0.4661466981897376,0.8839409723975152,0.7458333333333333,0.7370689655172413,240,0.9
2007-2021,diag4/student_t,backcast,238,233,3.8075153906767625,3.8425891717446334,0.4450443318914872,2.0808464685773918,0.3266995341456948,0.8942138104831359,0.7350427350427351,0.7292576419213974,234,0.9159663865546218
2007-2021,diag4/student_t_ar1,forecast,783,285,6.588837762707616,5.768243129915951,0.9482874448712512,2.9315255934923283,0.8456126666306164,-0.030152960226162998,0.7496790757381258,0.8,779,0.8237547892720306
2007-2021,diag4/student_t_ar1,nowcast M1,240,235,5.689566547174501,5.738913575875362,0.8113889316148347,2.496053547313293,0.7393433636760441,0.5090828996788525,0.8008474576271186,0.8138528138528138,236,0.8833333333333333
2007-2021,diag4/student_t_ar1,nowcast M2,300,295,4.118942241762231,4.136785532685911,0.4825243561722446,2.1312310977420337,0.5243436313348177,0.7738810302790582,0.74,0.7389830508474576,300,0.9
2007-2021,diag4/student_t_ar1,nowcast M3,240,232,3.344432670346663,3.3783094615823286,0.39179238899208635,2.0149514286153436,0.48444284393166265,0.8962446294795346,0.7833333333333333,0.7758620689655172,240,0.9083333333333333
2007-2021,diag4/student_t_ar1,backcast,238,233,3.0802634694775497,3.103268391822726,0.36003893803820697,1.9624064346166343,0.30452510702051094,0.9166426325377407,0.7692307692307693,0.7641921397379913,234,0.9117647058823529
2007-2021,diag4/student_t_ar1_shared,forecast,783,285,6.513195584349608,5.641277852410444,0.9374007709808118,2.9385047829884963,0.9452451636344084,0.018117731941990636,0.7458279845956355,0.7964912280701755,779,0.8199233716475096
2007-2021,diag4/student_t_ar1_shared,nowcast M1,240,235,5.37665451675536,5.422575295575919,0.766764555408654,2.451569708247132,0.8553909153166029,0.6736608559827063,0.7923728813559322,0.8051948051948052,236,0.8875
2007-2021,diag4/student_t_ar1_shared,nowcast M2,300,295,4.038086200603362,4.061805015670788,0.4730522619031762,2.1270048212627093,0.7061396482360539,0.8600861724637393,0.7266666666666667,0.7220338983050848,300,0.9
2007-2021,diag4/student_t_ar1_shared,nowcast M3,240,232,3.758897944375522,3.80589720609165,0.44034601702765824,2.0806478652086184,0.533305847146907,0.8860352804518093,0.7666666666666667,0.7586206896551724,240,0.9083333333333333
2007-2021,diag4/student_t_ar1_shared,backcast,238,233,3.6488210148680325,3.675225587375047,0.42649521909481386,2.025589610569794,0.3965413905286194,0.89464383609556,0.7863247863247863,0.7816593886462883,234,0.9201680672268907
2007-2021,nyfed,forecast,286,286,6.575437190170091,6.575437190170091,0.9463587899021844,2.8547705791625924,0.35926912612047557,-0.24837158481956104,0.6643356643356644,0.6643356643356644,286,0.8181818181818182
2007-2021,nyfed,nowcast M1,235,235,5.0202033459626785,5.0202033459626785,0.7159310635698142,2.4797652755913147,0.4853281057079863,0.7314718402149067,0.70995670995671,0.70995670995671,231,0.8851063829787233
