window,trimestre,realizzato,fed,err_fed,mio_migliore,err_migliore,mio_peggiore,err_peggiore
2007-2019,2010Q1,1.952133820572155,3.98,2.027866179427845,diag4/student_t_ar1_shared,2.433478635723052,diag4/gaussian,3.3413538986039493
2007-2019,2010Q2,3.926881074055233,4.96,1.033118925944767,diag4/student_t,0.8334563297734299,diag4/gaussian,1.1826305080987698
2007-2019,2010Q3,3.1201978026194954,2.27,-0.8501978026194954,diag4/student_t_ar1_shared,-0.008404162260244874,diag4/gaussian,1.1061517475125848
2007-2019,2010Q4,2.117043484228409,2.9,0.7829565157715908,diag4/student_t_ar1,0.5956444570057062,diag4/gaussian,0.9163645816514299
2007-2019,2011Q1,-0.9454489541211974,4.37,5.315448954121198,diag4/student_t_ar1,3.7692192605557224,diag4/gaussian,4.104640306285378
2007-2019,2011Q2,2.7339190839842376,3.17,0.4360809160157624,diag4/student_t,0.056749669385447454,diag4/student_t_ar1_shared,0.5297975429815027
2007-2019,2011Q3,-0.0892210766206935,2.09,2.1792210766206934,diag4/gaussian_ar1,3.3960030848232736,diag4/gaussian,3.8236347564207684
2007-2019,2011Q4,4.568438742179692,3.22,-1.3484387421796922,diag4/student_t_ar1,-0.7780947545794614,diag4/student_t,-1.1756997171578965
2007-2019,2012Q1,3.396793738645587,3.28,-0.11679373864558729,diag4/student_t,-0.004863770528240607,diag4/gaussian_ar1,-0.557323734759585
2007-2019,2012Q2,1.7973274732638431,2.88,1.0826725267361568,diag4/student_t,1.0879316003141961,diag4/student_t_ar1_shared,1.4158992552089529
2007-2019,2012Q3,0.5773578286532466,1.64,1.0626421713467533,diag4/gaussian_ar1,1.295446556570323,diag4/student_t,1.4472813392383266
2007-2019,2012Q4,0.4633651980530562,2.66,2.196634801946944,diag4/student_t_ar1_shared,2.03749680224079,diag4/student_t,2.223319954880054
2007-2019,2013Q1,4.005025807945661,3.83,-0.17502580794566125,diag4/student_t_ar1_shared,-0.8735765166427267,diag4/gaussian_ar1,-0.9914842450049255
2007-2019,2013Q2,1.0748507650766292,1.95,0.8751492349233707,diag4/student_t_ar1_shared,1.2831221559519213,diag4/gaussian,1.588121651007568
2007-2019,2013Q3,3.4493139225505898,2.15,-1.2993139225505899,diag4/student_t_ar1_shared,-0.604447133738395,diag4/student_t,-0.8351525316911967
2007-2019,2013Q4,3.532828598657445,3.42,-0.11282859865744488,diag4/gaussian,-0.44043817880423664,diag4/student_t_ar1,-0.8536744440909239
2007-2019,2014Q1,-1.3732548917761769,2.23,3.603254891776177,diag4/student_t,4.345344093736214,diag4/student_t_ar1_shared,4.567545071247148
2007-2019,2014Q2,5.268365026582655,3.07,-2.1983650265826555,diag4/student_t_ar1_shared,-0.861719594594601,diag4/student_t,-1.3869633949666227
2007-2019,2014Q3,4.950916534930627,2.2,-2.750916534930627,diag4/student_t,-2.0590715210387023,diag4/student_t_ar1,-2.7512392991867474
2007-2019,2014Q4,2.0383303103057804,2.56,0.5216696896942197,diag4/student_t,0.8108651968510294,diag4/gaussian_ar1,1.1036137803736916
2007-2019,2015Q1,3.650885031119766,0.64,-3.010885031119766,diag4/student_t_ar1_shared,-2.83791731336851,diag4/student_t_ar1,-3.1284576665399078
2007-2019,2015Q2,2.500735310964308,2.2,-0.3007353109643076,diag4/student_t_ar1_shared,-1.7969604051239814,diag4/student_t_ar1,-2.597020940672334
2007-2019,2015Q3,1.61061768429811,2.02,0.4093823157018901,diag4/student_t,0.6968570339954241,diag4/gaussian_ar1,1.3983465572305234
2007-2019,2015Q4,0.7399609712167354,1.42,0.6800390287832645,diag4/gaussian_ar1,0.0622207018243115,diag4/student_t_ar1,-0.42231249488247086
2007-2019,2016Q1,2.3383061524439253,0.7,-1.6383061524439253,diag4/student_t_ar1_shared,-0.7603163191810536,diag4/student_t_ar1,-1.212020641289624
2007-2019,2016Q2,1.290696770237454,2.17,0.8793032297625458,diag4/student_t_ar1,0.4455997160360379,diag4/gaussian_ar1,0.870023255887298
2007-2019,2016Q3,2.8678981414693494,2.22,-0.6478981414693492,diag4/gaussian_ar1,-0.07580294560383116,diag4/student_t,-0.4167802209071647
2007-2019,2016Q4,2.235699518586598,2.02,-0.21569951858659797,diag4/gaussian_ar1,-0.08834334199494531,diag4/student_t_ar1,-0.4011026950905492
2007-2019,2017Q1,1.9618307902452337,2.65,0.6881692097547663,diag4/student_t,0.30506531210692245,diag4/student_t_ar1_shared,0.7098720651029566
2007-2019,2017Q2,2.258367983115228,2.04,-0.2183679831152281,diag4/student_t,1.8062042247430021,diag4/gaussian_ar1,2.2404600019488408
2007-2019,2017Q3,3.1915992394406345,1.6,-1.5915992394406344,diag4/student_t_ar1_shared,-0.9494371690413668,diag4/student_t_ar1,-1.365500974806366
2007-2019,2017Q4,4.584974811729059,3.88,-0.7049748117290591,diag4/gaussian,-0.34959588501051186,diag4/student_t_ar1,-0.6547193486415188
2007-2019,2018Q1,3.293553047698339,2.97,-0.3235530476983386,diag4/student_t_ar1,-0.14213415628734305,diag4/student_t,-0.28156894027220325
2007-2019,2018Q2,2.140266992640893,2.78,0.6397330073591068,diag4/student_t,1.5754078850708453,diag4/gaussian_ar1,1.8686525650605703
2007-2019,2018Q3,2.5182268082057035,2.18,-0.3382268082057034,diag4/student_t,0.710589064643985,diag4/gaussian_ar1,0.9311867453319689
2007-2019,2018Q4,0.5677817986818878,2.57,2.002218201318112,diag4/student_t_ar1,1.707981226392219,diag4/gaussian,1.880223207285625
2007-2019,2019Q1,2.520756202743435,1.43,-1.090756202743435,diag4/student_t,-1.552622121768854,diag4/student_t_ar1,-1.6615685351805132
2007-2019,2019Q2,3.382664959003589,1.5,-1.882664959003589,diag4/student_t_ar1_shared,-1.9743191740984485,diag4/student_t_ar1,-2.249466258500043
2007-2019,2019Q3,4.762784209178728,1.91,-2.8527842091787274,diag4/student_t_ar1_shared,-2.2606763643802985,diag4/gaussian,-2.718569407431626
2007-2021,2006Q4,3.4823729200428755,1.78,-1.7023729200428754,diag4/student_t,-0.8817363046103699,diag4/student_t_ar1_shared,-1.2700953044158636
2007-2021,2007Q1,1.2087836914185912,2.4,1.1912163085814087,diag4/student_t,2.4113560109848775,diag4/gaussian_ar1,2.8038471093148276
2007-2021,2007Q2,2.4695947150627617,3.25,0.7804052849372383,diag4/student_t_ar1,0.9815721538978917,diag4/gaussian,1.3955346264419077
2007-2021,2007Q3,2.3240880884577653,1.99,-0.3340880884577653,diag4/student_t_ar1,0.046860484414490866,diag4/student_t,0.2397450690705405
2007-2021,2007Q4,2.5367271478347497,1.49,-1.0467271478347497,diag4/student_t_ar1_shared,0.3071822136819553,diag4/gaussian_ar1,0.34762560097798545
2007-2021,2008Q1,-1.6961606735480972,1.43,3.126160673548097,diag4/student_t_ar1,3.7825056469480423,diag4/student_t,3.869937905893739
2007-2021,2008Q2,2.403069701864058,1.99,-0.4130697018640579,diag4/student_t,-1.7367060392567746,diag4/gaussian_ar1,-2.673081305828384
2007-2021,2008Q3,-2.0845363314131338,-0.52,1.5645363314131338,diag4/gaussian,0.6652091035925234,diag4/student_t_ar1_shared,1.407375563394797
2007-2021,2008Q4,-8.472768957225274,-3.47,5.002768957225273,diag4/gaussian_ar1,4.86655069968711,diag4/student_t,5.390105018378388
2007-2021,2009Q1,-4.462803810727223,-3.57,0.8928038107272234,diag4/student_t,-1.0872330786710673,diag4/gaussian_ar1,-2.944311680232147
2007-2021,2009Q2,-0.7126911125331037,0.04,0.7526911125331037,diag4/student_t,-0.881339517607882,diag4/student_t_ar1,-2.1437496034777737
2007-2021,2009Q3,1.412187087697636,5.2,3.787812912302364,diag4/student_t_ar1_shared,2.8322082629229417,diag4/student_t_ar1,3.2115831933379413
2007-2021,2009Q4,4.394263592305325,4.32,-0.07426359230532498,diag4/gaussian_ar1,-0.04271553315673415,diag4/gaussian,0.3246396746028779
2007-2021,2010Q1,1.952133820572155,3.98,2.027866179427845,diag4/student_t_ar1_shared,2.433478635723052,diag4/gaussian,3.3413538986039493
2007-2021,2010Q2,3.926881074055233,4.96,1.033118925944767,diag4/student_t,0.8334563297734299,diag4/gaussian,1.1826305080987698
2007-2021,2010Q3,3.1201978026194954,2.27,-0.8501978026194954,diag4/student_t_ar1_shared,-0.008404162260244874,diag4/gaussian,1.1061517475125848
2007-2021,2010Q4,2.117043484228409,2.9,0.7829565157715908,diag4/student_t_ar1,0.5956444570057062,diag4/gaussian,0.9163645816514299
2007-2021,2011Q1,-0.9454489541211974,4.37,5.315448954121198,diag4/student_t_ar1,3.7692192605557224,diag4/gaussian,4.104640306285378
2007-2021,2011Q2,2.7339190839842376,3.17,0.4360809160157624,diag4/student_t,0.056749669385447454,diag4/student_t_ar1_shared,0.5297975429815027
2007-2021,2011Q3,-0.0892210766206935,2.09,2.1792210766206934,diag4/gaussian_ar1,3.3960030848232736,diag4/gaussian,3.8236347564207684
2007-2021,2011Q4,4.568438742179692,3.22,-1.3484387421796922,diag4/student_t_ar1,-0.7780947545794614,diag4/student_t,-1.1756997171578965
2007-2021,2012Q1,3.396793738645587,3.28,-0.11679373864558729,diag4/student_t,-0.004863770528240607,diag4/gaussian_ar1,-0.557323734759585
2007-2021,2012Q2,1.7973274732638431,2.88,1.0826725267361568,diag4/student_t,1.0879316003141961,diag4/student_t_ar1_shared,1.4158992552089529
2007-2021,2012Q3,0.5773578286532466,1.64,1.0626421713467533,diag4/gaussian_ar1,1.295446556570323,diag4/student_t,1.4472813392383266
2007-2021,2012Q4,0.4633651980530562,2.66,2.196634801946944,diag4/student_t_ar1_shared,2.03749680224079,diag4/student_t,2.223319954880054
2007-2021,2013Q1,4.005025807945661,3.83,-0.17502580794566125,diag4/student_t_ar1_shared,-0.8735765166427267,diag4/gaussian_ar1,-0.9914842450049255
2007-2021,2013Q2,1.0748507650766292,1.95,0.8751492349233707,diag4/student_t_ar1_shared,1.2831221559519213,diag4/gaussian,1.588121651007568
2007-2021,2013Q3,3.4493139225505898,2.15,-1.2993139225505899,diag4/student_t_ar1_shared,-0.604447133738395,diag4/student_t,-0.8351525316911967
2007-2021,2013Q4,3.532828598657445,3.42,-0.11282859865744488,diag4/gaussian,-0.44043817880423664,diag4/student_t_ar1,-0.8536744440909239
2007-2021,2014Q1,-1.3732548917761769,2.23,3.603254891776177,diag4/student_t,4.345344093736214,diag4/student_t_ar1_shared,4.567545071247148
2007-2021,2014Q2,5.268365026582655,3.07,-2.1983650265826555,diag4/student_t_ar1_shared,-0.861719594594601,diag4/student_t,-1.3869633949666227
2007-2021,2014Q3,4.950916534930627,2.2,-2.750916534930627,diag4/student_t,-2.0590715210387023,diag4/student_t_ar1,-2.7512392991867474
2007-2021,2014Q4,2.0383303103057804,2.56,0.5216696896942197,diag4/student_t,0.8108651968510294,diag4/gaussian_ar1,1.1036137803736916
2007-2021,2015Q1,3.650885031119766,0.64,-3.010885031119766,diag4/student_t_ar1_shared,-2.83791731336851,diag4/student_t_ar1,-3.1284576665399078
2007-2021,2015Q2,2.500735310964308,2.2,-0.3007353109643076,diag4/student_t_ar1_shared,-1.7969604051239814,diag4/student_t_ar1,-2.597020940672334
2007-2021,2015Q3,1.61061768429811,2.02,0.4093823157018901,diag4/student_t,0.6968570339954241,diag4/gaussian_ar1,1.3983465572305234
2007-2021,2015Q4,0.7399609712167354,1.42,0.6800390287832645,diag4/gaussian_ar1,0.0622207018243115,diag4/student_t_ar1,-0.42231249488247086
2007-2021,2016Q1,2.3383061524439253,0.7,-1.6383061524439253,diag4/student_t_ar1_shared,-0.7603163191810536,diag4/student_t_ar1,-1.212020641289624
2007-2021,2016Q2,1.290696770237454,2.17,0.8793032297625458,diag4/student_t_ar1,0.4455997160360379,diag4/gaussian_ar1,0.870023255887298
2007-2021,2016Q3,2.8678981414693494,2.22,-0.6478981414693492,diag4/gaussian_ar1,-0.07580294560383116,diag4/student_t,-0.4167802209071647
2007-2021,2016Q4,2.235699518586598,2.02,-0.21569951858659797,diag4/gaussian_ar1,-0.08834334199494531,diag4/student_t_ar1,-0.4011026950905492
2007-2021,2017Q1,1.9618307902452337,2.65,0.6881692097547663,diag4/student_t,0.30506531210692245,diag4/student_t_ar1_shared,0.7098720651029566
2007-2021,2017Q2,2.258367983115228,2.04,-0.2183679831152281,diag4/student_t,1.8062042247430021,diag4/gaussian_ar1,2.2404600019488408
2007-2021,2017Q3,3.1915992394406345,1.6,-1.5915992394406344,diag4/student_t_ar1_shared,-0.9494371690413668,diag4/student_t_ar1,-1.365500974806366
2007-2021,2017Q4,4.584974811729059,3.88,-0.7049748117290591,diag4/gaussian,-0.34959588501051186,diag4/student_t_ar1,-0.6547193486415188
2007-2021,2018Q1,3.293553047698339,2.97,-0.3235530476983386,diag4/student_t_ar1,-0.14213415628734305,diag4/student_t,-0.28156894027220325
2007-2021,2018Q2,2.140266992640893,2.78,0.6397330073591068,diag4/student_t,1.5754078850708453,diag4/gaussian_ar1,1.8686525650605703
2007-2021,2018Q3,2.5182268082057035,2.18,-0.3382268082057034,diag4/student_t,0.710589064643985,diag4/gaussian_ar1,0.9311867453319689
2007-2021,2018Q4,0.5677817986818878,2.57,2.002218201318112,diag4/student_t_ar1,1.707981226392219,diag4/gaussian,1.880223207285625
2007-2021,2019Q1,2.520756202743435,1.43,-1.090756202743435,diag4/student_t,-1.552622121768854,diag4/student_t_ar1,-1.6615685351805132
2007-2021,2019Q2,3.382664959003589,1.5,-1.882664959003589,diag4/student_t_ar1_shared,-1.9743191740984485,diag4/student_t_ar1,-2.249466258500043
2007-2021,2019Q3,4.762784209178728,1.91,-2.8527842091787274,diag4/student_t_ar1_shared,-2.2606763643802985,diag4/gaussian,-2.718569407431626
2007-2021,2019Q4,2.755535957854649,1.22,-1.535535957854649,diag4/gaussian_ar1,-1.1073651876600366,diag4/gaussian,-1.3157802951858644
2007-2021,2020Q1,-5.16223383893778,-0.4,4.76223383893778,diag4/gaussian,5.38166558024672,diag4/student_t_ar1_shared,5.816397394500428
2007-2021,2020Q2,-27.97614656719044,-14.27,13.70614656719044,diag4/gaussian,14.426267354665212,diag4/gaussian_ar1,17.1051860349131
2007-2021,2020Q3,34.85500597467652,13.75,-21.105005974676523,diag4/student_t_ar1,-12.179317230263354,diag4/student_t,-19.75767866437732
2007-2021,2020Q4,4.611736044615711,2.58,-2.0317360446157107,diag4/student_t_ar1_shared,0.23258769702267923,diag4/gaussian_ar1,3.8456077533249875
2007-2021,2021Q1,5.701255644273506,6.86,1.158744355726494,diag4/student_t_ar1_shared,0.12056994882849814,diag4/gaussian,-2.796670960579739
2007-2021,2021Q2,6.983331307653917,3.16,-3.823331307653917,diag4/gaussian_ar1,0.6472793285417824,diag4/student_t,-1.9846070271957608
2007-2025,2006Q4,3.4823729200428755,1.78,-1.7023729200428754,diag4/student_t,-0.8817363046103699,diag4/student_t_ar1_shared,-1.2700953044158636
2007-2025,2007Q1,1.2087836914185912,2.4,1.1912163085814087,diag4/student_t,2.4113560109848775,diag4/gaussian_ar1,2.8038471093148276
2007-2025,2007Q2,2.4695947150627617,3.25,0.7804052849372383,diag4/student_t_ar1,0.9815721538978917,diag4/gaussian,1.3955346264419077
2007-2025,2007Q3,2.3240880884577653,1.99,-0.3340880884577653,diag4/student_t_ar1,0.046860484414490866,diag4/student_t,0.2397450690705405
2007-2025,2007Q4,2.5367271478347497,1.49,-1.0467271478347497,diag4/student_t_ar1_shared,0.3071822136819553,diag4/gaussian_ar1,0.34762560097798545
2007-2025,2008Q1,-1.6961606735480972,1.43,3.126160673548097,diag4/student_t_ar1,3.7825056469480423,diag4/student_t,3.869937905893739
2007-2025,2008Q2,2.403069701864058,1.99,-0.4130697018640579,diag4/student_t,-1.7367060392567746,diag4/gaussian_ar1,-2.673081305828384
2007-2025,2008Q3,-2.0845363314131338,-0.52,1.5645363314131338,diag4/gaussian,0.6652091035925234,diag4/student_t_ar1_shared,1.407375563394797
2007-2025,2008Q4,-8.472768957225274,-3.47,5.002768957225273,diag4/gaussian_ar1,4.86655069968711,diag4/student_t,5.390105018378388
2007-2025,2009Q1,-4.462803810727223,-3.57,0.8928038107272234,diag4/student_t,-1.0872330786710673,diag4/gaussian_ar1,-2.944311680232147
2007-2025,2009Q2,-0.7126911125331037,0.04,0.7526911125331037,diag4/student_t,-0.881339517607882,diag4/student_t_ar1,-2.1437496034777737
2007-2025,2009Q3,1.412187087697636,5.2,3.787812912302364,diag4/student_t_ar1_shared,2.8322082629229417,diag4/student_t_ar1,3.2115831933379413
2007-2025,2009Q4,4.394263592305325,4.32,-0.07426359230532498,diag4/gaussian_ar1,-0.04271553315673415,diag4/gaussian,0.3246396746028779
2007-2025,2010Q1,1.952133820572155,3.98,2.027866179427845,diag4/student_t_ar1_shared,2.433478635723052,diag4/gaussian,3.3413538986039493
2007-2025,2010Q2,3.926881074055233,4.96,1.033118925944767,diag4/student_t,0.8334563297734299,diag4/gaussian,1.1826305080987698
2007-2025,2010Q3,3.1201978026194954,2.27,-0.8501978026194954,diag4/student_t_ar1_shared,-0.008404162260244874,diag4/gaussian,1.1061517475125848
2007-2025,2010Q4,2.117043484228409,2.9,0.7829565157715908,diag4/student_t_ar1,0.5956444570057062,diag4/gaussian,0.9163645816514299
2007-2025,2011Q1,-0.9454489541211974,4.37,5.315448954121198,diag4/student_t_ar1,3.7692192605557224,diag4/gaussian,4.104640306285378
2007-2025,2011Q2,2.7339190839842376,3.17,0.4360809160157624,diag4/student_t,0.056749669385447454,diag4/student_t_ar1_shared,0.5297975429815027
2007-2025,2011Q3,-0.0892210766206935,2.09,2.1792210766206934,diag4/gaussian_ar1,3.3960030848232736,diag4/gaussian,3.8236347564207684
2007-2025,2011Q4,4.568438742179692,3.22,-1.3484387421796922,diag4/student_t_ar1,-0.7780947545794614,diag4/student_t,-1.1756997171578965
2007-2025,2012Q1,3.396793738645587,3.28,-0.11679373864558729,diag4/student_t,-0.004863770528240607,diag4/gaussian_ar1,-0.557323734759585
2007-2025,2012Q2,1.7973274732638431,2.88,1.0826725267361568,diag4/student_t,1.0879316003141961,diag4/student_t_ar1_shared,1.4158992552089529
2007-2025,2012Q3,0.5773578286532466,1.64,1.0626421713467533,diag4/gaussian_ar1,1.295446556570323,diag4/student_t,1.4472813392383266
2007-2025,2012Q4,0.4633651980530562,2.66,2.196634801946944,diag4/student_t_ar1_shared,2.03749680224079,diag4/student_t,2.223319954880054
2007-2025,2013Q1,4.005025807945661,3.83,-0.17502580794566125,diag4/student_t_ar1_shared,-0.8735765166427267,diag4/gaussian_ar1,-0.9914842450049255
2007-2025,2013Q2,1.0748507650766292,1.95,0.8751492349233707,diag4/student_t_ar1_shared,1.2831221559519213,diag4/gaussian,1.588121651007568
2007-2025,2013Q3,3.4493139225505898,2.15,-1.2993139225505899,diag4/student_t_ar1_shared,-0.604447133738395,diag4/student_t,-0.8351525316911967
2007-2025,2013Q4,3.532828598657445,3.42,-0.11282859865744488,diag4/gaussian,-0.44043817880423664,diag4/student_t_ar1,-0.8536744440909239
2007-2025,2014Q1,-1.3732548917761769,2.23,3.603254891776177,diag4/student_t,4.345344093736214,diag4/student_t_ar1_shared,4.567545071247148
2007-2025,2014Q2,5.268365026582655,3.07,-2.1983650265826555,diag4/student_t_ar1_shared,-0.861719594594601,diag4/student_t,-1.3869633949666227
2007-2025,2014Q3,4.950916534930627,2.2,-2.750916534930627,diag4/student_t,-2.0590715210387023,diag4/student_t_ar1,-2.7512392991867474
2007-2025,2014Q4,2.0383303103057804,2.56,0.5216696896942197,diag4/student_t,0.8108651968510294,diag4/gaussian_ar1,1.1036137803736916
2007-2025,2015Q1,3.650885031119766,0.64,-3.010885031119766,diag4/student_t_ar1_shared,-2.83791731336851,diag4/student_t_ar1,-3.1284576665399078
2007-2025,2015Q2,2.500735310964308,2.2,-0.3007353109643076,diag4/student_t_ar1_shared,-1.7969604051239814,diag4/student_t_ar1,-2.597020940672334
2007-2025,2015Q3,1.61061768429811,2.02,0.4093823157018901,diag4/student_t,0.6968570339954241,diag4/gaussian_ar1,1.3983465572305234
2007-2025,2015Q4,0.7399609712167354,1.42,0.6800390287832645,diag4/gaussian_ar1,0.0622207018243115,diag4/student_t_ar1,-0.42231249488247086
2007-2025,2016Q1,2.3383061524439253,0.7,-1.6383061524439253,diag4/student_t_ar1_shared,-0.7603163191810536,diag4/student_t_ar1,-1.212020641289624
2007-2025,2016Q2,1.290696770237454,2.17,0.8793032297625458,diag4/student_t_ar1,0.4455997160360379,diag4/gaussian_ar1,0.870023255887298
2007-2025,2016Q3,2.8678981414693494,2.22,-0.6478981414693492,diag4/gaussian_ar1,-0.07580294560383116,diag4/student_t,-0.4167802209071647
2007-2025,2016Q4,2.235699518586598,2.02,-0.21569951858659797,diag4/gaussian_ar1,-0.08834334199494531,diag4/student_t_ar1,-0.4011026950905492
2007-2025,2017Q1,1.9618307902452337,2.65,0.6881692097547663,diag4/student_t,0.30506531210692245,diag4/student_t_ar1_shared,0.7098720651029566
2007-2025,2017Q2,2.258367983115228,2.04,-0.2183679831152281,diag4/student_t,1.8062042247430021,diag4/gaussian_ar1,2.2404600019488408
2007-2025,2017Q3,3.1915992394406345,1.6,-1.5915992394406344,diag4/student_t_ar1_shared,-0.9494371690413668,diag4/student_t_ar1,-1.365500974806366
2007-2025,2017Q4,4.584974811729059,3.88,-0.7049748117290591,diag4/gaussian,-0.34959588501051186,diag4/student_t_ar1,-0.6547193486415188
2007-2025,2018Q1,3.293553047698339,2.97,-0.3235530476983386,diag4/student_t_ar1,-0.14213415628734305,diag4/student_t,-0.28156894027220325
2007-2025,2018Q2,2.140266992640893,2.78,0.6397330073591068,diag4/student_t,1.5754078850708453,diag4/gaussian_ar1,1.8686525650605703
2007-2025,2018Q3,2.5182268082057035,2.18,-0.3382268082057034,diag4/student_t,0.710589064643985,diag4/gaussian_ar1,0.9311867453319689
2007-2025,2018Q4,0.5677817986818878,2.57,2.002218201318112,diag4/student_t_ar1,1.707981226392219,diag4/gaussian,1.880223207285625
2007-2025,2019Q1,2.520756202743435,1.43,-1.090756202743435,diag4/student_t,-1.552622121768854,diag4/student_t_ar1,-1.6615685351805132
2007-2025,2019Q2,3.382664959003589,1.5,-1.882664959003589,diag4/student_t_ar1_shared,-1.9743191740984485,diag4/student_t_ar1,-2.249466258500043
2007-2025,2019Q3,4.762784209178728,1.91,-2.8527842091787274,diag4/student_t_ar1_shared,-2.2606763643802985,diag4/gaussian,-2.718569407431626
2007-2025,2019Q4,2.755535957854649,1.22,-1.535535957854649,diag4/gaussian_ar1,-1.1073651876600366,diag4/gaussian,-1.3157802951858644
2007-2025,2020Q1,-5.16223383893778,-0.4,4.76223383893778,diag4/gaussian,5.38166558024672,diag4/student_t_ar1_shared,5.816397394500428
2007-2025,2020Q2,-27.97614656719044,-14.27,13.70614656719044,diag4/gaussian,14.426267354665212,diag4/gaussian_ar1,17.1051860349131
2007-2025,2020Q3,34.85500597467652,13.75,-21.105005974676523,diag4/student_t_ar1,-12.179317230263354,diag4/student_t,-19.75767866437732
2007-2025,2020Q4,4.611736044615711,2.58,-2.0317360446157107,diag4/student_t_ar1_shared,0.23258769702267923,diag4/gaussian_ar1,3.8456077533249875
2007-2025,2021Q1,5.701255644273506,6.86,1.158744355726494,diag4/student_t_ar1_shared,0.12056994882849814,diag4/gaussian,-2.796670960579739
2007-2025,2021Q2,6.983331307653917,3.16,-3.823331307653917,diag4/gaussian_ar1,0.6472793285417824,diag4/student_t,-1.9846070271957608
2007-2025,2023Q1,2.926993175212877,1.72,-1.206993175212877,diag4/student_t_ar1_shared,-0.2204518921213201,diag4/gaussian,-1.0248728725744
2007-2025,2023Q2,2.5352403907615395,1.08,-1.4552403907615394,diag4/student_t_ar1,-0.08609144786546619,diag4/gaussian,-0.6847244289064356
2007-2025,2023Q3,4.694888429547928,2.58,-2.1148884295479276,diag4/student_t_ar1_shared,-2.1198510310201706,diag4/gaussian,-2.4949558173369635
2007-2025,2023Q4,3.419215575294809,2.41,-1.0092155752948089,diag4/student_t_ar1_shared,-1.5219898532877527,diag4/gaussian,-2.1203812273474782
2007-2025,2024Q1,0.8420915771010673,2.251,1.4089084228989326,diag4/student_t_ar1,0.16042756660201718,diag4/student_t_ar1_shared,0.5447262647889417
2007-2025,2024Q2,3.5892686664036777,2.015,-1.5742686664036776,diag4/gaussian_ar1,0.0682223949818983,diag4/student_t,-0.4332394229343617
2007-2025,2024Q3,3.340152501559479,2.912,-0.42815250155947915,diag4/student_t,-2.0741110622558345,diag4/gaussian,-2.661918272029906
2007-2025,2024Q4,1.8522267738050768,2.563,0.7107732261949233,diag4/student_t_ar1_shared,-0.12645874266059565,diag4/gaussian,-0.7290467071921602
2007-2025,2025Q1,-0.6484826392524012,2.631,3.279482639252401,diag4/student_t,4.282937244427821,diag4/student_t_ar1,5.269515169280215
2007-2025,2025Q2,3.838033233381988,1.68,-2.158033233381988,diag4/student_t_ar1,-0.7732613259208603,diag4/gaussian_ar1,-1.4687630999437484
2007-2025,2025Q3,4.3753962528716,2.35,-2.0253962528716003,diag4/gaussian_ar1,-1.3229070988669331,diag4/student_t_ar1_shared,-1.99626571271987
2007-2010,2006Q4,3.4823729200428755,1.78,-1.7023729200428754,diag4/student_t,-0.8817363046103699,diag4/student_t_ar1_shared,-1.2700953044158636
2007-2010,2007Q1,1.2087836914185912,2.4,1.1912163085814087,diag4/student_t,2.4113560109848775,diag4/gaussian_ar1,2.8038471093148276
2007-2010,2007Q2,2.4695947150627617,3.25,0.7804052849372383,diag4/student_t_ar1,0.9815721538978917,diag4/gaussian,1.3955346264419077
2007-2010,2007Q3,2.3240880884577653,1.99,-0.3340880884577653,diag4/student_t_ar1,0.046860484414490866,diag4/student_t,0.2397450690705405
