job,ok,returncode,minutes,detail,log
bvar_bbvar_2018-11-02,True,0,461.06,,output/_logs/run_all/bvar_bbvar_2018-11-02.log
bvar_bbvar_2008-08-01,True,0,461.08,,output/_logs/run_all/bvar_bbvar_2008-08-01.log
bvar_lbvar_2011-10-28,True,0,461.3,,output/_logs/run_all/bvar_lbvar_2011-10-28.log
bvar_bbvar_2024-08-02,True,0,461.3,,output/_logs/run_all/bvar_bbvar_2024-08-02.log
bvar_bbvar_2022-01-28,True,0,461.46,,output/_logs/run_all/bvar_bbvar_2022-01-28.log
bvar_lbvar_2012-02-03,True,0,461.47,,output/_logs/run_all/bvar_lbvar_2012-02-03.log
bvar_lbvar_2025-10-31,True,0,461.5,,output/_logs/run_all/bvar_lbvar_2025-10-31.log
bvar_lbvar_2012-08-03,True,0,462.28,,output/_logs/run_all/bvar_lbvar_2012-08-03.log
bvar_lbvar_2021-07-30,True,0,463.07,,output/_logs/run_all/bvar_lbvar_2021-07-30.log
bvar_bbvar_2010-04-30,True,0,463.68,,output/_logs/run_all/bvar_bbvar_2010-04-30.log
bvar_bbvar_2024-11-01,True,0,463.69,,output/_logs/run_all/bvar_bbvar_2024-11-01.log
bvar_lbvar_2017-04-28,True,0,463.79,,output/_logs/run_all/bvar_lbvar_2017-04-28.log
bvar_lbvar_2021-01-29,True,0,464.07,,output/_logs/run_all/bvar_lbvar_2021-01-29.log
bvar_lbvar_2013-11-01,True,0,465.06,,output/_logs/run_all/bvar_lbvar_2013-11-01.log
bvar_bbvar_2017-04-28,True,0,465.26,,output/_logs/run_all/bvar_bbvar_2017-04-28.log
bvar_lbvar_2018-08-03,True,0,465.53,,output/_logs/run_all/bvar_lbvar_2018-08-03.log
bvar_bbvar_2007-11-02,True,0,465.54,,output/_logs/run_all/bvar_bbvar_2007-11-02.log
bvar_bbvar_2022-07-29,True,0,465.61,,output/_logs/run_all/bvar_bbvar_2022-07-29.log
bvar_lbvar_2014-08-01,True,0,465.85,,output/_logs/run_all/bvar_lbvar_2014-08-01.log
bvar_bbvar_2018-05-04,True,0,466.01,,output/_logs/run_all/bvar_bbvar_2018-05-04.log
bvar_bbvar_2013-02-01,True,0,466.21,,output/_logs/run_all/bvar_bbvar_2013-02-01.log
bvar_lbvar_2017-02-03,True,0,466.3,,output/_logs/run_all/bvar_lbvar_2017-02-03.log
bvar_lbvar_2020-05-01,True,0,466.57,,output/_logs/run_all/bvar_lbvar_2020-05-01.log
bvar_bbvar_2019-08-02,True,0,466.97,,output/_logs/run_all/bvar_bbvar_2019-08-02.log
bvar_bbvar_2010-01-29,True,0,467.09,,output/_logs/run_all/bvar_bbvar_2010-01-29.log
bvar_bbvar_2007-05-04,True,0,467.55,,output/_logs/run_all/bvar_bbvar_2007-05-04.log
bvar_lbvar_2024-02-02,True,0,467.6,,output/_logs/run_all/bvar_lbvar_2024-02-02.log
bvar_lbvar_2018-11-02,True,0,468.15,,output/_logs/run_all/bvar_lbvar_2018-11-02.log
bvar_lbvar_2019-02-01,True,0,468.2,,output/_logs/run_all/bvar_lbvar_2019-02-01.log
bvar_lbvar_2022-04-29,True,0,468.21,,output/_logs/run_all/bvar_lbvar_2022-04-29.log
bvar_bbvar_2008-02-01,True,0,468.29,,output/_logs/run_all/bvar_bbvar_2008-02-01.log
bvar_lbvar_2019-08-02,True,0,468.33,,output/_logs/run_all/bvar_lbvar_2019-08-02.log
bvar_bbvar_2022-10-28,True,0,468.42,,output/_logs/run_all/bvar_bbvar_2022-10-28.log
bvar_lbvar_2015-01-30,True,0,468.56,,output/_logs/run_all/bvar_lbvar_2015-01-30.log
bvar_bbvar_2012-08-03,True,0,468.56,,output/_logs/run_all/bvar_bbvar_2012-08-03.log
bvar_lbvar_2023-07-28,True,0,468.7,,output/_logs/run_all/bvar_lbvar_2023-07-28.log
bvar_lbvar_2020-01-31,True,0,469.01,,output/_logs/run_all/bvar_lbvar_2020-01-31.log
bvar_lbvar_2024-08-02,True,0,469.3,,output/_logs/run_all/bvar_lbvar_2024-08-02.log
bvar_bbvar_2016-10-28,True,0,469.32,,output/_logs/run_all/bvar_bbvar_2016-10-28.log
bvar_bbvar_2009-01-30,True,0,469.45,,output/_logs/run_all/bvar_bbvar_2009-01-30.log
bvar_bbvar_2020-10-30,True,0,469.49,,output/_logs/run_all/bvar_bbvar_2020-10-30.log
bvar_lbvar_2016-04-29,True,0,469.5,,output/_logs/run_all/bvar_lbvar_2016-04-29.log
bvar_lbvar_2019-11-01,True,0,469.83,,output/_logs/run_all/bvar_lbvar_2019-11-01.log
bvar_lbvar_2021-04-30,True,0,470.5,,output/_logs/run_all/bvar_lbvar_2021-04-30.log
bvar_lbvar_2016-10-28,True,0,470.52,,output/_logs/run_all/bvar_lbvar_2016-10-28.log
bvar_lbvar_2019-05-03,True,0,470.63,,output/_logs/run_all/bvar_lbvar_2019-05-03.log
bvar_bbvar_2024-05-03,True,0,470.76,,output/_logs/run_all/bvar_bbvar_2024-05-03.log
bvar_lbvar_2020-10-30,True,0,470.85,,output/_logs/run_all/bvar_lbvar_2020-10-30.log
bvar_lbvar_2016-07-29,True,0,470.92,,output/_logs/run_all/bvar_lbvar_2016-07-29.log
bvar_lbvar_2023-04-28,True,0,471.48,,output/_logs/run_all/bvar_lbvar_2023-04-28.log
bvar_lbvar_2024-11-01,True,0,471.59,,output/_logs/run_all/bvar_lbvar_2024-11-01.log
bvar_lbvar_2017-07-28,True,0,472.31,,output/_logs/run_all/bvar_lbvar_2017-07-28.log
bvar_bbvar_2023-07-28,True,0,472.51,,output/_logs/run_all/bvar_bbvar_2023-07-28.log
bvar_lbvar_2022-01-28,True,0,472.64,,output/_logs/run_all/bvar_lbvar_2022-01-28.log
bvar_lbvar_2023-11-03,True,0,473.04,,output/_logs/run_all/bvar_lbvar_2023-11-03.log
bvar_lbvar_2022-10-28,True,0,473.27,,output/_logs/run_all/bvar_lbvar_2022-10-28.log
bvar_lbvar_2018-02-02,True,0,473.72,,output/_logs/run_all/bvar_lbvar_2018-02-02.log
bvar_lbvar_2024-05-03,True,0,474.22,,output/_logs/run_all/bvar_lbvar_2024-05-03.log
bvar_lbvar_2025-08-01,True,0,476.07,,output/_logs/run_all/bvar_lbvar_2025-08-01.log
bvar_bbvar_2017-07-28,True,0,476.52,,output/_logs/run_all/bvar_bbvar_2017-07-28.log
bvar_lbvar_2025-05-02,True,0,477.64,,output/_logs/run_all/bvar_lbvar_2025-05-02.log
bvar_lbvar_2021-10-29,True,0,478.62,,output/_logs/run_all/bvar_lbvar_2021-10-29.log
bvar_lbvar_2025-01-31,True,0,480.48,,output/_logs/run_all/bvar_lbvar_2025-01-31.log
bvar_lbvar_2020-07-31,True,0,499.33,,output/_logs/run_all/bvar_lbvar_2020-07-31.log
dfm_fed_overlap_student_t_ar1_shared,True,0,530.86,,output/_logs/run_all/dfm_fed_overlap_student_t_ar1_shared.log
merge_bvar_2016-10-28,True,0,0.01,,output/_logs/run_all/merge_bvar_2016-10-28.log
merge_bvar_2015-07-31,True,0,0.01,,output/_logs/run_all/merge_bvar_2015-07-31.log
merge_bvar_2012-11-02,True,0,0.01,,output/_logs/run_all/merge_bvar_2012-11-02.log
merge_bvar_2021-04-30,True,0,0.01,,output/_logs/run_all/merge_bvar_2021-04-30.log
merge_bvar_2020-01-31,True,0,0.01,,output/_logs/run_all/merge_bvar_2020-01-31.log
merge_bvar_2007-08-03,True,0,0.01,,output/_logs/run_all/merge_bvar_2007-08-03.log
merge_bvar_2007-11-02,True,0,0.01,,output/_logs/run_all/merge_bvar_2007-11-02.log
merge_bvar_2022-10-28,True,0,0.01,,output/_logs/run_all/merge_bvar_2022-10-28.log
merge_bvar_2009-07-31,True,0,0.01,,output/_logs/run_all/merge_bvar_2009-07-31.log
merge_bvar_2007-01-05,True,0,0.01,,output/_logs/run_all/merge_bvar_2007-01-05.log
merge_bvar_2025-10-31,True,0,0.01,,output/_logs/run_all/merge_bvar_2025-10-31.log
merge_bvar_2010-10-29,True,0,0.01,,output/_logs/run_all/merge_bvar_2010-10-29.log
merge_bvar_2012-08-03,True,0,0.01,,output/_logs/run_all/merge_bvar_2012-08-03.log
merge_bvar_2015-05-01,True,0,0.01,,output/_logs/run_all/merge_bvar_2015-05-01.log
merge_bvar_2011-07-29,True,0,0.02,,output/_logs/run_all/merge_bvar_2011-07-29.log
merge_bvar_2008-10-31,True,0,0.02,,output/_logs/run_all/merge_bvar_2008-10-31.log
merge_bvar_2008-05-02,True,0,0.02,,output/_logs/run_all/merge_bvar_2008-05-02.log
merge_bvar_2009-01-30,True,0,0.02,,output/_logs/run_all/merge_bvar_2009-01-30.log
merge_bvar_2007-05-04,True,0,0.02,,output/_logs/run_all/merge_bvar_2007-05-04.log
merge_bvar_2008-02-01,True,0,0.02,,output/_logs/run_all/merge_bvar_2008-02-01.log
merge_bvar_2009-10-30,True,0,0.02,,output/_logs/run_all/merge_bvar_2009-10-30.log
merge_bvar_2018-02-02,True,0,0.02,,output/_logs/run_all/merge_bvar_2018-02-02.log
merge_bvar_2010-01-29,True,0,0.02,,output/_logs/run_all/merge_bvar_2010-01-29.log
merge_bvar_2011-04-29,True,0,0.02,,output/_logs/run_all/merge_bvar_2011-04-29.log
merge_bvar_2015-01-30,True,0,0.02,,output/_logs/run_all/merge_bvar_2015-01-30.log
merge_bvar_2013-11-01,True,0,0.02,,output/_logs/run_all/merge_bvar_2013-11-01.log
merge_bvar_2007-02-02,True,0,0.02,,output/_logs/run_all/merge_bvar_2007-02-02.log
merge_bvar_2016-04-29,True,0,0.02,,output/_logs/run_all/merge_bvar_2016-04-29.log
merge_bvar_2011-01-28,True,0,0.02,,output/_logs/run_all/merge_bvar_2011-01-28.log
merge_bvar_2010-04-30,True,0,0.02,,output/_logs/run_all/merge_bvar_2010-04-30.log
merge_bvar_2008-08-01,True,0,0.02,,output/_logs/run_all/merge_bvar_2008-08-01.log
merge_bvar_2015-10-30,True,0,0.02,,output/_logs/run_all/merge_bvar_2015-10-30.log
merge_bvar_2021-07-30,True,0,0.02,,output/_logs/run_all/merge_bvar_2021-07-30.log
merge_bvar_2013-08-02,True,0,0.02,,output/_logs/run_all/merge_bvar_2013-08-02.log
merge_bvar_2017-02-03,True,0,0.02,,output/_logs/run_all/merge_bvar_2017-02-03.log
merge_bvar_2012-02-03,True,0,0.02,,output/_logs/run_all/merge_bvar_2012-02-03.log
merge_bvar_2016-01-29,True,0,0.02,,output/_logs/run_all/merge_bvar_2016-01-29.log
merge_bvar_2011-10-28,True,0,0.02,,output/_logs/run_all/merge_bvar_2011-10-28.log
merge_bvar_2017-07-28,True,0,0.02,,output/_logs/run_all/merge_bvar_2017-07-28.log
merge_bvar_2018-08-03,True,0,0.02,,output/_logs/run_all/merge_bvar_2018-08-03.log
merge_bvar_2017-04-28,True,0,0.02,,output/_logs/run_all/merge_bvar_2017-04-28.log
merge_bvar_2009-05-01,True,0,0.02,,output/_logs/run_all/merge_bvar_2009-05-01.log
merge_bvar_2013-05-03,True,0,0.02,,output/_logs/run_all/merge_bvar_2013-05-03.log
merge_bvar_2014-01-31,True,0,0.02,,output/_logs/run_all/merge_bvar_2014-01-31.log
merge_bvar_2021-10-29,True,0,0.02,,output/_logs/run_all/merge_bvar_2021-10-29.log
merge_bvar_2018-05-04,True,0,0.02,,output/_logs/run_all/merge_bvar_2018-05-04.log
merge_bvar_2014-05-02,True,0,0.02,,output/_logs/run_all/merge_bvar_2014-05-02.log
merge_bvar_2017-11-03,True,0,0.02,,output/_logs/run_all/merge_bvar_2017-11-03.log
merge_bvar_2023-04-28,True,0,0.02,,output/_logs/run_all/merge_bvar_2023-04-28.log
merge_bvar_2020-07-31,True,0,0.02,,output/_logs/run_all/merge_bvar_2020-07-31.log
merge_bvar_2019-08-02,True,0,0.02,,output/_logs/run_all/merge_bvar_2019-08-02.log
merge_bvar_2020-10-30,True,0,0.02,,output/_logs/run_all/merge_bvar_2020-10-30.log
merge_bvar_2014-08-01,True,0,0.02,,output/_logs/run_all/merge_bvar_2014-08-01.log
merge_bvar_2016-07-29,True,0,0.02,,output/_logs/run_all/merge_bvar_2016-07-29.log
merge_bvar_2023-11-03,True,0,0.02,,output/_logs/run_all/merge_bvar_2023-11-03.log
merge_bvar_2025-05-02,True,0,0.02,,output/_logs/run_all/merge_bvar_2025-05-02.log
merge_bvar_2010-07-30,True,0,0.02,,output/_logs/run_all/merge_bvar_2010-07-30.log
merge_bvar_2022-07-29,True,0,0.02,,output/_logs/run_all/merge_bvar_2022-07-29.log
merge_bvar_2019-11-01,True,0,0.02,,output/_logs/run_all/merge_bvar_2019-11-01.log
merge_bvar_2012-05-04,True,0,0.02,,output/_logs/run_all/merge_bvar_2012-05-04.log
merge_bvar_2022-04-29,True,0,0.02,,output/_logs/run_all/merge_bvar_2022-04-29.log
merge_bvar_2019-02-01,True,0,0.02,,output/_logs/run_all/merge_bvar_2019-02-01.log
merge_bvar_2019-05-03,True,0,0.02,,output/_logs/run_all/merge_bvar_2019-05-03.log
merge_bvar_2021-01-29,True,0,0.02,,output/_logs/run_all/merge_bvar_2021-01-29.log
merge_bvar_2024-11-01,True,0,0.02,,output/_logs/run_all/merge_bvar_2024-11-01.log
merge_bvar_2023-02-03,True,0,0.02,,output/_logs/run_all/merge_bvar_2023-02-03.log
merge_bvar_2014-10-31,True,0,0.02,,output/_logs/run_all/merge_bvar_2014-10-31.log
merge_bvar_2023-07-28,True,0,0.02,,output/_logs/run_all/merge_bvar_2023-07-28.log
merge_bvar_2024-02-02,True,0,0.02,,output/_logs/run_all/merge_bvar_2024-02-02.log
merge_bvar_2020-05-01,True,0,0.02,,output/_logs/run_all/merge_bvar_2020-05-01.log
merge_bvar_2024-05-03,True,0,0.02,,output/_logs/run_all/merge_bvar_2024-05-03.log
merge_bvar_2024-08-02,True,0,0.02,,output/_logs/run_all/merge_bvar_2024-08-02.log
merge_bvar_2025-01-31,True,0,0.02,,output/_logs/run_all/merge_bvar_2025-01-31.log
merge_bvar_2013-02-01,True,0,0.02,,output/_logs/run_all/merge_bvar_2013-02-01.log
merge_bvar_2022-01-28,True,0,0.02,,output/_logs/run_all/merge_bvar_2022-01-28.log
merge_bvar_2025-08-01,True,0,0.02,,output/_logs/run_all/merge_bvar_2025-08-01.log
merge_bvar_2018-11-02,True,0,0.02,,output/_logs/run_all/merge_bvar_2018-11-02.log
forecast_outputs,True,0,1.26,,output/_logs/run_all/forecast_outputs.log
