as_of,target_quarter,horizon_week,spec,variant,log_score,realizzato_bea,n_draws,reestimated
2024-11-01,2024Q4,5,cbvar,authors,-2.560514342852682,1.8522267738050768,1000,True
2024-11-01,2025Q1,-8,cbvar,authors,-2.687287129596249,-0.6484826392524012,1000,True
2024-11-08,2024Q4,6,cbvar,authors,-2.518701071065148,1.8522267738050768,1000,False
2024-11-08,2025Q1,-7,cbvar,authors,-2.7659502450000675,-0.6484826392524012,1000,False
2024-11-15,2024Q4,7,cbvar,authors,-2.561365712644784,1.8522267738050768,1000,False
2024-11-15,2025Q1,-6,cbvar,authors,-2.569783808030962,-0.6484826392524012,1000,False
2024-11-22,2024Q4,8,cbvar,authors,-2.4645896392541573,1.8522267738050768,1000,False
2024-11-22,2025Q1,-5,cbvar,authors,-2.647165475261607,-0.6484826392524012,1000,False
2024-11-29,2024Q4,9,cbvar,authors,-2.5220833531873423,1.8522267738050768,1000,False
2024-11-29,2025Q1,-4,cbvar,authors,-2.706951459936872,-0.6484826392524012,1000,False
2024-12-06,2024Q4,10,cbvar,authors,-2.3010325454943414,1.8522267738050768,1000,False
2024-12-06,2025Q1,-3,cbvar,authors,-2.5684043294474237,-0.6484826392524012,1000,False
2024-12-13,2024Q4,11,cbvar,authors,-2.361042082746435,1.8522267738050768,1000,False
2024-12-13,2025Q1,-2,cbvar,authors,-2.723916724706655,-0.6484826392524012,1000,False
2024-12-20,2024Q4,12,cbvar,authors,-2.0823794533017823,1.8522267738050768,1000,False
2024-12-20,2025Q1,-1,cbvar,authors,-2.7223297858895874,-0.6484826392524012,1000,False
2024-12-27,2024Q4,13,cbvar,authors,-2.0959814416629348,1.8522267738050768,1000,False
2024-12-27,2025Q1,0,cbvar,authors,-2.6741681192877573,-0.6484826392524012,1000,False
2025-01-03,2024Q4,14,cbvar,authors,-2.0997646224501456,1.8522267738050768,1000,False
2025-01-03,2025Q1,1,cbvar,authors,-2.7107441358989335,-0.6484826392524012,1000,False
2025-01-03,2025Q2,-12,cbvar,authors,-2.795737408216498,3.8380332333819878,1000,False
2025-01-10,2024Q4,15,cbvar,authors,-1.6424746633419285,1.8522267738050768,1000,False
2025-01-10,2025Q1,2,cbvar,authors,-2.656154119537173,-0.6484826392524012,1000,False
2025-01-10,2025Q2,-11,cbvar,authors,-2.7960609084961323,3.8380332333819878,1000,False
2025-01-17,2024Q4,16,cbvar,authors,-1.7364638828394359,1.8522267738050768,1000,False
2025-01-17,2025Q1,3,cbvar,authors,-2.668025959605856,-0.6484826392524012,1000,False
2025-01-17,2025Q2,-10,cbvar,authors,-2.889689339864298,3.8380332333819878,1000,False
2025-01-24,2024Q4,17,cbvar,authors,-1.7430938929050266,1.8522267738050768,1000,False
2025-01-24,2025Q1,4,cbvar,authors,-2.7445124807821704,-0.6484826392524012,1000,False
2025-01-24,2025Q2,-9,cbvar,authors,-2.855792077808977,3.8380332333819878,1000,False
