as_of,target_quarter,horizon_week,spec,variant,log_score,realizzato_bea,n_draws,reestimated
2017-11-03,2017Q4,5,bbvar,-,-1.6294454929558724,4.584974811729059,1000,True
2017-11-03,2018Q1,-8,bbvar,-,-1.57497327352707,3.293553047698339,1000,True
2017-11-10,2017Q4,6,bbvar,-,-1.746178983623904,4.584974811729059,1000,False
2017-11-10,2018Q1,-7,bbvar,-,-1.628532418167389,3.293553047698339,1000,False
2017-11-17,2017Q4,7,bbvar,-,-1.4795507311412974,4.584974811729059,1000,False
2017-11-17,2018Q1,-6,bbvar,-,-1.5554508153484066,3.293553047698339,1000,False
2017-11-24,2017Q4,8,bbvar,-,-1.5866509951859395,4.584974811729059,1000,False
2017-11-24,2018Q1,-5,bbvar,-,-1.6124027983284128,3.293553047698339,1000,False
2017-12-01,2017Q4,9,bbvar,-,-1.5175290079776989,4.584974811729059,1000,False
2017-12-01,2018Q1,-4,bbvar,-,-1.6832506514488652,3.293553047698339,1000,False
2017-12-08,2017Q4,10,bbvar,-,-1.7829161322931928,4.584974811729059,1000,False
2017-12-08,2018Q1,-3,bbvar,-,-1.6247492455590236,3.293553047698339,1000,False
2017-12-15,2017Q4,11,bbvar,-,-1.5933704970148812,4.584974811729059,1000,False
2017-12-15,2018Q1,-2,bbvar,-,-1.538316498278601,3.293553047698339,1000,False
2017-12-22,2017Q4,12,bbvar,-,-1.4424638445146,4.584974811729059,1000,False
2017-12-22,2018Q1,-1,bbvar,-,-1.5076538812245914,3.293553047698339,1000,False
2017-12-29,2017Q4,13,bbvar,-,-1.3205643434708054,4.584974811729059,1000,False
2017-12-29,2018Q1,0,bbvar,-,-1.4938974945805157,3.293553047698339,1000,False
2018-01-05,2017Q4,14,bbvar,-,-1.3338259095156257,4.584974811729059,1000,False
2018-01-05,2018Q1,1,bbvar,-,-1.5337488532216301,3.293553047698339,1000,False
2018-01-05,2018Q2,-12,bbvar,-,-1.5777315599792714,2.1402669926408935,1000,False
2018-01-12,2017Q4,15,bbvar,-,-1.3497584288491487,4.584974811729059,1000,False
2018-01-12,2018Q1,2,bbvar,-,-1.5133992469789956,3.293553047698339,1000,False
2018-01-12,2018Q2,-11,bbvar,-,-1.626507030367481,2.1402669926408935,1000,False
2018-01-19,2017Q4,16,bbvar,-,-1.4362761553201875,4.584974811729059,1000,False
2018-01-19,2018Q1,3,bbvar,-,-1.541005256460291,3.293553047698339,1000,False
2018-01-19,2018Q2,-10,bbvar,-,-1.650135960830187,2.1402669926408935,1000,False
2018-01-26,2017Q4,17,bbvar,-,-1.3835655528484578,4.584974811729059,1000,False
2018-01-26,2018Q1,4,bbvar,-,-1.4646807647236177,3.293553047698339,1000,False
2018-01-26,2018Q2,-9,bbvar,-,-1.625427139716185,2.1402669926408935,1000,False
