as_of,target_quarter,horizon_week,spec,variant,log_score,realizzato_bea,n_draws,reestimated
2023-11-03,2023Q4,5,qbvar,-,-2.413499470788614,3.4192155752948095,1000,True
2023-11-03,2024Q1,-8,qbvar,-,-2.5050134099264105,0.8420915771010673,1000,True
2023-11-10,2023Q4,6,qbvar,-,-2.4689795557768948,3.4192155752948095,1000,False
2023-11-10,2024Q1,-7,qbvar,-,-2.3944092148576432,0.8420915771010673,1000,False
2023-11-17,2023Q4,7,qbvar,-,-2.5165567382004794,3.4192155752948095,1000,False
2023-11-17,2024Q1,-6,qbvar,-,-2.4852007727695775,0.8420915771010673,1000,False
2023-11-24,2023Q4,8,qbvar,-,-2.4682506857010935,3.4192155752948095,1000,False
2023-11-24,2024Q1,-5,qbvar,-,-2.4722341866357826,0.8420915771010673,1000,False
2023-12-01,2023Q4,9,qbvar,-,-2.5888577211557995,3.4192155752948095,1000,False
2023-12-01,2024Q1,-4,qbvar,-,-2.4696400688960676,0.8420915771010673,1000,False
2023-12-08,2023Q4,10,qbvar,-,-2.627846129795727,3.4192155752948095,1000,False
2023-12-08,2024Q1,-3,qbvar,-,-2.3706433311764226,0.8420915771010673,1000,False
2023-12-15,2023Q4,11,qbvar,-,-2.5511158455523084,3.4192155752948095,1000,False
2023-12-15,2024Q1,-2,qbvar,-,-2.4019614189705596,0.8420915771010673,1000,False
2023-12-22,2023Q4,12,qbvar,-,-2.7331465852209433,3.4192155752948095,1000,False
2023-12-22,2024Q1,-1,qbvar,-,-2.5164294452588027,0.8420915771010673,1000,False
2023-12-29,2023Q4,13,qbvar,-,-2.6770235532707707,3.4192155752948095,1000,False
2023-12-29,2024Q1,0,qbvar,-,-2.475462440800523,0.8420915771010673,1000,False
2024-01-05,2023Q4,14,qbvar,-,-2.3075330432032697,3.4192155752948095,1000,False
2024-01-05,2024Q1,1,qbvar,-,-2.319356729025153,0.8420915771010673,1000,False
2024-01-05,2024Q2,-12,qbvar,-,-2.535059940389326,3.5892686664036777,1000,False
2024-01-12,2023Q4,15,qbvar,-,-2.3520484178764036,3.4192155752948095,1000,False
2024-01-12,2024Q1,2,qbvar,-,-2.2993201581066387,0.8420915771010673,1000,False
2024-01-12,2024Q2,-11,qbvar,-,-2.5329732601129233,3.5892686664036777,1000,False
2024-01-19,2023Q4,16,qbvar,-,-2.215274150958435,3.4192155752948095,1000,False
2024-01-19,2024Q1,3,qbvar,-,-2.209265685900725,0.8420915771010673,1000,False
2024-01-19,2024Q2,-10,qbvar,-,-2.552754381985608,3.5892686664036777,1000,False
2024-01-26,2023Q4,17,qbvar,-,-2.356190890644135,3.4192155752948095,1000,False
2024-01-26,2024Q1,4,qbvar,-,-2.2982848594439433,0.8420915771010673,1000,False
2024-01-26,2024Q2,-9,qbvar,-,-2.532915402886113,3.5892686664036777,1000,False
