as_of,target_quarter,horizon_week,spec,variant,log_score,realizzato_bea,n_draws,reestimated
2016-07-29,2016Q3,5,bbvar,-,-1.3064936745663067,2.8678981414693494,1000,True
2016-07-29,2016Q4,-9,bbvar,-,-1.5407891863469367,2.235699518586598,1000,True
2016-08-05,2016Q3,6,bbvar,-,-1.5011549982255274,2.8678981414693494,1000,False
2016-08-05,2016Q4,-8,bbvar,-,-1.5478188067732543,2.235699518586598,1000,False
2016-08-12,2016Q3,7,bbvar,-,-1.4313898211867826,2.8678981414693494,1000,False
2016-08-12,2016Q4,-7,bbvar,-,-1.5033080736472675,2.235699518586598,1000,False
2016-08-19,2016Q3,8,bbvar,-,-1.4441353695846249,2.8678981414693494,1000,False
2016-08-19,2016Q4,-6,bbvar,-,-1.5543045279172918,2.235699518586598,1000,False
2016-08-26,2016Q3,9,bbvar,-,-1.2740111893389912,2.8678981414693494,1000,False
2016-08-26,2016Q4,-5,bbvar,-,-1.6188286397023717,2.235699518586598,1000,False
2016-09-02,2016Q3,10,bbvar,-,-1.2722469518460466,2.8678981414693494,1000,False
2016-09-02,2016Q4,-4,bbvar,-,-1.5632371497232342,2.235699518586598,1000,False
2016-09-09,2016Q3,11,bbvar,-,-1.366775652565459,2.8678981414693494,1000,False
2016-09-09,2016Q4,-3,bbvar,-,-1.5548300504424817,2.235699518586598,1000,False
2016-09-16,2016Q3,12,bbvar,-,-1.322322740182358,2.8678981414693494,1000,False
2016-09-16,2016Q4,-2,bbvar,-,-1.506043854625464,2.235699518586598,1000,False
2016-09-23,2016Q3,13,bbvar,-,-1.345532362652566,2.8678981414693494,1000,False
2016-09-23,2016Q4,-1,bbvar,-,-1.4798861756339523,2.235699518586598,1000,False
2016-09-30,2016Q3,14,bbvar,-,-1.2602982828101899,2.8678981414693494,1000,False
2016-09-30,2016Q4,0,bbvar,-,-1.567551821898347,2.235699518586598,1000,False
2016-10-07,2016Q3,15,bbvar,-,-1.2475136630238028,2.8678981414693494,1000,False
2016-10-07,2016Q4,1,bbvar,-,-1.5109057230447451,2.235699518586598,1000,False
2016-10-07,2017Q1,-12,bbvar,-,-1.6151235531371588,1.9618307902452337,1000,False
2016-10-14,2016Q3,16,bbvar,-,-1.277930485958404,2.8678981414693494,1000,False
2016-10-14,2016Q4,2,bbvar,-,-1.523376710125942,2.235699518586598,1000,False
2016-10-14,2017Q1,-11,bbvar,-,-1.6266521440428354,1.9618307902452337,1000,False
2016-10-21,2016Q3,17,bbvar,-,-1.2023779656023306,2.8678981414693494,1000,False
2016-10-21,2016Q4,3,bbvar,-,-1.6026629562734984,2.235699518586598,1000,False
2016-10-21,2017Q1,-10,bbvar,-,-1.6053921586735034,1.9618307902452337,1000,False
