as_of,target_quarter,horizon_week,spec,variant,log_score,realizzato_bea,n_draws,reestimated
2014-05-02,2014Q2,5,bbvar,-,-2.112898709833991,5.268365026582655,1000,True
2014-05-02,2014Q2,5,cbvar,authors,-2.2231323934522504,5.268365026582655,1000,True
2014-05-02,2014Q2,5,lbvar,-,-1.9419670237908744,5.268365026582655,200,True
2014-05-02,2014Q2,5,qbvar,-,-2.763443346712989,5.268365026582655,1000,True
2014-05-02,2014Q3,-8,bbvar,-,-2.4229540491236183,4.950916534930627,1000,True
2014-05-02,2014Q3,-8,cbvar,authors,-2.576272704306726,4.950916534930627,1000,True
2014-05-02,2014Q3,-8,lbvar,-,-2.899131950894789,4.950916534930627,200,True
2014-05-02,2014Q3,-8,qbvar,-,-2.778281032961149,4.950916534930627,1000,True
2014-05-09,2014Q2,6,bbvar,-,-1.943535569336216,5.268365026582655,1000,False
2014-05-09,2014Q2,6,cbvar,authors,-2.2452190743124385,5.268365026582655,1000,False
2014-05-09,2014Q2,6,lbvar,-,-1.6637094724017116,5.268365026582655,200,False
2014-05-09,2014Q2,6,qbvar,-,-2.7150394169155643,5.268365026582655,1000,False
2014-05-09,2014Q3,-7,bbvar,-,-2.3138521723015537,4.950916534930627,1000,False
2014-05-09,2014Q3,-7,cbvar,authors,-2.373366518039808,4.950916534930627,1000,False
2014-05-09,2014Q3,-7,lbvar,-,-3.0574095448494045,4.950916534930627,200,False
2014-05-09,2014Q3,-7,qbvar,-,-2.75625191673909,4.950916534930627,1000,False
2014-05-16,2014Q2,7,bbvar,-,-1.5976526564062314,5.268365026582655,1000,False
2014-05-16,2014Q2,7,cbvar,authors,-2.2050953172835555,5.268365026582655,1000,False
2014-05-16,2014Q2,7,lbvar,-,-1.435854642499785,5.268365026582655,200,False
2014-05-16,2014Q2,7,qbvar,-,-2.5066828879994407,5.268365026582655,1000,False
2014-05-16,2014Q3,-6,bbvar,-,-2.251550503030635,4.950916534930627,1000,False
2014-05-16,2014Q3,-6,cbvar,authors,-2.329524705015128,4.950916534930627,1000,False
2014-05-16,2014Q3,-6,lbvar,-,-2.843567283880108,4.950916534930627,200,False
2014-05-16,2014Q3,-6,qbvar,-,-2.5703476669451235,4.950916534930627,1000,False
2014-05-23,2014Q2,8,bbvar,-,-1.3259063465164609,5.268365026582655,1000,False
2014-05-23,2014Q2,8,cbvar,authors,-1.9897811026130103,5.268365026582655,1000,False
2014-05-23,2014Q2,8,lbvar,-,-1.4166284594919984,5.268365026582655,200,False
2014-05-23,2014Q2,8,qbvar,-,-2.50698515146164,5.268365026582655,1000,False
2014-05-23,2014Q3,-5,bbvar,-,-2.0488754219351337,4.950916534930627,1000,False
2014-05-23,2014Q3,-5,cbvar,authors,-2.3406035543149715,4.950916534930627,1000,False
2014-05-23,2014Q3,-5,lbvar,-,-2.959301102072553,4.950916534930627,200,False
2014-05-23,2014Q3,-5,qbvar,-,-2.5309185531757685,4.950916534930627,1000,False
2014-05-30,2014Q2,9,bbvar,-,-1.4328173148367604,5.268365026582655,1000,False
2014-05-30,2014Q2,9,cbvar,authors,-1.982260926836788,5.268365026582655,1000,False
2014-05-30,2014Q2,9,lbvar,-,-1.463741630941935,5.268365026582655,200,False
2014-05-30,2014Q2,9,qbvar,-,-2.423724637982466,5.268365026582655,1000,False
2014-05-30,2014Q3,-4,bbvar,-,-2.021583394067568,4.950916534930627,1000,False
2014-05-30,2014Q3,-4,cbvar,authors,-2.3557438071847803,4.950916534930627,1000,False
2014-05-30,2014Q3,-4,lbvar,-,-2.990031364895499,4.950916534930627,200,False
2014-05-30,2014Q3,-4,qbvar,-,-2.5461234623625364,4.950916534930627,1000,False
2014-06-06,2014Q2,10,bbvar,-,-1.4728075689867417,5.268365026582655,1000,False
2014-06-06,2014Q2,10,cbvar,authors,-1.8913770081846064,5.268365026582655,1000,False
2014-06-06,2014Q2,10,lbvar,-,-1.2606707299425668,5.268365026582655,200,False
2014-06-06,2014Q2,10,qbvar,-,-2.5032381254989597,5.268365026582655,1000,False
2014-06-06,2014Q3,-3,bbvar,-,-2.1476003451915098,4.950916534930627,1000,False
2014-06-06,2014Q3,-3,cbvar,authors,-2.36813954208684,4.950916534930627,1000,False
2014-06-06,2014Q3,-3,lbvar,-,-2.878769815651891,4.950916534930627,200,False
2014-06-06,2014Q3,-3,qbvar,-,-2.586105491793139,4.950916534930627,1000,False
2014-06-13,2014Q2,11,bbvar,-,-1.5179456381796117,5.268365026582655,1000,False
2014-06-13,2014Q2,11,cbvar,authors,-1.85673164872472,5.268365026582655,1000,False
2014-06-13,2014Q2,11,lbvar,-,-1.6716654026184847,5.268365026582655,200,False
2014-06-13,2014Q2,11,qbvar,-,-2.3752047986599694,5.268365026582655,1000,False
2014-06-13,2014Q3,-2,bbvar,-,-2.1212019954209067,4.950916534930627,1000,False
2014-06-13,2014Q3,-2,cbvar,authors,-2.32183719720161,4.950916534930627,1000,False
2014-06-13,2014Q3,-2,lbvar,-,-3.067701908495618,4.950916534930627,200,False
2014-06-13,2014Q3,-2,qbvar,-,-2.485881934702107,4.950916534930627,1000,False
2014-06-20,2014Q2,12,bbvar,-,-1.4993714169666377,5.268365026582655,1000,False
2014-06-20,2014Q2,12,cbvar,authors,-1.8442006430290068,5.268365026582655,1000,False
2014-06-20,2014Q2,12,lbvar,-,-1.5461948458062225,5.268365026582655,200,False
2014-06-20,2014Q2,12,qbvar,-,-1.9216255547733063,5.268365026582655,1000,False
2014-06-20,2014Q3,-1,bbvar,-,-2.174486361184889,4.950916534930627,1000,False
2014-06-20,2014Q3,-1,cbvar,authors,-2.3239654733395465,4.950916534930627,1000,False
2014-06-20,2014Q3,-1,lbvar,-,-2.689669870476889,4.950916534930627,200,False
2014-06-20,2014Q3,-1,qbvar,-,-2.328111517060695,4.950916534930627,1000,False
2014-06-27,2014Q2,13,bbvar,-,-1.7299368668119153,5.268365026582655,1000,False
2014-06-27,2014Q2,13,cbvar,authors,-1.855040021420159,5.268365026582655,1000,False
2014-06-27,2014Q2,13,lbvar,-,-1.3800544272281057,5.268365026582655,200,False
2014-06-27,2014Q2,13,qbvar,-,-1.8651559978551768,5.268365026582655,1000,False
2014-06-27,2014Q3,0,bbvar,-,-2.155756842034849,4.950916534930627,1000,False
2014-06-27,2014Q3,0,cbvar,authors,-2.3930070493767035,4.950916534930627,1000,False
2014-06-27,2014Q3,0,lbvar,-,-2.692138612527914,4.950916534930627,200,False
2014-06-27,2014Q3,0,qbvar,-,-2.570337231414332,4.950916534930627,1000,False
2014-07-04,2014Q2,14,bbvar,-,-1.635511369740534,5.268365026582655,1000,False
2014-07-04,2014Q2,14,cbvar,authors,-1.7864893674623477,5.268365026582655,1000,False
2014-07-04,2014Q2,14,lbvar,-,-1.2015866021903272,5.268365026582655,200,False
2014-07-04,2014Q2,14,qbvar,-,-2.09290636418918,5.268365026582655,1000,False
2014-07-04,2014Q3,1,bbvar,-,-2.0550695265992163,4.950916534930627,1000,False
2014-07-04,2014Q3,1,cbvar,authors,-2.3459779582970097,4.950916534930627,1000,False
2014-07-04,2014Q3,1,lbvar,-,-2.836400668772341,4.950916534930627,200,False
2014-07-04,2014Q3,1,qbvar,-,-2.752380119920637,4.950916534930627,1000,False
2014-07-04,2014Q4,-12,bbvar,-,-1.6400983614381877,2.0383303103057804,1000,False
2014-07-04,2014Q4,-12,cbvar,authors,-2.001878470187733,2.0383303103057804,1000,False
2014-07-04,2014Q4,-12,lbvar,-,-1.7045266485122512,2.0383303103057804,200,False
2014-07-04,2014Q4,-12,qbvar,-,-1.599105906722687,2.0383303103057804,1000,False
2014-07-11,2014Q2,15,bbvar,-,-1.4801540608445398,5.268365026582655,1000,False
2014-07-11,2014Q2,15,cbvar,authors,-1.652028231750292,5.268365026582655,1000,False
2014-07-11,2014Q2,15,lbvar,-,-1.3360418850585412,5.268365026582655,200,False
2014-07-11,2014Q2,15,qbvar,-,-1.6905494622957922,5.268365026582655,1000,False
2014-07-11,2014Q3,2,bbvar,-,-1.9794381453632,4.950916534930627,1000,False
2014-07-11,2014Q3,2,cbvar,authors,-2.3602795521791378,4.950916534930627,1000,False
2014-07-11,2014Q3,2,lbvar,-,-2.3938454714697506,4.950916534930627,200,False
2014-07-11,2014Q3,2,qbvar,-,-2.408089428482893,4.950916534930627,1000,False
2014-07-11,2014Q4,-11,bbvar,-,-1.5516654858946168,2.0383303103057804,1000,False
2014-07-11,2014Q4,-11,cbvar,authors,-2.0575184147798886,2.0383303103057804,1000,False
2014-07-11,2014Q4,-11,lbvar,-,-1.5543337607350018,2.0383303103057804,200,False
2014-07-11,2014Q4,-11,qbvar,-,-1.641554070325458,2.0383303103057804,1000,False
2014-07-18,2014Q2,16,bbvar,-,-1.5864882690029372,5.268365026582655,1000,False
2014-07-18,2014Q2,16,cbvar,authors,-1.7653468103364331,5.268365026582655,1000,False
2014-07-18,2014Q2,16,lbvar,-,-1.181584646460634,5.268365026582655,200,False
2014-07-18,2014Q2,16,qbvar,-,-1.5275379471588564,5.268365026582655,1000,False
2014-07-18,2014Q3,3,bbvar,-,-2.093284629906017,4.950916534930627,1000,False
2014-07-18,2014Q3,3,cbvar,authors,-2.361230238000769,4.950916534930627,1000,False
2014-07-18,2014Q3,3,lbvar,-,-2.426021908838938,4.950916534930627,200,False
2014-07-18,2014Q3,3,qbvar,-,-2.175874759271456,4.950916534930627,1000,False
2014-07-18,2014Q4,-10,bbvar,-,-1.5813773012857744,2.0383303103057804,1000,False
2014-07-18,2014Q4,-10,cbvar,authors,-2.015138188041283,2.0383303103057804,1000,False
2014-07-18,2014Q4,-10,lbvar,-,-1.7115027004475487,2.0383303103057804,200,False
2014-07-18,2014Q4,-10,qbvar,-,-1.6929334420792794,2.0383303103057804,1000,False
2014-07-25,2014Q2,17,bbvar,-,-1.494386367028242,5.268365026582655,1000,False
2014-07-25,2014Q2,17,cbvar,authors,-1.801936591775448,5.268365026582655,1000,False
2014-07-25,2014Q2,17,lbvar,-,-1.031481965484703,5.268365026582655,200,False
2014-07-25,2014Q2,17,qbvar,-,-1.4621961826054175,5.268365026582655,1000,False
2014-07-25,2014Q3,4,bbvar,-,-1.9781236594940323,4.950916534930627,1000,False
2014-07-25,2014Q3,4,cbvar,authors,-2.249368504145313,4.950916534930627,1000,False
2014-07-25,2014Q3,4,lbvar,-,-2.4697593680675274,4.950916534930627,200,False
2014-07-25,2014Q3,4,qbvar,-,-2.208852239263672,4.950916534930627,1000,False
2014-07-25,2014Q4,-9,bbvar,-,-1.6267733818140782,2.0383303103057804,1000,False
