as_of,target_quarter,horizon_week,spec,variant,log_score,realizzato_bea,n_draws,reestimated
2025-08-01,2025Q3,5,bbvar,-,-3.1211031511869582,4.3753962528716,1000,True
2025-08-01,2025Q3,5,cbvar,authors,-2.798913790814356,4.3753962528716,1000,True
2025-08-01,2025Q3,5,lbvar,-,-2.7632031200868106,4.3753962528716,200,True
2025-08-01,2025Q3,5,qbvar,-,-2.3678048476656066,4.3753962528716,1000,True
2025-08-01,2025Q4,-8,bbvar,-,-2.338410319515533,0.482248112360617,1000,True
2025-08-01,2025Q4,-8,cbvar,authors,-2.6999661481926074,0.482248112360617,1000,True
2025-08-01,2025Q4,-8,lbvar,-,-2.452297545914112,0.482248112360617,200,True
2025-08-01,2025Q4,-8,qbvar,-,-2.404330828797608,0.482248112360617,1000,True
2025-08-08,2025Q3,6,bbvar,-,-3.179191179897916,4.3753962528716,1000,False
2025-08-08,2025Q3,6,cbvar,authors,-2.778402229372181,4.3753962528716,1000,False
2025-08-08,2025Q3,6,lbvar,-,-2.8215930171089627,4.3753962528716,200,False
2025-08-08,2025Q3,6,qbvar,-,-2.6511179258744635,4.3753962528716,1000,False
2025-08-08,2025Q4,-7,bbvar,-,-2.0614435249368928,0.482248112360617,1000,False
2025-08-08,2025Q4,-7,cbvar,authors,-2.6723981622688155,0.482248112360617,1000,False
2025-08-08,2025Q4,-7,lbvar,-,-2.344625324746711,0.482248112360617,200,False
2025-08-08,2025Q4,-7,qbvar,-,-2.4914046877224605,0.482248112360617,1000,False
2025-08-15,2025Q3,7,bbvar,-,-3.356882736378678,4.3753962528716,1000,False
2025-08-15,2025Q3,7,cbvar,authors,-2.69135668476755,4.3753962528716,1000,False
2025-08-15,2025Q3,7,lbvar,-,-2.747418705007965,4.3753962528716,200,False
2025-08-15,2025Q3,7,qbvar,-,-2.5430310211846807,4.3753962528716,1000,False
2025-08-15,2025Q4,-6,bbvar,-,-2.1551316057301824,0.482248112360617,1000,False
2025-08-15,2025Q4,-6,cbvar,authors,-2.798138640063989,0.482248112360617,1000,False
2025-08-15,2025Q4,-6,lbvar,-,-2.3072669840799263,0.482248112360617,200,False
2025-08-15,2025Q4,-6,qbvar,-,-2.5457532749779315,0.482248112360617,1000,False
2025-08-22,2025Q3,8,bbvar,-,-2.548684071613186,4.3753962528716,1000,False
2025-08-22,2025Q3,8,cbvar,authors,-2.59452037936544,4.3753962528716,1000,False
