as_of,target_quarter,horizon_week,spec,variant,log_score,realizzato_bea,n_draws,reestimated
2008-10-31,2008Q4,5,bbvar,-,-18.315476948220397,-8.472768957225274,1000,True
2008-10-31,2008Q4,5,cbvar,authors,-4.955669495996153,-8.472768957225274,1000,True
2008-10-31,2008Q4,5,lbvar,-,-6.701098824971021,-8.472768957225274,200,True
2008-10-31,2008Q4,5,qbvar,-,-7.192822803772566,-8.472768957225274,1000,True
2008-10-31,2009Q1,-8,bbvar,-,-3.796731480503376,-4.462803810727223,1000,True
2008-10-31,2009Q1,-8,cbvar,authors,-2.8531478076245067,-4.462803810727223,1000,True
2008-10-31,2009Q1,-8,lbvar,-,-3.766645325322608,-4.462803810727223,200,True
2008-10-31,2009Q1,-8,qbvar,-,-3.4129589701574097,-4.462803810727223,1000,True
2008-11-07,2008Q4,6,bbvar,-,-12.025958222606574,-8.472768957225274,1000,False
2008-11-07,2008Q4,6,cbvar,authors,-4.952100616214135,-8.472768957225274,1000,False
2008-11-07,2008Q4,6,lbvar,-,-6.263630111003215,-8.472768957225274,200,False
2008-11-07,2008Q4,6,qbvar,-,-9.299273152415322,-8.472768957225274,1000,False
2008-11-07,2009Q1,-7,bbvar,-,-3.96204492379603,-4.462803810727223,1000,False
2008-11-07,2009Q1,-7,cbvar,authors,-3.097204833546194,-4.462803810727223,1000,False
2008-11-07,2009Q1,-7,lbvar,-,-3.749177515146213,-4.462803810727223,200,False
2008-11-07,2009Q1,-7,qbvar,-,-3.3628546521137253,-4.462803810727223,1000,False
2008-11-14,2008Q4,7,bbvar,-,-7.141556029087536,-8.472768957225274,1000,False
2008-11-14,2008Q4,7,cbvar,authors,-4.58812079325377,-8.472768957225274,1000,False
2008-11-14,2008Q4,7,lbvar,-,-5.934384305821029,-8.472768957225274,200,False
2008-11-14,2008Q4,7,qbvar,-,-7.281034935644266,-8.472768957225274,1000,False
2008-11-14,2009Q1,-6,bbvar,-,-4.056768220282553,-4.462803810727223,1000,False
2008-11-14,2009Q1,-6,cbvar,authors,-3.1334620237550435,-4.462803810727223,1000,False
2008-11-14,2009Q1,-6,lbvar,-,-3.956771072196229,-4.462803810727223,200,False
2008-11-14,2009Q1,-6,qbvar,-,-3.486402635641421,-4.462803810727223,1000,False
2008-11-21,2008Q4,8,bbvar,-,-5.663225154577248,-8.472768957225274,1000,False
2008-11-21,2008Q4,8,cbvar,authors,-3.841409481406898,-8.472768957225274,1000,False
2008-11-21,2008Q4,8,lbvar,-,-9.627627035114314,-8.472768957225274,200,False
2008-11-21,2008Q4,8,qbvar,-,-6.761345826934852,-8.472768957225274,1000,False
2008-11-21,2009Q1,-5,bbvar,-,-4.097440257100669,-4.462803810727223,1000,False
2008-11-21,2009Q1,-5,cbvar,authors,-3.059177943043733,-4.462803810727223,1000,False
2008-11-21,2009Q1,-5,lbvar,-,-3.937672324566973,-4.462803810727223,200,False
2008-11-21,2009Q1,-5,qbvar,-,-3.441232620059321,-4.462803810727223,1000,False
2008-11-28,2008Q4,9,bbvar,-,-6.160990084846446,-8.472768957225274,1000,False
2008-11-28,2008Q4,9,cbvar,authors,-3.87746120404297,-8.472768957225274,1000,False
2008-11-28,2008Q4,9,lbvar,-,-9.34796060592553,-8.472768957225274,200,False
2008-11-28,2008Q4,9,qbvar,-,-7.299114375285578,-8.472768957225274,1000,False
2008-11-28,2009Q1,-4,bbvar,-,-4.041332610593477,-4.462803810727223,1000,False
2008-11-28,2009Q1,-4,cbvar,authors,-3.0892878185768438,-4.462803810727223,1000,False
2008-11-28,2009Q1,-4,lbvar,-,-4.288442029022919,-4.462803810727223,200,False
2008-11-28,2009Q1,-4,qbvar,-,-3.4863563044399224,-4.462803810727223,1000,False
2008-12-05,2008Q4,10,bbvar,-,-6.570426704487051,-8.472768957225274,1000,False
2008-12-05,2008Q4,10,cbvar,authors,-3.810294944860117,-8.472768957225274,1000,False
2008-12-05,2008Q4,10,lbvar,-,-9.448540337860416,-8.472768957225274,200,False
2008-12-05,2008Q4,10,qbvar,-,-8.518458976238287,-8.472768957225274,1000,False
2008-12-05,2009Q1,-3,bbvar,-,-4.178445766470116,-4.462803810727223,1000,False
2008-12-05,2009Q1,-3,cbvar,authors,-3.019964458261231,-4.462803810727223,1000,False
2008-12-05,2009Q1,-3,lbvar,-,-3.688330652446553,-4.462803810727223,200,False
