as_of,target_quarter,horizon_week,spec,variant,log_score,realizzato_bea,n_draws,reestimated
2007-05-04,2007Q2,5,bbvar,-,-1.3997295990341194,2.4695947150627617,1000,True
2007-05-04,2007Q2,5,cbvar,authors,-1.999723204030208,2.4695947150627617,1000,True
2007-05-04,2007Q2,5,lbvar,-,-1.9056124053369328,2.4695947150627617,200,True
2007-05-04,2007Q2,5,qbvar,-,-1.5138728182234262,2.4695947150627617,1000,True
2007-05-04,2007Q3,-8,bbvar,-,-1.4895886157898472,2.3240880884577653,1000,True
2007-05-04,2007Q3,-8,cbvar,authors,-1.9902327944161853,2.3240880884577653,1000,True
2007-05-04,2007Q3,-8,lbvar,-,-1.8157671828445867,2.3240880884577653,200,True
2007-05-04,2007Q3,-8,qbvar,-,-1.6892708941991188,2.3240880884577653,1000,True
2007-05-11,2007Q2,6,bbvar,-,-1.3964869038430705,2.4695947150627617,1000,False
2007-05-11,2007Q2,6,cbvar,authors,-1.9878365222748595,2.4695947150627617,1000,False
2007-05-11,2007Q2,6,lbvar,-,-1.9680247524001249,2.4695947150627617,200,False
2007-05-11,2007Q2,6,qbvar,-,-1.7542950481748276,2.4695947150627617,1000,False
2007-05-11,2007Q3,-7,bbvar,-,-1.5371778207193054,2.3240880884577653,1000,False
2007-05-11,2007Q3,-7,cbvar,authors,-1.9929037103825011,2.3240880884577653,1000,False
2007-05-11,2007Q3,-7,lbvar,-,-1.868338570626824,2.3240880884577653,200,False
2007-05-11,2007Q3,-7,qbvar,-,-1.6134668537664154,2.3240880884577653,1000,False
2007-05-18,2007Q2,7,bbvar,-,-1.4990481377597935,2.4695947150627617,1000,False
2007-05-18,2007Q2,7,cbvar,authors,-1.981574123472062,2.4695947150627617,1000,False
2007-05-18,2007Q2,7,lbvar,-,-1.6655200352972597,2.4695947150627617,200,False
2007-05-18,2007Q2,7,qbvar,-,-1.7963284980721623,2.4695947150627617,1000,False
2007-05-18,2007Q3,-6,bbvar,-,-1.5978926137768124,2.3240880884577653,1000,False
2007-05-18,2007Q3,-6,cbvar,authors,-2.091881585198555,2.3240880884577653,1000,False
2007-05-18,2007Q3,-6,lbvar,-,-1.831455315712656,2.3240880884577653,200,False
2007-05-18,2007Q3,-6,qbvar,-,-1.6805224903388618,2.3240880884577653,1000,False
2007-05-25,2007Q2,8,bbvar,-,-1.491065055634345,2.4695947150627617,1000,False
2007-05-25,2007Q2,8,cbvar,authors,-2.0254878033690438,2.4695947150627617,1000,False
2007-05-25,2007Q2,8,lbvar,-,-1.4916852448791318,2.4695947150627617,200,False
2007-05-25,2007Q2,8,qbvar,-,-1.7722788974589792,2.4695947150627617,1000,False
2007-05-25,2007Q3,-5,bbvar,-,-1.5864248276917483,2.3240880884577653,1000,False
2007-05-25,2007Q3,-5,cbvar,authors,-2.172045273252799,2.3240880884577653,1000,False
2007-05-25,2007Q3,-5,lbvar,-,-1.5788282753688592,2.3240880884577653,200,False
2007-05-25,2007Q3,-5,qbvar,-,-1.819737416158013,2.3240880884577653,1000,False
2007-06-01,2007Q2,9,bbvar,-,-1.377333109471489,2.4695947150627617,1000,False
2007-06-01,2007Q2,9,cbvar,authors,-1.949256353419278,2.4695947150627617,1000,False
2007-06-01,2007Q2,9,lbvar,-,-1.608294200247548,2.4695947150627617,200,False
2007-06-01,2007Q2,9,qbvar,-,-1.7464504819265168,2.4695947150627617,1000,False
2007-06-01,2007Q3,-4,bbvar,-,-1.5227311128114722,2.3240880884577653,1000,False
2007-06-01,2007Q3,-4,cbvar,authors,-1.9991819809248397,2.3240880884577653,1000,False
2007-06-01,2007Q3,-4,lbvar,-,-1.7525853258539148,2.3240880884577653,200,False
2007-06-01,2007Q3,-4,qbvar,-,-1.7986504134000567,2.3240880884577653,1000,False
2007-06-08,2007Q2,10,bbvar,-,-1.325128937330934,2.4695947150627617,1000,False
2007-06-08,2007Q2,10,cbvar,authors,-2.02009010715519,2.4695947150627617,1000,False
2007-06-08,2007Q2,10,lbvar,-,-1.4816455075051935,2.4695947150627617,200,False
2007-06-08,2007Q2,10,qbvar,-,-1.7482196610428484,2.4695947150627617,1000,False
2007-06-08,2007Q3,-3,bbvar,-,-1.5709441363868384,2.3240880884577653,1000,False
2007-06-08,2007Q3,-3,cbvar,authors,-1.9148950331619672,2.3240880884577653,1000,False
2007-06-08,2007Q3,-3,lbvar,-,-1.715560376810759,2.3240880884577653,200,False
2007-06-08,2007Q3,-3,qbvar,-,-1.7855984240048586,2.3240880884577653,1000,False
2007-06-15,2007Q2,11,bbvar,-,-1.385990870500868,2.4695947150627617,1000,False
2007-06-15,2007Q2,11,cbvar,authors,-1.8955295135603,2.4695947150627617,1000,False
2007-06-15,2007Q2,11,lbvar,-,-1.5391721049095273,2.4695947150627617,200,False
2007-06-15,2007Q2,11,qbvar,-,-1.708839448047684,2.4695947150627617,1000,False
2007-06-15,2007Q3,-2,bbvar,-,-1.5211226230497492,2.3240880884577653,1000,False
2007-06-15,2007Q3,-2,cbvar,authors,-2.014712871633728,2.3240880884577653,1000,False
2007-06-15,2007Q3,-2,lbvar,-,-1.6625570274993058,2.3240880884577653,200,False
2007-06-15,2007Q3,-2,qbvar,-,-1.7306539334943565,2.3240880884577653,1000,False
2007-06-22,2007Q2,12,bbvar,-,-1.3374270322323405,2.4695947150627617,1000,False
2007-06-22,2007Q2,12,cbvar,authors,-1.786402575563654,2.4695947150627617,1000,False
2007-06-22,2007Q2,12,lbvar,-,-1.2619467910954172,2.4695947150627617,200,False
2007-06-22,2007Q2,12,qbvar,-,-1.7091603096555352,2.4695947150627617,1000,False
2007-06-22,2007Q3,-1,bbvar,-,-1.4489444465885155,2.3240880884577653,1000,False
