as_of,target_quarter,horizon_week,spec,variant,log_score,realizzato_bea,n_draws,reestimated
2018-02-02,2018Q1,5,bbvar,-,-1.4086911348856523,3.293553047698339,1000,True
2018-02-02,2018Q2,-8,bbvar,-,-1.5525215521625402,2.1402669926408935,1000,True
2018-02-09,2018Q1,6,bbvar,-,-1.3549912972508837,3.293553047698339,1000,False
2018-02-09,2018Q2,-7,bbvar,-,-1.5812375006990687,2.1402669926408935,1000,False
2018-02-16,2018Q1,7,bbvar,-,-1.437353640118723,3.293553047698339,1000,False
2018-02-16,2018Q2,-6,bbvar,-,-1.5592580555812965,2.1402669926408935,1000,False
2018-02-23,2018Q1,8,bbvar,-,-1.3260853845269325,3.293553047698339,1000,False
2018-02-23,2018Q2,-5,bbvar,-,-1.5742167282047763,2.1402669926408935,1000,False
2018-03-02,2018Q1,9,bbvar,-,-1.2147383627355044,3.293553047698339,1000,False
2018-03-02,2018Q2,-4,bbvar,-,-1.4867029737010735,2.1402669926408935,1000,False
2018-03-09,2018Q1,10,bbvar,-,-1.2688641422979865,3.293553047698339,1000,False
2018-03-09,2018Q2,-3,bbvar,-,-1.6021648014823922,2.1402669926408935,1000,False
2018-03-16,2018Q1,11,bbvar,-,-1.2944147102378294,3.293553047698339,1000,False
2018-03-16,2018Q2,-2,bbvar,-,-1.52145308122704,2.1402669926408935,1000,False
2018-03-23,2018Q1,12,bbvar,-,-1.1966401952802337,3.293553047698339,1000,False
2018-03-23,2018Q2,-1,bbvar,-,-1.523260259011669,2.1402669926408935,1000,False
2018-03-30,2018Q1,13,bbvar,-,-1.1072039516744887,3.293553047698339,1000,False
2018-03-30,2018Q2,0,bbvar,-,-1.5089368740150264,2.1402669926408935,1000,False
2018-04-06,2018Q1,14,bbvar,-,-1.2861650839142311,3.293553047698339,1000,False
2018-04-06,2018Q2,1,bbvar,-,-1.5435242803453817,2.1402669926408935,1000,False
2018-04-06,2018Q3,-12,bbvar,-,-1.5496683471408668,2.5182268082057035,1000,False
2018-04-13,2018Q1,15,bbvar,-,-1.4119113427673249,3.293553047698339,1000,False
2018-04-13,2018Q2,2,bbvar,-,-1.5253592592565972,2.1402669926408935,1000,False
2018-04-13,2018Q3,-11,bbvar,-,-1.559435555712715,2.5182268082057035,1000,False
2018-04-20,2018Q1,16,bbvar,-,-1.1532544592982628,3.293553047698339,1000,False
2018-04-20,2018Q2,3,bbvar,-,-1.6046301961834248,2.1402669926408935,1000,False
2018-04-20,2018Q3,-10,bbvar,-,-1.544367938882562,2.5182268082057035,1000,False
2018-04-27,2018Q1,17,bbvar,-,-1.2691657980956261,3.293553047698339,1000,False
2018-04-27,2018Q2,4,bbvar,-,-1.6523360196988508,2.1402669926408935,1000,False
2018-04-27,2018Q3,-9,bbvar,-,-1.5233270528055498,2.5182268082057035,1000,False
