as_of,target_quarter,horizon_week,spec,variant,log_score,realizzato_bea,n_draws,reestimated
2019-02-01,2019Q1,5,qbvar,-,-1.5503716265482086,2.520756202743435,1000,True
2019-02-01,2019Q2,-8,qbvar,-,-1.947351476812768,3.3826649590035895,1000,True
2019-02-08,2019Q1,6,qbvar,-,-1.6222291423777184,2.520756202743435,1000,False
2019-02-08,2019Q2,-7,qbvar,-,-1.9163310362080836,3.3826649590035895,1000,False
2019-02-15,2019Q1,7,qbvar,-,-1.5313299844166448,2.520756202743435,1000,False
2019-02-15,2019Q2,-6,qbvar,-,-1.7445570437814146,3.3826649590035895,1000,False
2019-02-22,2019Q1,8,qbvar,-,-1.6262371400738775,2.520756202743435,1000,False
2019-02-22,2019Q2,-5,qbvar,-,-1.844406323108101,3.3826649590035895,1000,False
2019-03-01,2019Q1,9,qbvar,-,-1.5790139403574979,2.520756202743435,1000,False
2019-03-01,2019Q2,-4,qbvar,-,-1.7859789403377553,3.3826649590035895,1000,False
2019-03-08,2019Q1,10,qbvar,-,-1.6474979920119246,2.520756202743435,1000,False
2019-03-08,2019Q2,-3,qbvar,-,-1.7988641652455652,3.3826649590035895,1000,False
2019-03-15,2019Q1,11,qbvar,-,-1.6044053113564112,2.520756202743435,1000,False
2019-03-15,2019Q2,-2,qbvar,-,-1.7906000811298037,3.3826649590035895,1000,False
2019-03-22,2019Q1,12,qbvar,-,-1.5595172127802253,2.520756202743435,1000,False
2019-03-22,2019Q2,-1,qbvar,-,-1.8109052480209584,3.3826649590035895,1000,False
2019-03-29,2019Q1,13,qbvar,-,-1.5124913634877972,2.520756202743435,1000,False
2019-03-29,2019Q2,0,qbvar,-,-1.7036539798708938,3.3826649590035895,1000,False
2019-04-05,2019Q1,14,qbvar,-,-1.459938759048453,2.520756202743435,1000,False
2019-04-05,2019Q2,1,qbvar,-,-1.6509631594487053,3.3826649590035895,1000,False
2019-04-05,2019Q3,-12,qbvar,-,-2.2782568838462858,4.762784209178728,1000,False
2019-04-12,2019Q1,15,qbvar,-,-1.4835257522059724,2.520756202743435,1000,False
2019-04-12,2019Q2,2,qbvar,-,-1.737268588215771,3.3826649590035895,1000,False
2019-04-12,2019Q3,-11,qbvar,-,-2.3716746173874985,4.762784209178728,1000,False
2019-04-19,2019Q1,16,qbvar,-,-1.3620957634805366,2.520756202743435,1000,False
2019-04-19,2019Q2,3,qbvar,-,-1.925934838538642,3.3826649590035895,1000,False
2019-04-19,2019Q3,-10,qbvar,-,-2.623795790452794,4.762784209178728,1000,False
2019-04-26,2019Q1,17,qbvar,-,-1.3148422465740837,2.520756202743435,1000,False
2019-04-26,2019Q2,4,qbvar,-,-1.952114107444603,3.3826649590035895,1000,False
2019-04-26,2019Q3,-9,qbvar,-,-2.321416529994361,4.762784209178728,1000,False
