,INDPRO,IPFINAL,IPMANSICS,PAYEMS,MANEMP,RPI,CMRMTSPLx,RETAILx,S&P 500,S&P PE ratio,T10YFFM,T1YFFM,BAAFFM,TB3SMFFM,NFCI,CPIAUCSL,PCEPI,UMCSENTx,TWEXAFEGSMTHx,GDPC1
1989-09-30,-0.003138966589546932,-0.0038363264565095534,-0.0021483680753231482,0.002300348838053523,-0.0023407467634637413,0.002765334374959849,-0.007031092037259157,-0.0009774323855946676,0.002017582468522683,-0.0037867015864976317,-0.83,-0.8,0.89,-1.27,0.329,0.002406740030565402,0.002103108465853154,6.200000000000003,0.014067322058686216,0.7380056517089173
1989-10-31,-0.0013487581284179484,-0.005864438685807549,-0.0024951651851425893,0.0009868801096111213,-0.001507664244039475,0.004792949837941762,-0.009701236551864056,-0.011113246061388082,0.0002878940569761568,-0.004411228400253986,-0.83,-0.85,0.97,-1.2,0.348,0.0023894322329276463,0.0016741187322315554,-1.8999999999999915,-0.0208609267998332,
1989-11-30,0.0033733524412147275,0.0039429163999917805,0.002222025984880638,0.0025411102483712256,-0.000503060293999269,0.0010126306903508464,0.00890398978432394,0.00870576388796529,-0.020943173845243024,-0.021042143161328575,-0.68,-0.78,1.26,-0.86,0.1735,-0.0008168594120121497,-0.0017222023742382575,-3.0,-0.003384118600529895,
1989-12-31,0.005469228290109207,0.014691494468596744,0.00013657892575835717,0.0007721014410062566,-0.00027958733092248167,0.0008295165960650053,0.003299714268969467,0.002581615380815805,0.024391453124159135,0.027305511817241168,-0.61,-0.73,1.37,-0.82,0.0344,-0.0008072245453369931,0.0007182627928647989,-0.4000000000000057,-0.017789166279085222,0.19678730209609085
1990-01-31,-0.005070632766924987,-0.014775563892596821,-0.0003463614600995868,0.0033022705579881517,-0.004708792825217856,0.0025657052090668486,-0.007841943678416285,0.03084714738897354,-0.02506775466279354,-0.028650946679601663,-0.02,-0.31,1.71,-0.59,0.04975,0.006284246935892135,0.004647829814246052,2.5,-0.007598196600013374,
1990-02-28,0.009040640973159597,0.012343114607983985,0.013447264118462421,0.002195470895403062,0.005379671141875875,0.0031010535489457425,0.014748483501358933,-0.007770269204256053,-0.028402016506665184,-0.0232742397651422,0.23,-0.13,1.9,-0.5,0.05875,-0.005542435920900424,-0.0031463507592333073,-3.5,0.0004554903957432188,
1990-03-31,0.004969202991748745,0.008382042119313482,0.005089867768221623,0.001862367935904885,-0.0013981714198525452,0.0009683675118417057,0.005810420548183259,0.0038209737659133935,0.023950555063477985,0.03124611538686839,0.31,0.07,1.93,-0.38,0.05620000000000001,0.0007626485627660884,-0.0006288879100564415,1.7999999999999972,0.01995871610915856,1.0869532462091769
1990-04-30,-0.002623250205882499,-0.005362744642335215,-0.00437283845238845,0.00031005772793690767,-0.0012880465477476122,0.00635642833463379,-0.011590870439354362,-0.007334763686623447,-0.0008276188696560993,0.013288621482980378,0.53,0.14,2.04,-0.49,0.105,-0.002346449742278267,-0.0016693802988436701,2.6000000000000085,-4.983542896841442e-05,
1990-05-31,0.0030369033197290562,0.00362908536375528,0.0031475566001217814,0.0014031765110793515,-0.002749643998329887,-0.0010782677040221955,0.008092651323597266,-0.0020181379506194475,0.0350688871068332,0.048977123939518474,0.58,0.14,2.23,-0.44,0.04775,-0.0007797102341688955,0.00014741406130980295,-3.3000000000000114,-0.013777299446344315,
1990-06-30,0.0033858350269504456,0.005805864985036102,0.0031153717276533044,0.00020029315701819428,-0.001180737254490083,0.001658671541147072,0.002581537415993651,0.00881166846692416,0.028539593184277123,0.040091437147343534,0.19,-0.19,1.93,-0.56,-0.11299999999999999,0.004627237916502658,0.0021634916389459136,-2.299999999999997,-0.00013116656295331097,0.3623128836839129
1990-07-31,-0.0017488731555337367,-0.003515798492872868,-0.0023228406520301448,-0.00031866706390459854,-0.004058858946162758,0.0033948971183548338,-0.005372216251423367,0.0034120391823346807,-0.0009994170899343402,0.013408145722929365,0.32,-0.21,2.05,-0.53,-0.119,-0.0015693227377626684,-0.001943833360897429,-0.09999999999999432,-0.027661358762598454,
1990-08-31,0.003486749997004601,0.0020667812784802564,0.0034679157206314315,-0.0018958906791741725,-0.0029983333638359255,-0.006274066400072442,0.010008549184508553,0.004921694744052019,-0.08482455831639424,-0.07785457102869398,0.62,-0.35,2.28,-0.68,0.0746,0.0037854890422739373,0.004162624366625067,-11.799999999999997,-0.025644369007498113,
1990-09-30,7.625111401843299e-05,0.0034196476979078128,-0.0019453352755700593,-0.0007757987693395307,-0.0023256484006655143,-0.0003380569456581384,-0.018557570638472853,0.003299959698068733,-0.047489423198293856,-0.04140281419127412,0.69,-0.44,2.44,-0.84,0.30874999999999997,-0.0015781655934086203,-0.0005066120948500341,-3.6000000000000085,-0.013201210137699704,0.06655952356169337
1990-10-31,-0.005859653143676979,-0.008607443195116637,-0.006149209215921658,-0.0013248120933191387,-0.0018189057478785742,-0.008144903316996022,-0.004297837450259578,0.003648899136322825,-0.02663482910422932,-0.020236807191031048,0.61,-0.56,2.63,-0.94,0.4365,-4.613847981271846e-05,-0.0004153932281667494,-8.899999999999999,-0.03035693862497091,
1990-11-30,-0.01279714376480623,-0.015787581610836376,-0.012325304886518396,-0.0014181220040008213,-0.008513120975566224,0.00013431013675457848,-0.011891605681608297,-0.002785346484104778,0.02625429952931846,0.036071539422842136,0.58,-0.5,2.81,-0.75,0.4572,-0.004523137428873447,-0.004440591118697768,2.1000000000000014,-0.007687694311711901,
1990-12-31,-0.007366596588133767,-0.00699605454251806,-0.008247482883587232,-0.0004945281478132557,-0.0018952996512897613,0.005203370154880815,-0.010463067177175489,-0.008324945551452245,0.041804733270113914,0.05342818186759013,0.77,-0.26,3.12,-0.57,0.5015000000000001,0.001486389803310395,-0.00032971016186689184,-0.5,0.015698723331775355,-0.9145740648071055
1991-01-31,-0.003261191076563641,0.001091591940375558,-0.006225615371783455,-0.001008129272555891,-0.0037437048763919734,-0.006529998873553211,-0.0066120254113748445,-0.02259125815379548,-0.009965844281485836,-0.004983081967176783,1.18,-0.27,3.54,-0.69,0.46,-1.3881550946948096e-05,0.0028637766374020046,1.2999999999999972,-0.0010040514588576244,
1991-02-28,-0.007415936065028106,-0.009448889197932964,-0.0072486261031805554,-0.002966121379561315,-0.006774191438145394,0.0008225970671578153,0.005901097031854263,0.016231480222423045,0.10703044685428154,0.11522743128324864,1.6,0.02,3.82,-0.31,0.2115,-0.0029767438168493143,-0.0032928857384728616,3.6000000000000085,-0.014687509609939475,
1991-03-31,-0.005771039266291744,-0.0010034696205289961,-0.007795019982611784,-0.001537024641882212,-0.004249999119734227,0.0015279664597525056,-0.0057981558853050785,0.005651518872717531,0.027284073252739738,0.03422688200251667,1.99,0.28,3.97,-0.21,-0.063,-0.0007421150618878158,-0.0002942300561317168,17.299999999999997,0.051221669903192435,-0.4690389148507279
1991-04-30,0.0026351435941132095,-0.0017816911353927267,0.004347506284132052,-0.0020099767967014515,-0.002745890195503975,0.003865044802179085,0.019512729954485053,0.010108379789780741,0.0196825333699433,0.025021022989181407,2.13,0.33,4.03,-0.26,-0.21,0.0022230464879466894,0.0015990936735770234,-5.900000000000006,0.019028251853065115,
1991-05-31,0.009370150601197835,0.010709858029891883,0.006189707877629402,-0.0008956478579182914,-0.001287905575514614,0.0001461837990994752,0.008168888109162609,0.0003538466731320966,-0.004461052444260538,0.0010998379003210879,2.29,0.35,4.08,-0.32,-0.2434,0.001471084052194982,0.00232138074861421,-3.5,0.006795603561378094,
1991-06-30,0.008070413249054553,0.010352723994500046,0.009189526452392016,0.000711043833026892,-0.0015242118087499534,0.005206144598194129,-0.0044885484818752985,0.0021589677914324312,0.000793356999352568,0.00787223988317809,2.38,0.46,4.06,-0.33,-0.2485,-0.0007486203103841405,-0.0024455711679918224,3.799999999999997,0.019731610816334566,0.7766651894062448
1991-07-31,0.0027966918655684125,-0.0005523909799300952,0.0054186309217651996,-0.00036931031718800966,-0.0017615976369960151,-0.0023343162146058916,0.01296824534960983,0.0032809185429965027,0.005115235537913598,0.014711852942034476,2.45,0.49,4.07,-0.24,-0.356,-0.001476002250398345,-0.00011612811258832068,0.8000000000000114,-0.002147813584945979,
1991-08-31,-1.1339677612909327e-05,-0.0017659468610906615,0.0010632608534537624,9.234036665617396e-05,0.0006462795089952067,0.001883430890011084,-0.004222410471871996,-0.005568543133049886,0.023830760157640185,0.034774999777178905,2.24,0.12,3.99,-0.33,-0.504,0.0014630454419188865,0.0007567326068587121,-0.9000000000000057,-0.012919764387161692,
1991-09-30,0.007901658951122492,0.012372292796288598,0.009681861334232877,0.00032312415172519593,-0.0009401810540943245,0.003027572374417531,0.004267843418912065,0.000951670365516577,-0.005665737535677451,0.00613287389031969,2.2,0.12,4.06,-0.23,-0.556,-8.574729842614204e-06,0.0011055348522397423,1.0,-0.01954162128328818,0.5040860353405563
1991-10-31,-0.0005466018382946913,-0.002099128468200817,-0.0003551864524027337,0.00023996751324339982,-0.0006468876111380695,0.0012644315729399835,0.001009070934355094,-0.006486704192575132,-0.0008267879759937813,0.01647688793530122,2.32,0.12,4.28,-0.22,-0.57275,-0.0014651892277761647,-0.001568518241614747,-4.700000000000003,-0.009949893396049347,
1991-11-30,-0.0015836157055426625,-0.0005551692407141928,-0.002429950195839581,-0.0005630916649685958,-0.002237927906930892,0.00155286370698704,-0.003242737883603297,0.005226189447339991,-0.0024844733276614406,0.015262521888772529,2.61,0.08,4.64,-0.25,-0.6102000000000001,0.0029048538241145394,0.0003331399385082534,-9.200000000000003,-0.0178761540093193,
1991-12-31,-0.004874384309522917,-0.010142980783027333,-0.0029097944365545914,0.0002769699505318357,-0.002597557396546435,0.00825743645473409,-0.012812344025341815,-0.0008369333727866746,0.0066888154034066005,0.02907814396882058,2.66,-0.05,4.83,-0.36,-0.65325,-0.0014650905337623144,0.00029896781381033577,-0.8999999999999915,-0.01380533677656004,0.34793883481079035
1992-01-31,-0.0052512640267554644,-0.011248015786712529,-0.005575715782819124,0.0003230346828893005,-0.004621408864982968,0.004702445830597313,0.0191851271056791,0.01886589580861653,0.06855863996264411,0.09289982039028022,3.0,0.12,5.1,-0.23,-0.6634,-0.0021752254168685425,-0.0011390747977948479,-0.7000000000000028,0.0011091785709806956,
1992-02-29,0.007034889592290483,0.01105859322852254,0.008749323389388941,-0.0004892074475559838,-0.00065345889989743,0.004728631685473772,0.002512045701612564,7.538493435710336e-05,-0.00849589972211362,0.01282931571466106,3.28,0.23,5.17,-0.22,-0.6555,0.001443520747947069,0.0011772536407148593,1.2999999999999972,0.020417131645130482,
1992-03-31,0.008489522000498795,0.00898326010020245,0.01036934351908858,0.0005076634208318609,-0.0013677045512050512,0.0014665391210950673,0.004016845545530501,-0.0034105672446003155,-0.012684334373661343,0.006893824191635645,3.56,0.65,5.27,0.06,-0.6697500000000001,0.001434164088504275,-0.00011760583163233918,7.200000000000003,0.0252920264132932,1.1901418421425447
1992-04-30,0.00756146666679669,0.007383637546202415,0.005387585198059597,0.0013740129327022288,0.0014865470256442137,0.0035874565796039093,0.006642007628762769,0.007998334998063683,0.00012273402325213567,0.023430646910816755,3.75,0.57,5.48,0.02,-0.73025,-0.0014466127765677683,0.00027938572420715957,1.2000000000000028,-0.003991882825211235,
1992-05-31,0.0032856911647831666,0.005603678182633409,0.005857694866108432,0.001197263015894734,0.0002970444103240766,0.005187995101394449,-0.008738496393275952,0.003433297587092099,0.018000534676342106,0.03769802632538788,3.57,0.37,5.31,-0.19,-0.8240000000000001,-4.63146053419905e-06,-0.0013670240248435661,2.0,-0.012378390537990391,
1992-06-30,0.0005117224959834132,-0.0026588960075120127,0.0032128490893921224,0.0005520998336709937,-0.0005347434844154009,0.004068981581790254,0.01048664390244447,0.004563606074976079,-0.015891863828300323,-0.0019306958301972266,3.5,0.41,5.29,-0.1,-0.8955,0.0007094191435532693,0.0004405647143448377,1.2000000000000028,-0.022243147881988,1.07846685927111
1992-07-31,0.009164938072931506,0.011149060539334066,0.00922052191705447,0.0008000037208457655,-0.00035665458382005966,-0.0008876647020645834,0.01330298437675026,0.01018338739070046,0.016470274660708384,0.02856792313279266,3.59,0.35,5.59,-0.04,-0.9349999999999999,-8.151649206311617e-06,0.0015250198239114,-3.8000000000000114,-0.02363000335446408,
1992-08-31,-0.005607554576631202,-0.0018266127458979042,-0.005038125808960459,0.0011299488132046065,-0.002261771096925713,0.003796680096524341,-0.01603560233933443,-0.0027239177285842686,0.006914959485198935,0.014054941730232695,3.29,0.17,5.35,-0.17,-0.91725,-0.0007180804806976582,-0.0019583368257052314,-0.5,-0.009473190466732007,
1992-09-30,0.0032931151719015617,-0.0011023545663935153,0.001610004046857405,0.0003212969408039612,-0.00131178839393975,-0.003884309787061113,0.013807834415880293,0.01192891157876197,0.0013151446761119345,0.004325308807680006,3.2,-0.04,5.4,-0.31,-0.84375,-4.539815315673934e-06,0.0002964711003015097,-0.5,0.008369288713425682,0.9832602998745443
1992-10-31,0.00672889068479865,0.009589320755738484,0.005671651855755577,0.0017240593018232886,-0.0005371370723867841,-0.004970638314384601,0.004039263835279527,0.010302006227961513,-0.014392893287619835,-0.016397857109881286,3.49,0.2,5.74,-0.24,-0.7212,0.002114872703040227,0.0018915868087487908,-2.299999999999997,0.024784938711260196,
1992-11-30,0.0037850447982945568,0.0029524608805626684,0.0035813884171469468,0.001318548688894694,0.0004177982095452393,0.0021579734153469587,0.0017027096167439026,0.0003672630216442485,0.02475765112572681,0.02025433050758174,3.78,0.59,5.87,0.04,-0.703,-0.0014243994314462327,-0.0015565205545389205,12.0,0.04207256498972267,
1992-12-31,0.0016874963663999765,0.003195848121027467,-0.00024572279171497513,0.0020019660684571505,0.0007158196440215647,0.03583596895600927,0.015446293591274696,0.009388502674344323,0.029822357307023317,0.022564039663862,3.85,0.79,5.89,0.3,-0.82625,-0.0014124184136683482,-0.00022199453969218297,5.700000000000003,0.002973604361252491,1.037455372331486
1993-01-31,0.003832542487244517,0.004663056590787029,0.009184319414218045,0.0026266363167017914,0.0011918952543314987,-0.027897051340493917,0.0025016508832855777,0.010729926694450498,-0.000941587218050266,-0.018578200887372276,3.58,0.48,5.65,-0.02,-0.9401999999999999,0.0021010748169265625,0.0006811402707613823,-1.7000000000000028,0.014407918821869536,
1993-02-28,0.004804393879324742,0.000650407423242072,0.0028348293387168155,0.002338097018048657,0.0008334822176863099,0.004614813980721166,-0.001282770444390735,-0.0039014059062054685,0.014756291613045924,-0.0017696992402509437,3.23,0.36,5.36,-0.1,-0.9582499999999999,-0.0014089081527579594,-0.0009211979291618988,-2.700000000000003,-0.00018034006345946096,
1993-03-31,-0.0008739137323683366,-2.7551055551633397e-05,-0.0018043119170370048,-0.0003908184970509154,-0.0005357302428787847,-0.0025972868409436245,-0.006342252771167622,-0.006882192371836737,0.01897215652254225,0.0018766934303320326,2.91,0.26,5.08,-0.12,-0.9672499999999999,-0.0007019883851988595,0.000540003322411664,-0.6999999999999886,-0.011511547101058284,0.1668045262061213
1993-04-30,0.0027394050036360085,0.002674420038752068,0.004614270312150559,0.0026871974918183383,-0.001370393755740551,0.007503226158220855,0.005153741805530743,0.026017995758000012,-0.015852734476291097,-0.03294706539106507,3.01,0.28,5.18,-0.09,-0.9911999999999999,0.0020864621810989803,0.0006139335374211186,-0.30000000000001137,-0.024391043570524573,
1993-05-31,-0.0037915803418799854,-0.0054913854851799115,-0.0011699844391115377,0.002453922298453648,-0.0003578030928501619,-0.00022605666471875452,0.0015827707509483702,0.00497302959043644,0.0048855815210391285,-0.008374958951906208,3.04,0.36,5.21,-0.04,-0.98625,-0.0007053308889179988,0.0004242466752781837,-5.299999999999997,-0.003731213793388477,
1993-06-30,0.0022526473495334542,-0.00044216423528808946,-0.0011329532448671742,0.0015453229952981928,-0.0014324939778003198,-0.001236788122966459,0.009202467854295904,0.0003352814372199475,0.00629122984901187,-0.0047838367628165734,2.92,0.5,5.03,0.03,-1.0002499999999999,-0.00208453863492597,-0.0027460978208786457,1.2000000000000028,0.006020706297036327,0.5804828773424475
1993-07-31,0.002693116497312964,0.006242627756890329,0.0022906775797375545,0.002813397949426033,-0.00011946717653543715,0.0032221052569969544,-0.0048504079153897095,0.016076484300379335,-0.0017199981902722428,-0.009457483611431172,2.75,0.41,4.87,-0.02,-1.068,0.000691800843685364,0.001261074661310424,-4.5,0.016328508897627714,
1993-08-31,-0.0012064683528301146,-0.004584139224711237,-0.0022952857012450423,0.001313812313847862,0.0,0.002158603726092778,0.005111282865467359,-0.003355602698619009,0.01517634683666369,0.004479852685035812,2.65,0.41,4.57,-0.01,-1.0955,0.0006889306264676875,0.00010486179242352733,0.29999999999999716,-0.004619311607236831,
1993-09-30,0.005291488315735116,0.007398531229287464,0.007127893204928348,0.0022277325874409115,0.001790510773787446,-0.0022521719993893186,0.00886551357316634,0.007816070327212543,0.011189448560436688,0.0011784868450455122,2.27,0.27,4.25,-0.14,-1.068,-0.0006937099301715932,-0.0006618089451295717,0.6000000000000085,-0.005933552187634028,0.47602004747613336
1993-10-31,0.007303652422303131,0.008101197550760553,0.008198970865060495,0.002562932105206528,0.0004769285889860697,-0.00420084296983525,0.00426226565275023,0.005533673450619503,0.010096062532086059,-0.0020413478089440495,2.34,0.4,4.32,0.03,-1.0012,0.002749130873053396,0.002094532621446099,4.799999999999997,0.010252544226889704,
1993-11-30,0.0045590055532489515,0.002218777733190791,0.00471297859652875,0.002261746620582983,0.0013103819851103538,0.0025622096600024236,0.005116931602779928,0.012145241161762854,-0.0021795668918187516,-0.011279375858404439,2.7,0.56,4.64,0.08,-0.9415,-0.0013859073962603219,-0.0012444276872480842,-1.5,0.012166112545124008,
1993-12-31,0.00590527084702952,0.003395294916492375,0.006324423609009422,0.0030136618265110826,0.0008924587830190234,0.034185936580581,0.0031569834575275735,0.0073108532979571095,0.006588887365786,-0.0023465373891959906,2.81,0.65,4.73,0.1,-0.9756,-0.0006907996280087758,-0.001664238377394156,7.0,0.007302567226050272,1.3509823020076084
1994-01-31,0.0028736794669281807,0.004671469721896138,0.0006161936478754626,0.0024541417046020086,0.002376003493791856,-0.02000671817249433,0.0011382221480342736,-0.008106683855885422,0.014995914387731624,0.0028795768052840565,2.7,0.49,4.6,-0.07,-1.01725,-0.002052686317742136,0.000106654190430433,6.099999999999994,0.0038612694711170903,
1994-02-28,0.0005827318302769058,-0.0023896160725405124,0.0014522356070001408,0.001606155201686832,0.00041522081446032644,0.0009648079611448424,0.009105378597849878,0.01922224185045529,-0.002985487676494536,-0.015879114759158153,2.72,0.62,4.51,0.0,-0.962,0.002730377122857064,0.001978850299789059,-1.0999999999999943,-0.010089582311623602,
1994-03-31,0.010149890606631295,0.009725971678949286,0.013191222445241735,0.004096861415611386,0.0020735218780281173,0.002663108370649425,0.01651300613455753,0.019577610974586435,-0.016613773336225712,-0.029462983926796138,3.14,0.98,4.79,0.16,-0.838,-7.434664400562951e-06,0.00043456710958000855,-1.7000000000000028,-0.005933775287353171,0.9656852032588148
1994-04-30,0.005896138042652765,0.003762463253285553,0.00873740835561776,0.003033057334588918,0.002128289304691222,0.009245530015654424,-0.005280722940607774,-0.0015972389391443187,-0.03640198193711086,-0.047173872270176,3.41,1.26,4.96,0.12,-0.7388,-0.002043363771072393,-0.0015665708280634405,1.0999999999999943,-0.00013363635733654178,
1994-05-31,0.004590495958547436,0.0034210715143645487,0.0057469915916952274,0.0029273330766201866,0.0016522102064975286,0.0020285280439740205,0.0024172462420057883,-0.004338261664392107,0.008172581757473374,-0.00584724132148251,3.17,1.3,4.61,0.13,-0.721,0.0013563907977145462,0.00027091037664650486,0.20000000000000284,-0.00872938792670297,
1994-06-30,0.006728449687136262,0.005894631510051873,0.0030942718355779775,0.002778741362227777,0.0028260248422533607,-0.0013520813684557709,0.009138004583421733,0.011697543241112385,0.008678137334561242,-0.011763307346930318,2.85,1.02,4.4,-0.11,-0.7195,0.0006722244517805009,0.000979179072880143,-1.5999999999999943,-0.009281848613023058,1.3460821575336013
1994-07-31,0.0013295056794984106,-0.0009622254775196737,0.0037426491324978883,0.003224864820534634,0.0009402363036219441,0.0017257887445012443,-0.004393144069490873,0.001394128921971216,-0.0075698583781642625,-0.030590960627654873,3.04,1.22,4.54,0.07,-0.7412,0.0006667670796467462,0.0007163696613723403,-2.200000000000003,-0.02339180789703743,
1994-08-31,0.006681857512926825,0.008871336678536679,0.008752630849858889,0.0025619812715067525,0.00328388262034629,0.0014482218078910591,0.023339474824291884,0.014302060151900164,0.02804779549891734,0.0031035056212598278,2.77,1.09,4.27,0.01,-0.8007500000000001,0.0006600141956534245,-0.0008499421001122442,2.700000000000003,0.00355778204348578,
1994-09-30,0.0031405492615519393,-0.0001294116803034484,0.004147722882815508,0.0029893829724958465,0.0019301073399393687,0.004370694168002842,-0.004338548217093674,0.009463858863123065,0.00584194101318225,-0.01835470777036674,2.73,1.03,4.25,-0.11,-0.7492,-0.0020235766124940824,-0.0011888372700683547,-0.20000000000000284,-0.014005209828288123,0.5828824899406726
1994-10-31,0.00801293123785829,0.011111304872614802,0.00924914187827408,0.00182919215470001,0.0017514161754128565,0.008880834278096827,0.007603213110094487,0.006877147097062775,-0.006768615288859081,-0.02957790436682739,2.98,1.35,4.44,0.19,-0.6315,-0.0013418304461128017,0.0005825886678261227,1.2000000000000028,-0.010627094811209048,
1994-11-30,0.006812622956685388,0.005410046253783385,0.00832670246528533,0.0035448153181558695,0.0024468407197559827,-0.0002392058641191852,0.008771596782288782,0.00263172277278656,-0.006055250871325413,-0.031273010070004936,2.67,1.25,4.03,0.0,-0.54325,0.002004230230830295,0.00020627961913355364,-1.1000000000000085,0.007730963095266219,
1994-12-31,0.010166425922232492,0.008394716456870732,0.011090054038206176,0.002646085641146101,0.0018602493447321677,0.004723048798453533,0.0074816263160428775,0.0026402045313762557,-0.012704820530091254,-0.03788729748766029,2.36,1.69,3.65,0.15,-0.43,-0.000673130828106494,-0.0012567128970930597,3.5,0.019803907993864556,1.1390581866788096
1995-01-31,0.001700536197938085,0.00028430768402287754,0.0014144361931816007,0.002845123309620945,0.0025522055617024364,0.004592006065321286,0.004408615578910258,0.004958472166114447,0.02185998131710054,-0.008555897966369574,2.25,1.52,3.55,0.18,-0.4575,0.0006606779932178952,0.001385982175050593,2.5,-0.00412039382490903,
1995-02-28,-0.0011286873050115886,0.0007683736279249231,-0.0022117155198566607,0.0016209335493027055,0.00023169601586481292,0.0022314230174593774,-0.005642537091123501,-0.014602702821600033,0.03520322964911404,0.004502744434173422,1.55,0.78,2.93,-0.15,-0.58525,-7.063964640785514e-06,-0.00025687591793666087,-2.5,-0.010396190799169425,
