,INDPRO,IPFINAL,IPMANSICS,PAYEMS,MANEMP,RPI,CMRMTSPLx,RETAILx,S&P 500,S&P PE ratio,T10YFFM,T1YFFM,BAAFFM,TB3SMFFM,NFCI,CPIAUCSL,PCEPI,UMCSENTx,TWEXAFEGSMTHx,GDPC1
1985-11-30,0.0035117423940054238,0.006503264805371778,0.006678367948431241,0.0021354926865075896,-0.0006213811808475356,0.0015373380227625688,0.0072919078343556265,0.004813414280720352,0.05891721949820994,0.06688669083764909,1.73,-0.17,3.94,-0.81,-0.3282,0.0009042609132769996,0.001241104025881068,2.5,-0.018510254611257437,
1985-12-31,0.009583811447792634,0.005055836180615003,0.003020104389719336,0.0016848348584961315,-0.00022605255818142211,0.006093219256142035,-0.005357028066029557,0.012422839606132996,0.04842843510055772,0.05795014432937595,0.99,-0.6,3.31,-1.17,-0.29575,-2.1042221217015822e-05,0.00044399980103015935,3.0,-0.007223163960309087,0.7406991828691645
1986-01-31,0.005520329372935784,0.007542535459026389,0.011781067601948969,0.0012465733519952948,-0.00039571497732282523,-0.0006469057559641556,0.014918798979211445,0.009642835000210681,0.004332136739134462,0.015456031994073971,1.05,-0.41,3.3,-1.07,-0.257,-0.0009303548743915258,0.0012424470978156243,1.6999999999999886,-0.010057440748458824,
1986-02-28,-0.00704382287145755,-0.009888207193367471,-0.005631014900992604,0.001164091456949734,-0.0013013099802368089,0.0049251669726082525,-0.005704611821881755,-0.00936189659657316,0.052397391660260695,0.06893688288965505,0.84,-0.25,3.25,-0.8,-0.2905,-0.005467806281411747,-0.004591214139446631,0.30000000000001137,-0.037930686366412836,
1986-03-31,-0.007148371663592279,-0.003224600204108974,-0.003608456592277154,0.0008797610044588566,-0.0022104466732653094,0.009395561771222916,0.0009753769686309255,-0.006961526518471928,0.05713309193523397,0.07475673863768062,0.3,-0.45,3.02,-0.92,-0.32575,-0.003662980313769104,-0.002194874283982795,-0.8000000000000114,-0.02125594269825104,0.9294151553612906
1986-04-30,0.0014326780252771343,0.0014116382438622566,0.005054770661624186,0.0018883649043832662,-0.00045402951971773575,0.0032934731971678843,0.019935789656598146,0.006356985588617192,0.024241033895111563,0.03827612363728372,0.31,-0.55,3.2,-0.93,-0.3925,0.001811375730299325,0.00015245409245023822,1.1000000000000085,-0.00939673560109977,
1986-05-31,0.0014759828720576351,0.0017548948217136484,0.0010359690062893279,0.0012804421794925247,-0.001306484323414736,0.0010850185187543104,-0.00963666392197915,0.014417452124130037,0.0020986366569211157,0.009286101964725457,0.86,-0.2,3.44,-0.7,-0.4716,0.006429186813840637,0.003869012338316047,-1.4000000000000057,-0.023889668408541453,
1986-06-30,-0.004037339462127143,-0.0036747577377118645,-0.00434255475074341,-0.0009374858929689367,-0.0035873967237662896,0.0002852922388942858,0.006394566839805549,0.0010572509542292607,0.028112640936047484,0.030721463707927388,0.88,-0.19,3.42,-0.71,-0.46125,0.0009069196567574878,0.001894816096593921,4.5,0.0066527742049906635,0.44928555450756136
1986-07-31,0.006512386430606476,0.00640992663764095,0.005876297382692464,0.0032019682189208254,-0.0018842612706588824,0.004736909762263153,0.005891522856172671,0.0034074723677619545,-0.02101004161856057,-0.014472779283954296,0.74,-0.29,3.6,-0.73,-0.47075,-0.0027493484900622533,-0.0034672910548918523,-1.5999999999999943,-0.027049424895436047,
1986-08-31,-0.0018566171981273527,-0.00046821715511669026,0.0022199383498042735,0.0011554248475960094,-0.0004573257954287868,0.002105587632222239,0.0014202604158111143,0.010178120029754822,0.019786300898844367,0.023391944648977425,1.0,-0.24,4.01,-0.64,-0.5646,-8.340113151206197e-07,0.0009959806381929504,-2.799999999999997,-0.017190262807872614,
1986-09-30,0.002549474375162397,0.0010712666741081733,0.0026407731623239172,0.0034682926879021636,0.0005144768170186609,0.0009117325212422145,0.023446347656266298,0.057095443199278506,-0.02772782644003069,-0.02781354030845673,1.56,-0.12,4.31,-0.68,-0.576,0.0027301660211414003,0.00202399303073042,-3.0,-0.0009300106315475176,0.9521209453502877
1986-10-31,0.004253340551588103,0.0026747599673448974,0.003780326398856282,0.0018694864358632657,-0.0012008578998496944,0.0002513850045460231,-0.014223671857097386,-0.04275362776549585,-0.00378390192912903,-0.0010610545637108615,1.58,-0.13,4.39,-0.67,-0.5428000000000001,-0.0018264603521034317,-0.0014856684686703758,3.6999999999999886,0.0006712874379344314,
1986-11-30,0.003998607164955814,0.005029873918534378,0.0036905827668221036,0.0018659979769442003,-0.0002861312217294909,0.0015866017838970237,-0.003069121323218127,-0.004651266216358252,0.0319198083584995,0.033924259573577586,1.21,-0.24,4.03,-0.69,-0.5555000000000001,-3.2938022167527947e-06,-3.1927455128588633e-06,-4.199999999999989,0.014998180736874644,
1986-12-31,0.009439539139524555,0.00946312184911946,0.009743432867930224,0.002001823223354293,0.00034334764285759434,0.0035131786310813595,0.020719031392408382,0.044180271206716526,0.014178888542543788,0.015546934286469583,0.2,-1.04,3.06,-1.38,-0.53225,0.0018034033460070376,-0.00040967363397914625,-2.3000000000000114,-0.009354656408924633,0.5349594167116223
1987-01-31,-0.003493734682405325,-0.00631575039400456,-0.003561816919328109,0.0016800294228769275,-0.0007440689465560979,-0.0016504446848415455,-0.03207881748060437,-0.0667186777347073,0.06199607222174297,0.05731830327638221,0.65,-0.65,3.29,-1.0,-0.496,0.0017839127098122631,0.0033180640807382034,1.3000000000000114,-0.04094118754695675,
1987-02-28,0.01309491176805988,0.01461719136382289,0.01478991311652944,0.0023909097338279395,0.0019448581808152454,0.002949474335968816,0.03543530263540973,0.04862733509693484,0.060157482811844076,0.05716209496874658,1.15,-0.14,3.55,-0.51,-0.4685,-0.0018163199521854523,-0.0011926066072640573,-0.20000000000000284,-0.015319210906714176,
1987-03-31,0.0014471947964986853,0.0006376547057431736,0.0007672976716941449,0.002424747455627596,0.0004570645111847682,0.00224982382448502,0.0009592601378614063,0.006762211194153878,0.04046593256171338,0.03578816164666865,1.12,-0.1,3.48,-0.54,-0.298,-1.2800860217154764e-05,-0.0008545453545467652,0.5999999999999943,-0.009905624715145223,0.7391067993541611
1987-04-30,0.006311114231135839,0.002254379666929651,0.005800758065989342,0.0033059838758529025,0.0010276319698583336,-0.0007287782202798354,-0.002875093523872607,0.00815699364674849,-0.011000454689821915,-0.017114893145918852,1.65,0.13,3.67,-0.73,0.11975,0.0008749955895366313,0.0010812060123632783,2.0,-0.024832414491476662,
1987-05-31,0.006302766762669165,0.006774713808461286,0.007018563354429297,0.0022536385118332447,0.00096957260853614,0.0059927314087513395,-0.0016700383315857437,-0.00018089534986920341,-0.0006915629597887829,-0.0027926435589096243,1.76,0.15,3.66,-1.19,0.5456,-0.0017880302905242118,-0.0011931566762566348,-1.7000000000000028,-0.006861324782356348,
1987-06-30,0.005166029302833941,0.0030453171018987035,0.003976244867105017,0.0016893555002859273,-0.00028507084203432953,-0.0009477455643569499,0.004978220786508558,0.013725437518298023,0.04166563717009453,0.04125712159288675,1.67,0.07,3.79,-1.06,0.51975,0.0017566205425065817,0.0012457744534239978,0.4000000000000057,0.015877801384420742,1.0724067520746061
1987-07-31,0.006797065473966413,0.007395570023008169,0.007747461734443739,0.003399514410508786,0.003188160969752829,0.003390899704925232,0.008635181889163235,0.006573069889057592,0.028456539914007983,0.030390799631007326,1.87,0.1,4.03,-0.89,0.1892,-0.0017753334383439068,-0.0014697723488481529,2.200000000000003,0.015637689741965666,
1987-08-31,0.007478081537837689,0.00801043369962251,0.005353241112832308,0.0016905513952174545,0.0021009007528700607,0.005267531898862643,-0.004419215176165281,0.018503420132489623,0.06037799163713675,0.057532918561057134,2.03,0.3,4.07,-0.69,0.006,0.0017443643377621498,0.0016353013811372108,0.7000000000000028,-0.0039012179112729584,
1987-09-30,0.003931774012906786,0.0034059040649490058,0.007119925890627599,0.0022139114798402915,0.0034540392766988504,0.0008821388009891962,0.010960779381159469,-0.013268228888369649,-0.033022596320249065,-0.037936536640763574,2.2,0.45,4.09,-0.82,0.2935,-0.0008905957739751003,-0.0005787193987627504,-0.8000000000000114,-0.021209321062382713,0.86343963330755
1987-10-31,0.01323349510920746,0.015460543803218485,0.014112954205712569,0.004771979801690307,0.0021456812297664385,0.006589234559569945,-0.0011533910149044146,-0.0034178354162968105,-0.12874658752038393,-0.13334147517813255,2.23,0.3,4.33,-1.16,0.8938,-0.0008813491066348433,-0.00019847762534386248,-4.299999999999997,-0.003996470762609228,
1987-11-30,0.004865946043528524,0.0019718333079792316,0.005331212146753472,0.0022662350505875395,0.002591258773060545,0.004870241342247894,-0.002774651653801641,0.003778139281653381,-0.13424542335817957,-0.14062357875126352,2.17,0.27,4.54,-1.0,1.1355,0.0008601214828241055,-0.001279731358397207,-6.200000000000003,-0.041605454897839955,
1987-12-31,0.005592546578943036,0.006157802417922298,0.00664328750246046,0.0027918272711371372,0.0019109718045644541,0.011251606465574326,0.008437755563758031,0.012400850763750526,-0.01646127705407263,-0.025578509515377323,2.22,0.4,4.52,-1.0,0.95225,-0.0017406235464711983,-4.0860008981180584e-05,3.700000000000003,-0.031109509853582296,1.702383733255708
1988-01-31,-0.00019700828905744316,0.0035015829899558426,-0.002338095468591206,0.000887114717748716,-0.0010674458161243905,-0.0008278980192901741,-0.0022852521947438476,0.0033706197795861925,0.03866198703426438,0.023366216882951818,1.84,0.16,4.24,-1.02,0.5469999999999999,0.0017226327038093459,0.0020236125129731164,4.0,-0.0006748596896084536,
1988-02-29,0.004999271340642153,0.005109656198764689,0.0032081107858816793,0.004433402944520992,0.0018532563639688249,0.0044968237368543384,0.011238838379307836,0.006729829015744926,0.02988818619964917,0.013723007875414694,1.63,0.06,4.04,-0.92,0.2025,-0.001731581556640549,-0.0023865330438637145,0.7999999999999972,0.010591141562842132,
1988-03-31,0.002464822424946611,0.0015736268727364333,0.002779960708902962,0.002635325406485478,0.001177559224304403,0.002652689078775694,0.015890482743317946,0.017074872744011316,0.02902074604119953,0.010518106576701047,1.79,0.13,3.99,-0.88,0.11775000000000001,0.0008557752764977167,0.0019407855278101849,3.0,-0.016674243545286238,0.5155512880753221
1988-04-30,0.005784379012641949,0.007577705172602478,0.008817543998011601,0.0023229036212111254,0.0016798256931824795,0.0025864032828550876,-0.005377407358524877,-0.004526348313570239,-0.011735890897072387,-0.03157748064216381,1.85,0.14,4.03,-0.96,0.207,0.0034121755492124706,0.001424318040481598,-3.3999999999999915,-0.012195389888312924,
1988-05-31,-0.002018273083187694,-0.0033217967062944,-0.00271626782495904,0.0021936735646583827,0.0010065426114014286,0.000982304847850557,0.0031344011523390947,0.008870936885804426,-0.025063968663215697,-0.0491241551241437,2.0,0.31,3.95,-0.83,0.25625,-0.003434147695855927,-0.0019476692392239592,3.5999999999999943,0.0038915168682196466,
1988-06-30,0.00289692739416747,0.0027081830639437143,0.0020211616056302617,0.0034619223497500684,0.0013404827744523118,0.0035490764059833424,0.009755802887456255,0.004785818646730888,0.05544320341477604,0.02498928730308947,1.41,-0.02,3.49,-1.05,0.2775,0.0016898344401505838,0.0013442108952919085,-0.09999999999999432,0.01837708852401576,1.3054737675524564
1988-07-31,0.0001469114322585341,-0.002319389094998847,-0.0007396927101970263,0.0021244720522943794,0.0005580045901165676,0.004470886612681468,-0.004063574509576284,0.0028285051405152473,-0.00592813888739574,-0.04136210226472725,1.31,0.0,3.36,-1.02,0.3842,-1.795477193056172e-05,0.0006002793335690981,-1.2999999999999972,0.03071608691394534,
1988-08-31,0.005001679278237248,0.004807946878181646,0.0014608967932536743,0.0011741091376435975,-0.001954379827484587,0.0026390955237385327,0.0005783174909463895,0.005727222199443105,-0.020270964373619194,-0.05385938851024141,1.25,0.16,3.2,-0.95,0.42175,-1.7803573177488374e-05,-0.0018884276952082502,4.0,0.013139881647752816,
1988-09-30,-0.003129633358873285,-0.0006881386558097446,0.003252003611795118,0.0032028446696727997,0.0012847369453172774,0.0019538066191664427,0.00394778117064476,-0.003269718000408872,0.016174887151615636,-0.018388102958436292,0.79,-0.1,2.71,-0.95,0.3096,-1.7654276307510486e-05,0.0019049413179681451,-0.10000000000000853,0.0003222540426941478,0.5842595204775591
1988-10-31,0.0043015363906127035,0.006202301306699631,0.004226264413514258,0.002477755649632485,0.0028985527540115186,0.005556421303161585,0.0077331270877412095,0.020840524986475373,0.03447352736987419,0.004920808374039964,0.5,-0.19,2.11,-0.95,0.20875,-0.0008511875981334072,-0.001604312073009595,-3.200000000000003,-0.029646012560065493,
1988-11-30,0.0024157555877204473,0.001696564070707396,0.0035440542538678343,0.0032034899374018266,0.002057327868470793,0.0002857442517214537,0.003852749857706783,0.008300742899518099,-0.023341687001029676,-0.04867166707600168,0.61,0.13,2.13,-0.59,0.16425,-1.1129714737379004e-05,-0.0009428219763769619,-1.0999999999999943,-0.027677236949526396,
1988-12-31,0.00451930917807708,0.004586807164702833,0.004786230484342013,0.002632135093401544,0.0012212724955276144,0.005040779966945408,0.012950502698584998,0.007133524893566445,0.02009200008268852,-0.004568527745451689,0.35,0.23,1.89,-0.69,0.1454,-1.1055824312933282e-05,0.0007995764054395949,-1.0999999999999943,-0.004087115318086809,1.3236569374035057
1989-01-31,0.0029453491324780146,0.0027987784027576623,0.007823484650555379,0.0024572676910246116,0.0017737380627309562,0.008954641722143108,0.0011416284405907362,0.007291586452780052,0.031680884080346416,0.005300696892815537,-0.03,-0.07,1.53,-0.85,0.162,0.0008144404088756829,0.0020024834276792802,6.0,0.023588031300883827,
1989-02-28,-0.004434996841930605,-0.0017558561725632416,-0.009713352247398,0.002479170654860141,-0.00011076650432251256,0.0029146045108401353,-0.010989075809122895,-0.013473378200970387,0.02968806229594545,0.0047575507882720025,-0.19,-0.11,1.25,-0.83,0.311,-0.000839049634874911,-0.0017974823255668682,-2.5,0.0046440913751002455,
1989-03-31,0.002497608429581355,-0.0003518287592401137,-0.000967206000944465,0.0018042488433049897,0.00027689325941793186,0.005198170472517916,-0.005970350092306731,0.005712473732165435,-0.004431573640840902,-0.03043934345545951,-0.49,-0.28,0.82,-1.03,0.6162,0.0016271813085753095,0.0003953643369252191,-1.1000000000000085,0.014467550208344448,1.0112643926211362
1989-04-30,-0.00014968072164389667,0.0034368704858325216,0.0016023813910033269,0.001578371077682661,-0.00027689325941793186,-0.003945929375634094,0.009079005378756833,0.018527339815642918,0.03227170808757229,0.006031163466805989,-0.66,-0.48,0.77,-1.19,0.6835,0.0024159092474844712,0.002920931879909716,-2.799999999999997,0.0033606499364280396,
1989-05-31,-0.005701295487130054,-0.008778304256928493,-0.007773600484018317,0.0011311798854816146,-0.00083114009494345,-0.0043280806661201154,-0.0044681325376938474,0.006649279605367653,0.03765456206249507,0.01633999112533502,-0.95,-0.83,0.65,-1.38,0.45475,-0.0024757402448782884,-0.0029941071803234465,-0.7999999999999972,0.03143117988383537,
1989-06-30,-7.60861911217603e-05,0.0034336604201383736,0.0013308143729844346,0.0010558489449916664,-0.0014977951930568167,0.0027962573914575017,-0.0030885661119768315,0.0003005713862176407,0.030742697084290782,0.016590371680990756,-1.25,-1.09,0.5,-1.38,0.2812,-0.001633833395915829,-0.0014601379742913423,-0.10000000000000853,0.02434626785785987,0.7602027800347244
1989-07-31,-0.009693959689255571,-0.016881950734970452,-0.011930227615470912,0.0003887161310611731,-0.0018336903979481178,0.003300554843603365,-0.01030965164584785,0.004987201859401935,0.025016557793730243,0.014280424616339715,-1.22,-1.35,0.63,-1.36,0.22525,-1.0389117917952717e-05,0.00020411107336570922,1.4000000000000057,-0.02909672616423631,
1989-08-31,0.009750620169152846,0.015451970889747813,0.009338201177118144,0.00047180939775870456,-0.0008902738179816794,0.0021801707422035577,0.025067985603541842,0.015523633793767644,0.043337658555576475,0.03633533339739081,-0.88,-0.81,0.89,-1.09,0.213,-0.0032180236942007667,-0.0022653372245740044,-2.4000000000000057,0.0067126440395473,
