as_of,target_quarter,horizon_week,spec,variant,log_score,realizzato_bea,n_draws,reestimated
2007-08-03,2007Q3,5,cbvar,authors,-1.9127110807450873,2.3240880884577653,1000,True
2007-08-03,2007Q4,-8,cbvar,authors,-2.039858760587503,2.5367271478347497,1000,True
2007-08-10,2007Q3,6,cbvar,authors,-1.8656102377229302,2.3240880884577653,1000,False
2007-08-10,2007Q4,-7,cbvar,authors,-1.8835303679750468,2.5367271478347497,1000,False
2007-08-17,2007Q3,7,cbvar,authors,-1.8680214758706455,2.3240880884577653,1000,False
2007-08-17,2007Q4,-6,cbvar,authors,-1.9919509492769376,2.5367271478347497,1000,False
2007-08-24,2007Q3,8,cbvar,authors,-1.9175067942136117,2.3240880884577653,1000,False
2007-08-24,2007Q4,-5,cbvar,authors,-1.8978088724733757,2.5367271478347497,1000,False
2007-08-31,2007Q3,9,cbvar,authors,-1.9203444891054517,2.3240880884577653,1000,False
2007-08-31,2007Q4,-4,cbvar,authors,-2.0324673823273463,2.5367271478347497,1000,False
2007-09-07,2007Q3,10,cbvar,authors,-1.8668586224918489,2.3240880884577653,1000,False
2007-09-07,2007Q4,-3,cbvar,authors,-1.9625288404281547,2.5367271478347497,1000,False
2007-09-14,2007Q3,11,cbvar,authors,-1.9123069076261618,2.3240880884577653,1000,False
2007-09-14,2007Q4,-2,cbvar,authors,-1.9473961772697252,2.5367271478347497,1000,False
2007-09-21,2007Q3,12,cbvar,authors,-1.7611306433197398,2.3240880884577653,1000,False
2007-09-21,2007Q4,-1,cbvar,authors,-2.0114537842462887,2.5367271478347497,1000,False
2007-09-28,2007Q3,13,cbvar,authors,-1.6958721124374638,2.3240880884577653,1000,False
2007-09-28,2007Q4,0,cbvar,authors,-1.9270555958885012,2.5367271478347497,1000,False
2007-10-05,2007Q3,14,cbvar,authors,-1.778985617438718,2.3240880884577653,1000,False
2007-10-05,2007Q4,1,cbvar,authors,-1.9297473677581372,2.5367271478347497,1000,False
2007-10-05,2008Q1,-12,cbvar,authors,-2.972414234171531,-1.6961606735480972,1000,False
2007-10-12,2007Q3,15,cbvar,authors,-1.6494045773835952,2.3240880884577653,1000,False
2007-10-12,2007Q4,2,cbvar,authors,-2.1127322548261036,2.5367271478347497,1000,False
2007-10-12,2008Q1,-11,cbvar,authors,-2.86747886002535,-1.6961606735480972,1000,False
2007-10-19,2007Q3,16,cbvar,authors,-1.6604350603968994,2.3240880884577653,1000,False
2007-10-19,2007Q4,3,cbvar,authors,-2.063228092907702,2.5367271478347497,1000,False
2007-10-19,2008Q1,-10,cbvar,authors,-2.8554929074379594,-1.6961606735480972,1000,False
2007-10-26,2007Q3,17,cbvar,authors,-1.7449232732454476,2.3240880884577653,1000,False
2007-10-26,2007Q4,4,cbvar,authors,-2.023087477493319,2.5367271478347497,1000,False
2007-10-26,2008Q1,-9,cbvar,authors,-2.839206527134357,-1.6961606735480972,1000,False
