as_of,target_quarter,horizon_week,spec,variant,log_score,realizzato_bea,n_draws,reestimated
2020-07-31,2020Q3,5,cbvar,authors,-8.082901565250102,34.85500597467652,1000,True
2020-07-31,2020Q4,-8,cbvar,authors,-3.352933091591817,4.611736044615711,1000,True
2020-08-07,2020Q3,6,cbvar,authors,-4.20031562968906,34.85500597467652,1000,False
2020-08-07,2020Q4,-7,cbvar,authors,-3.2023275972310596,4.611736044615711,1000,False
2020-08-14,2020Q3,7,cbvar,authors,-3.7555070394777403,34.85500597467652,1000,False
2020-08-14,2020Q4,-6,cbvar,authors,-3.461640929859909,4.611736044615711,1000,False
2020-08-21,2020Q3,8,cbvar,authors,-3.887078245361493,34.85500597467652,1000,False
2020-08-21,2020Q4,-5,cbvar,authors,-3.424732227483637,4.611736044615711,1000,False
2020-08-28,2020Q3,9,cbvar,authors,-3.8298027233480805,34.85500597467652,1000,False
2020-08-28,2020Q4,-4,cbvar,authors,-3.413456853539991,4.611736044615711,1000,False
2020-09-04,2020Q3,10,cbvar,authors,-4.0314711518953485,34.85500597467652,1000,False
2020-09-04,2020Q4,-3,cbvar,authors,-3.3275435790457135,4.611736044615711,1000,False
2020-09-11,2020Q3,11,cbvar,authors,-3.649500985295901,34.85500597467652,1000,False
2020-09-11,2020Q4,-2,cbvar,authors,-3.6868816772760042,4.611736044615711,1000,False
2020-09-18,2020Q3,12,cbvar,authors,-3.691871809632404,34.85500597467652,1000,False
2020-09-18,2020Q4,-1,cbvar,authors,-3.665118266625543,4.611736044615711,1000,False
2020-09-25,2020Q3,13,cbvar,authors,-3.7409337262051103,34.85500597467652,1000,False
2020-09-25,2020Q4,0,cbvar,authors,-3.546270737921339,4.611736044615711,1000,False
2020-10-02,2020Q3,14,cbvar,authors,-3.9152413778289716,34.85500597467652,1000,False
2020-10-02,2020Q4,1,cbvar,authors,-3.44891054692861,4.611736044615711,1000,False
2020-10-02,2021Q1,-12,cbvar,authors,-3.030734388203733,5.701255644273506,1000,False
2020-10-09,2020Q3,15,cbvar,authors,-3.981348060133773,34.85500597467652,1000,False
2020-10-09,2020Q4,2,cbvar,authors,-3.5142928642401228,4.611736044615711,1000,False
2020-10-09,2021Q1,-11,cbvar,authors,-3.019311203048493,5.701255644273506,1000,False
2020-10-16,2020Q3,16,cbvar,authors,-4.117388813314834,34.85500597467652,1000,False
2020-10-16,2020Q4,3,cbvar,authors,-3.520614284777655,4.611736044615711,1000,False
2020-10-16,2021Q1,-10,cbvar,authors,-3.0127761326464384,5.701255644273506,1000,False
2020-10-23,2020Q3,17,cbvar,authors,-4.2078982765285975,34.85500597467652,1000,False
2020-10-23,2020Q4,4,cbvar,authors,-3.2973044947288757,4.611736044615711,1000,False
2020-10-23,2021Q1,-9,cbvar,authors,-2.9318580317454885,5.701255644273506,1000,False
