as_of,target_quarter,horizon_week,spec,variant,log_score,realizzato_bea,n_draws,reestimated
2025-08-01,2025Q3,5,bbvar,-,-3.1982648691605617,4.3753962528716,1000,True
2025-08-01,2025Q3,5,cbvar,authors,-2.8237568121828707,4.3753962528716,1000,True
2025-08-01,2025Q3,5,lbvar,-,-2.481322258184828,4.3753962528716,200,True
2025-08-01,2025Q3,5,qbvar,-,-2.5282519472382585,4.3753962528716,1000,True
2025-08-01,2025Q4,-8,bbvar,-,-2.273919864117276,0.482248112360617,1000,True
2025-08-01,2025Q4,-8,cbvar,authors,-2.7771932148355374,0.482248112360617,1000,True
2025-08-01,2025Q4,-8,lbvar,-,-2.4844694119497746,0.482248112360617,200,True
2025-08-01,2025Q4,-8,qbvar,-,-2.3116063780857945,0.482248112360617,1000,True
2025-08-08,2025Q3,6,bbvar,-,-3.404287001596583,4.3753962528716,1000,False
2025-08-08,2025Q3,6,cbvar,authors,-2.9436992145306444,4.3753962528716,1000,False
2025-08-08,2025Q3,6,lbvar,-,-2.797457476533572,4.3753962528716,200,False
2025-08-08,2025Q3,6,qbvar,-,-2.6596185252736007,4.3753962528716,1000,False
2025-08-08,2025Q4,-7,bbvar,-,-2.089247935170313,0.482248112360617,1000,False
2025-08-08,2025Q4,-7,cbvar,authors,-2.709450851214638,0.482248112360617,1000,False
2025-08-08,2025Q4,-7,lbvar,-,-2.423442011063041,0.482248112360617,200,False
2025-08-08,2025Q4,-7,qbvar,-,-2.5412435377502165,0.482248112360617,1000,False
2025-08-15,2025Q3,7,bbvar,-,-3.1476340684149777,4.3753962528716,1000,False
2025-08-15,2025Q3,7,cbvar,authors,-2.7700811069564133,4.3753962528716,1000,False
2025-08-15,2025Q3,7,lbvar,-,-2.5905161659070823,4.3753962528716,200,False
2025-08-15,2025Q3,7,qbvar,-,-2.565254166130292,4.3753962528716,1000,False
2025-08-15,2025Q4,-6,bbvar,-,-2.112886541721848,0.482248112360617,1000,False
2025-08-15,2025Q4,-6,cbvar,authors,-2.730919653064332,0.482248112360617,1000,False
2025-08-15,2025Q4,-6,lbvar,-,-2.321759875669153,0.482248112360617,200,False
2025-08-15,2025Q4,-6,qbvar,-,-2.375607632093592,0.482248112360617,1000,False
2025-08-22,2025Q3,8,bbvar,-,-2.337152380440191,4.3753962528716,1000,False
2025-08-22,2025Q3,8,cbvar,authors,-2.674691926753748,4.3753962528716,1000,False
2025-08-22,2025Q3,8,lbvar,-,-2.150284433763288,4.3753962528716,200,False
2025-08-22,2025Q3,8,qbvar,-,-2.618862024681873,4.3753962528716,1000,False
2025-08-22,2025Q4,-5,bbvar,-,-2.0585732184206518,0.482248112360617,1000,False
2025-08-22,2025Q4,-5,cbvar,authors,-2.6749887013987133,0.482248112360617,1000,False
2025-08-22,2025Q4,-5,lbvar,-,-2.141423140753653,0.482248112360617,200,False
2025-08-22,2025Q4,-5,qbvar,-,-2.4111232162624345,0.482248112360617,1000,False
2025-08-29,2025Q3,9,bbvar,-,-2.153430482183027,4.3753962528716,1000,False
2025-08-29,2025Q3,9,cbvar,authors,-2.6626018845876667,4.3753962528716,1000,False
2025-08-29,2025Q3,9,lbvar,-,-2.1240485057997534,4.3753962528716,200,False
2025-08-29,2025Q3,9,qbvar,-,-2.609241762768024,4.3753962528716,1000,False
2025-08-29,2025Q4,-4,bbvar,-,-2.1997042400189315,0.482248112360617,1000,False
2025-08-29,2025Q4,-4,cbvar,authors,-2.757929319236481,0.482248112360617,1000,False
2025-08-29,2025Q4,-4,lbvar,-,-2.220686849833585,0.482248112360617,200,False
2025-08-29,2025Q4,-4,qbvar,-,-2.564923657287423,0.482248112360617,1000,False
2025-09-05,2025Q3,10,bbvar,-,-2.9717911866880136,4.3753962528716,1000,False
2025-09-05,2025Q3,10,cbvar,authors,-2.5598296033758805,4.3753962528716,1000,False
2025-09-05,2025Q3,10,lbvar,-,-2.780206132579753,4.3753962528716,200,False
2025-09-05,2025Q3,10,qbvar,-,-2.578090009392916,4.3753962528716,1000,False
2025-09-05,2025Q4,-3,bbvar,-,-2.15272184257013,0.482248112360617,1000,False
2025-09-05,2025Q4,-3,cbvar,authors,-2.6400099990815766,0.482248112360617,1000,False
2025-09-05,2025Q4,-3,lbvar,-,-2.290223450259888,0.482248112360617,200,False
2025-09-05,2025Q4,-3,qbvar,-,-2.5322384158679414,0.482248112360617,1000,False
2025-09-12,2025Q3,11,bbvar,-,-3.6295737587323833,4.3753962528716,1000,False
2025-09-12,2025Q3,11,cbvar,authors,-2.560388375965817,4.3753962528716,1000,False
