as_of,target_quarter,horizon_week,spec,variant,log_score,realizzato_bea,n_draws,reestimated
2012-08-03,2012Q3,5,bbvar,-,-2.199184787141481,0.5773578286532466,1000,True
2012-08-03,2012Q3,5,cbvar,authors,-2.4240220722472485,0.5773578286532466,1000,True
2012-08-03,2012Q3,5,lbvar,-,-1.7804836113344786,0.5773578286532466,200,True
2012-08-03,2012Q3,5,qbvar,-,-2.512034203800554,0.5773578286532466,1000,True
2012-08-03,2012Q4,-8,bbvar,-,-2.5850685458788,0.4633651980530562,1000,True
2012-08-03,2012Q4,-8,cbvar,authors,-2.504694579699062,0.4633651980530562,1000,True
2012-08-03,2012Q4,-8,lbvar,-,-2.1054668569810024,0.4633651980530562,200,True
2012-08-03,2012Q4,-8,qbvar,-,-2.6527377183084013,0.4633651980530562,1000,True
2012-08-10,2012Q3,6,bbvar,-,-1.9735929598692317,0.5773578286532466,1000,False
2012-08-10,2012Q3,6,cbvar,authors,-2.3307321421054024,0.5773578286532466,1000,False
2012-08-10,2012Q3,6,lbvar,-,-1.875030082646777,0.5773578286532466,200,False
2012-08-10,2012Q3,6,qbvar,-,-2.454926937223228,0.5773578286532466,1000,False
2012-08-10,2012Q4,-7,bbvar,-,-2.688961394656197,0.4633651980530562,1000,False
2012-08-10,2012Q4,-7,cbvar,authors,-2.5768543961665653,0.4633651980530562,1000,False
2012-08-10,2012Q4,-7,lbvar,-,-2.168958807879405,0.4633651980530562,200,False
2012-08-10,2012Q4,-7,qbvar,-,-2.647258145581759,0.4633651980530562,1000,False
2012-08-17,2012Q3,7,bbvar,-,-2.010596141646383,0.5773578286532466,1000,False
2012-08-17,2012Q3,7,cbvar,authors,-2.365079961137518,0.5773578286532466,1000,False
2012-08-17,2012Q3,7,lbvar,-,-1.981362454766243,0.5773578286532466,200,False
2012-08-17,2012Q3,7,qbvar,-,-2.8841845406028708,0.5773578286532466,1000,False
2012-08-17,2012Q4,-6,bbvar,-,-2.8532498090665475,0.4633651980530562,1000,False
2012-08-17,2012Q4,-6,cbvar,authors,-2.70918170365236,0.4633651980530562,1000,False
2012-08-17,2012Q4,-6,lbvar,-,-2.0410149017247567,0.4633651980530562,200,False
2012-08-17,2012Q4,-6,qbvar,-,-3.0622856751935896,0.4633651980530562,1000,False
2012-08-24,2012Q3,8,bbvar,-,-2.0351222085695264,0.5773578286532466,1000,False
2012-08-24,2012Q3,8,cbvar,authors,-2.280138415299169,0.5773578286532466,1000,False
2012-08-24,2012Q3,8,lbvar,-,-2.0187148577086296,0.5773578286532466,200,False
2012-08-24,2012Q3,8,qbvar,-,-2.941152733006273,0.5773578286532466,1000,False
2012-08-24,2012Q4,-5,bbvar,-,-3.207391673685592,0.4633651980530562,1000,False
2012-08-24,2012Q4,-5,cbvar,authors,-2.6572757930008826,0.4633651980530562,1000,False
2012-08-24,2012Q4,-5,lbvar,-,-2.0821830954952483,0.4633651980530562,200,False
2012-08-24,2012Q4,-5,qbvar,-,-2.834159294322507,0.4633651980530562,1000,False
2012-08-31,2012Q3,9,bbvar,-,-2.289362075110879,0.5773578286532466,1000,False
2012-08-31,2012Q3,9,cbvar,authors,-2.2041901969447952,0.5773578286532466,1000,False
2012-08-31,2012Q3,9,lbvar,-,-2.0784278894937023,0.5773578286532466,200,False
2012-08-31,2012Q3,9,qbvar,-,-2.911250992219833,0.5773578286532466,1000,False
2012-08-31,2012Q4,-4,bbvar,-,-3.2037929675234262,0.4633651980530562,1000,False
2012-08-31,2012Q4,-4,cbvar,authors,-2.745643671406404,0.4633651980530562,1000,False
2012-08-31,2012Q4,-4,lbvar,-,-2.0324372490315112,0.4633651980530562,200,False
2012-08-31,2012Q4,-4,qbvar,-,-2.941396559854902,0.4633651980530562,1000,False
2012-09-07,2012Q3,10,bbvar,-,-2.3870852399859563,0.5773578286532466,1000,False
2012-09-07,2012Q3,10,cbvar,authors,-2.1204895600013662,0.5773578286532466,1000,False
2012-09-07,2012Q3,10,lbvar,-,-1.9493377978223212,0.5773578286532466,200,False
2012-09-07,2012Q3,10,qbvar,-,-2.912808649367585,0.5773578286532466,1000,False
2012-09-07,2012Q4,-3,bbvar,-,-3.266010467333288,0.4633651980530562,1000,False
2012-09-07,2012Q4,-3,cbvar,authors,-2.6796284601304725,0.4633651980530562,1000,False
2012-09-07,2012Q4,-3,lbvar,-,-2.1006029267121678,0.4633651980530562,200,False
2012-09-07,2012Q4,-3,qbvar,-,-2.868024419918664,0.4633651980530562,1000,False
2012-09-14,2012Q3,11,bbvar,-,-2.314842925609427,0.5773578286532466,1000,False
2012-09-14,2012Q3,11,cbvar,authors,-2.067071164440337,0.5773578286532466,1000,False
2012-09-14,2012Q3,11,lbvar,-,-2.137238839969608,0.5773578286532466,200,False
2012-09-14,2012Q3,11,qbvar,-,-2.759189067291388,0.5773578286532466,1000,False
2012-09-14,2012Q4,-2,bbvar,-,-3.1651798711232235,0.4633651980530562,1000,False
