as_of,target_quarter,horizon_week,spec,variant,log_score,realizzato_bea,n_draws,reestimated
2014-08-01,2014Q3,5,qbvar,-,-2.2900024017288745,4.950916534930627,1000,True
2014-08-01,2014Q4,-8,qbvar,-,-1.739073451755801,2.0383303103057804,1000,True
2014-08-01,2014Q3,5,cbvar,authors,-2.315195832473016,4.950916534930627,1000,True
2014-08-01,2014Q4,-8,cbvar,authors,-2.0007183831573547,2.0383303103057804,1000,True
2014-08-01,2014Q3,5,bbvar,-,-1.8267207542270165,4.950916534930627,1000,True
2014-08-01,2014Q4,-8,bbvar,-,-1.4901633224534727,2.0383303103057804,1000,True
2014-08-01,2014Q3,5,lbvar,-,-2.2761789855376016,4.950916534930627,200,True
2014-08-01,2014Q4,-8,lbvar,-,-1.7846154382086103,2.0383303103057804,200,True
2014-08-08,2014Q3,6,qbvar,-,-2.496828375527209,4.950916534930627,1000,False
2014-08-08,2014Q4,-7,qbvar,-,-1.6722246012177526,2.0383303103057804,1000,False
2014-08-08,2014Q3,6,cbvar,authors,-2.404293224484306,4.950916534930627,1000,False
2014-08-08,2014Q4,-7,cbvar,authors,-2.0227956613220996,2.0383303103057804,1000,False
2014-08-08,2014Q3,6,bbvar,-,-1.8504850896720948,4.950916534930627,1000,False
2014-08-08,2014Q4,-7,bbvar,-,-1.5202817789573781,2.0383303103057804,1000,False
2014-08-08,2014Q3,6,lbvar,-,-2.4026831726083753,4.950916534930627,200,False
2014-08-08,2014Q4,-7,lbvar,-,-1.6886883020006251,2.0383303103057804,200,False
2014-08-15,2014Q3,7,qbvar,-,-2.6866274983125136,4.950916534930627,1000,False
2014-08-15,2014Q4,-6,qbvar,-,-1.727380509123194,2.0383303103057804,1000,False
2014-08-15,2014Q3,7,cbvar,authors,-2.565763962741956,4.950916534930627,1000,False
2014-08-15,2014Q4,-6,cbvar,authors,-2.0600612609055453,2.0383303103057804,1000,False
2014-08-15,2014Q3,7,bbvar,-,-2.1225878536080875,4.950916534930627,1000,False
2014-08-15,2014Q4,-6,bbvar,-,-1.5623805241645012,2.0383303103057804,1000,False
2014-08-15,2014Q3,7,lbvar,-,-2.4469792226841935,4.950916534930627,200,False
2014-08-15,2014Q4,-6,lbvar,-,-1.6564086824927085,2.0383303103057804,200,False
2014-08-22,2014Q3,8,qbvar,-,-2.88240840225561,4.950916534930627,1000,False
2014-08-22,2014Q4,-5,qbvar,-,-1.6940317343688032,2.0383303103057804,1000,False
2014-08-22,2014Q3,8,cbvar,authors,-2.1148910651545956,4.950916534930627,1000,False
2014-08-22,2014Q4,-5,cbvar,authors,-2.0535218230836394,2.0383303103057804,1000,False
2014-08-22,2014Q3,8,bbvar,-,-1.6806838622747158,4.950916534930627,1000,False
2014-08-22,2014Q4,-5,bbvar,-,-1.557857367554653,2.0383303103057804,1000,False
2014-08-22,2014Q3,8,lbvar,-,-1.855753490308087,4.950916534930627,200,False
2014-08-22,2014Q4,-5,lbvar,-,-1.504012268893438,2.0383303103057804,200,False
2014-08-29,2014Q3,9,qbvar,-,-2.772830536756326,4.950916534930627,1000,False
2014-08-29,2014Q4,-4,qbvar,-,-1.668495294366695,2.0383303103057804,1000,False
2014-08-29,2014Q3,9,cbvar,authors,-2.158200938167987,4.950916534930627,1000,False
2014-08-29,2014Q4,-4,cbvar,authors,-2.045326561747351,2.0383303103057804,1000,False
2014-08-29,2014Q3,9,bbvar,-,-1.650457920445469,4.950916534930627,1000,False
2014-08-29,2014Q4,-4,bbvar,-,-1.491840355404629,2.0383303103057804,1000,False
2014-08-29,2014Q3,9,lbvar,-,-1.8343993105067737,4.950916534930627,200,False
2014-08-29,2014Q4,-4,lbvar,-,-1.6206624067735311,2.0383303103057804,200,False
2014-09-05,2014Q3,10,qbvar,-,-2.586512738712863,4.950916534930627,1000,False
2014-09-05,2014Q4,-3,qbvar,-,-1.8346643532274616,2.0383303103057804,1000,False
2014-09-05,2014Q3,10,cbvar,authors,-2.1618541083489866,4.950916534930627,1000,False
2014-09-05,2014Q4,-3,cbvar,authors,-2.00550559389404,2.0383303103057804,1000,False
2014-09-05,2014Q3,10,bbvar,-,-1.7899242593755922,4.950916534930627,1000,False
2014-09-05,2014Q4,-3,bbvar,-,-1.544659583711244,2.0383303103057804,1000,False
2014-09-05,2014Q3,10,lbvar,-,-1.6949200235339832,4.950916534930627,200,False
2014-09-05,2014Q4,-3,lbvar,-,-1.6881876890547727,2.0383303103057804,200,False
2014-09-12,2014Q3,11,qbvar,-,-2.6881561720001366,4.950916534930627,1000,False
2014-09-12,2014Q4,-2,qbvar,-,-1.6895448590114555,2.0383303103057804,1000,False
2014-09-12,2014Q3,11,cbvar,authors,-2.1478881676508346,4.950916534930627,1000,False
2014-09-12,2014Q4,-2,cbvar,authors,-1.996366885262858,2.0383303103057804,1000,False
2014-09-12,2014Q3,11,bbvar,-,-1.7665346170246092,4.950916534930627,1000,False
2014-09-12,2014Q4,-2,bbvar,-,-1.5386468381619967,2.0383303103057804,1000,False
2014-09-12,2014Q3,11,lbvar,-,-1.7871702419726647,4.950916534930627,200,False
2014-09-12,2014Q4,-2,lbvar,-,-1.6702697778522868,2.0383303103057804,200,False
2014-09-19,2014Q3,12,qbvar,-,-1.985096704221136,4.950916534930627,1000,False
2014-09-19,2014Q4,-1,qbvar,-,-1.691384178340341,2.0383303103057804,1000,False
2014-09-19,2014Q3,12,cbvar,authors,-1.9100567792587448,4.950916534930627,1000,False
2014-09-19,2014Q4,-1,cbvar,authors,-2.0871071266922376,2.0383303103057804,1000,False
2014-09-19,2014Q3,12,bbvar,-,-1.844438571149601,4.950916534930627,1000,False
2014-09-19,2014Q4,-1,bbvar,-,-1.5857131247444212,2.0383303103057804,1000,False
2014-09-19,2014Q3,12,lbvar,-,-1.6933376786964016,4.950916534930627,200,False
2014-09-19,2014Q4,-1,lbvar,-,-1.8111301537867965,2.0383303103057804,200,False
2014-09-26,2014Q3,13,qbvar,-,-1.8382820232572916,4.950916534930627,1000,False
2014-09-26,2014Q4,0,qbvar,-,-1.7210586460774242,2.0383303103057804,1000,False
2014-09-26,2014Q3,13,cbvar,authors,-1.900615734702336,4.950916534930627,1000,False
2014-09-26,2014Q4,0,cbvar,authors,-2.0783803624492396,2.0383303103057804,1000,False
2014-09-26,2014Q3,13,bbvar,-,-1.7520235103084985,4.950916534930627,1000,False
2014-09-26,2014Q4,0,bbvar,-,-1.5894007564454418,2.0383303103057804,1000,False
2014-09-26,2014Q3,13,lbvar,-,-1.5670801484747061,4.950916534930627,200,False
2014-09-26,2014Q4,0,lbvar,-,-1.3809189945448699,2.0383303103057804,200,False
2014-10-03,2014Q3,14,qbvar,-,-1.7578607011429335,4.950916534930627,1000,False
2014-10-03,2014Q4,1,qbvar,-,-1.6207182991401465,2.0383303103057804,1000,False
2014-10-03,2015Q1,-12,qbvar,-,-2.180682189447286,3.650885031119766,1000,False
2014-10-03,2014Q3,14,cbvar,authors,-1.8739258598748798,4.950916534930627,1000,False
2014-10-03,2014Q4,1,cbvar,authors,-2.1060638060772465,2.0383303103057804,1000,False
2014-10-03,2015Q1,-12,cbvar,authors,-2.284161304215406,3.650885031119766,1000,False
2014-10-03,2014Q3,14,bbvar,-,-1.8077930150242036,4.950916534930627,1000,False
2014-10-03,2014Q4,1,bbvar,-,-1.659902786320095,2.0383303103057804,1000,False
2014-10-03,2015Q1,-12,bbvar,-,-1.7448194694858707,3.650885031119766,1000,False
2014-10-03,2014Q3,14,lbvar,-,-1.6263009669614994,4.950916534930627,200,False
2014-10-03,2014Q4,1,lbvar,-,-1.4569788830152928,2.0383303103057804,200,False
2014-10-03,2015Q1,-12,lbvar,-,-2.4530137170386968,3.650885031119766,200,False
2014-10-10,2014Q3,15,qbvar,-,-1.696735137228952,4.950916534930627,1000,False
2014-10-10,2014Q4,2,qbvar,-,-1.6551426698009681,2.0383303103057804,1000,False
2014-10-10,2015Q1,-11,qbvar,-,-2.2346684484752846,3.650885031119766,1000,False
2014-10-10,2014Q3,15,cbvar,authors,-1.956427107408146,4.950916534930627,1000,False
2014-10-10,2014Q4,2,cbvar,authors,-1.9958479795595803,2.0383303103057804,1000,False
2014-10-10,2015Q1,-11,cbvar,authors,-2.334090473857462,3.650885031119766,1000,False
2014-10-10,2014Q3,15,bbvar,-,-2.0609231478953873,4.950916534930627,1000,False
2014-10-10,2014Q4,2,bbvar,-,-1.5016734619599885,2.0383303103057804,1000,False
2014-10-10,2015Q1,-11,bbvar,-,-1.6513199152195952,3.650885031119766,1000,False
2014-10-10,2014Q3,15,lbvar,-,-1.7105290909983422,4.950916534930627,200,False
2014-10-10,2014Q4,2,lbvar,-,-1.4364311011884503,2.0383303103057804,200,False
2014-10-10,2015Q1,-11,lbvar,-,-2.291044519026631,3.650885031119766,200,False
2014-10-17,2014Q3,16,qbvar,-,-1.693116543847563,4.950916534930627,1000,False
2014-10-17,2014Q4,3,qbvar,-,-1.6619025732729718,2.0383303103057804,1000,False
2014-10-17,2015Q1,-10,qbvar,-,-2.0113132669141662,3.650885031119766,1000,False
2014-10-17,2014Q3,16,cbvar,authors,-1.8609522307356312,4.950916534930627,1000,False
2014-10-17,2014Q4,3,cbvar,authors,-1.913653580291111,2.0383303103057804,1000,False
2014-10-17,2015Q1,-10,cbvar,authors,-2.221328115939969,3.650885031119766,1000,False
2014-10-17,2014Q3,16,bbvar,-,-1.7387836346411858,4.950916534930627,1000,False
2014-10-17,2014Q4,3,bbvar,-,-1.4732999348386726,2.0383303103057804,1000,False
2014-10-17,2015Q1,-10,bbvar,-,-1.6961780550222523,3.650885031119766,1000,False
2014-10-17,2014Q3,16,lbvar,-,-1.6805129788905022,4.950916534930627,200,False
2014-10-17,2014Q4,3,lbvar,-,-1.5927362683403643,2.0383303103057804,200,False
2014-10-17,2015Q1,-10,lbvar,-,-2.6491103325094842,3.650885031119766,200,False
2014-10-24,2014Q3,17,qbvar,-,-1.806331405927713,4.950916534930627,1000,False
2014-10-24,2014Q4,4,qbvar,-,-1.6671674107317127,2.0383303103057804,1000,False
2014-10-24,2015Q1,-9,qbvar,-,-2.042151313804434,3.650885031119766,1000,False
2014-10-24,2014Q3,17,cbvar,authors,-1.9178271948759873,4.950916534930627,1000,False
