as_of,target_quarter,horizon_week,spec,variant,log_score,realizzato_bea,n_draws,reestimated
2012-11-02,2012Q4,5,bbvar,-,-2.37439456827837,0.4633651980530562,1000,True
2012-11-02,2012Q4,5,cbvar,authors,-2.2569884039932324,0.4633651980530562,1000,True
2012-11-02,2012Q4,5,lbvar,-,-1.5852126505395685,0.4633651980530562,200,True
2012-11-02,2012Q4,5,qbvar,-,-2.190501015698249,0.4633651980530562,1000,True
2012-11-02,2013Q1,-8,bbvar,-,-1.579412085077247,4.005025807945661,1000,True
2012-11-02,2013Q1,-8,cbvar,authors,-2.133279776443651,4.005025807945661,1000,True
2012-11-02,2013Q1,-8,lbvar,-,-1.8311792961999664,4.005025807945661,200,True
2012-11-02,2013Q1,-8,qbvar,-,-1.7596505031432392,4.005025807945661,1000,True
2012-11-09,2012Q4,6,bbvar,-,-2.95960234184128,0.4633651980530562,1000,False
2012-11-09,2012Q4,6,cbvar,authors,-2.279848214300189,0.4633651980530562,1000,False
2012-11-09,2012Q4,6,lbvar,-,-1.6087604897646228,0.4633651980530562,200,False
2012-11-09,2012Q4,6,qbvar,-,-2.329291491853386,0.4633651980530562,1000,False
2012-11-09,2013Q1,-7,bbvar,-,-1.6671804818516354,4.005025807945661,1000,False
2012-11-09,2013Q1,-7,cbvar,authors,-2.189223777231735,4.005025807945661,1000,False
2012-11-09,2013Q1,-7,lbvar,-,-1.891862138517506,4.005025807945661,200,False
2012-11-09,2013Q1,-7,qbvar,-,-1.7277176726606442,4.005025807945661,1000,False
2012-11-16,2012Q4,7,bbvar,-,-3.1333705487176418,0.4633651980530562,1000,False
2012-11-16,2012Q4,7,cbvar,authors,-2.483740873594773,0.4633651980530562,1000,False
2012-11-16,2012Q4,7,lbvar,-,-1.6028868932972855,0.4633651980530562,200,False
2012-11-16,2012Q4,7,qbvar,-,-2.359892730889276,0.4633651980530562,1000,False
2012-11-16,2013Q1,-6,bbvar,-,-1.6574706040841232,4.005025807945661,1000,False
2012-11-16,2013Q1,-6,cbvar,authors,-2.1660666707611176,4.005025807945661,1000,False
2012-11-16,2013Q1,-6,lbvar,-,-2.069927413455551,4.005025807945661,200,False
2012-11-16,2013Q1,-6,qbvar,-,-1.775629967319996,4.005025807945661,1000,False
2012-11-23,2012Q4,8,bbvar,-,-1.837169939813469,0.4633651980530562,1000,False
2012-11-23,2012Q4,8,cbvar,authors,-2.162045761276092,0.4633651980530562,1000,False
2012-11-23,2012Q4,8,lbvar,-,-1.4878702197759095,0.4633651980530562,200,False
2012-11-23,2012Q4,8,qbvar,-,-2.398248164945626,0.4633651980530562,1000,False
2012-11-23,2013Q1,-5,bbvar,-,-1.6065557792739191,4.005025807945661,1000,False
2012-11-23,2013Q1,-5,cbvar,authors,-2.2534209482281007,4.005025807945661,1000,False
2012-11-23,2013Q1,-5,lbvar,-,-2.0036618644329875,4.005025807945661,200,False
2012-11-23,2013Q1,-5,qbvar,-,-1.7741233186256633,4.005025807945661,1000,False
2012-11-30,2012Q4,9,bbvar,-,-1.686361111696575,0.4633651980530562,1000,False
2012-11-30,2012Q4,9,cbvar,authors,-2.1094391404544863,0.4633651980530562,1000,False
2012-11-30,2012Q4,9,lbvar,-,-1.4854026166633254,0.4633651980530562,200,False
